,Rating,Title,Content,Author Name,Date,Year
101,7.0,Faster Than the rest of the franchise !!!,"This movie was so great maybe the best between the franchise the energy creativity in this movie was not found in the others i enjoyed every single second in the movie,beside for a movie who has explosive and fast cars with fight scenes it had a decent plotbut i won't say anything cause there is some TWIST in the plot i laughed so hard in this movie i would say almost half of the movie was comedynow for the post ending after credits it will grin your ears and make you curious about fast 7 the film deals with criminals world class with great mayhem by their carsIf you are interested by cars and explosive things and comedy with an amount of drama and love plus fight scenes with awesome mayhem F&F 6 is what you are looking forP.S:sorry for my English it's my second language",Tripmoh,2013-07-08,2013
102,6.0,"Same old, same old",No content,lewisboreham,2013-05-28,2013
103,9.0,Fantastic movie from an almost died-out franchise,"We've all seen our favorite movies churn out those forgettable and often straight-to-video sequels; Death Race, Wrong Turn, Resident Evil. (Really, not Resident Evil???). And with The Fast and the Furious series, you were starting to see the decline after 2 and most definitely 3. So for Justin Lin to bring back this series from the dead, even to use the weird sequels as a part of the story in his new trilogy, is incredibly impressive.As for Furious Six, I thought it was incredibly enjoyable. Few movies are actually this fun to watch. The action felt very well paced, never dragging on or repetitious in any way. The dialogue was humorous and the story was very interesting to see played out.I feel like the only movie I could compare this to is Transformers 3. Coming from a series that I felt like was convoluted and ""missing the point"" of a fun action film, Transformers 3 and Furious Six alike really meet what they were striving for. An incredibly fun film.This next part is mainly for people who have seen the movie already, though not a spoiler.I've seen a few reviews that say that last action packed scene in the film's climax was too much and could have been cut. I could not disagree more. I feel like the filmmaker mislead everyone to think everything was fine and dandy, all wrapped up, but I could not help but feel that the action was over too abruptly, and I still needed to see more. And then there is that last, incredibly epic action scene. The filmmakers made me feel like I needed to see more, so that they could deliver that last scene specifically for me. Great filmmaking, great film. Very impressed.",Ginnysababe,2013-06-09,2013
104,7.0,Lots of action but too much punching and kicking,This is a grand and extravagant looking production. The exotic locations are good. The car vs car action is what you'd expect and doesn't disappoint. Things go even further with tanks and planes. The car race in London was a bit artificially sped up. Who knew tanks could drive so fast. The attempts at humor are weak and mostly unfunny. But who care if some things are unreal thats part of the charm.Sadly the cast has aged. Paul is looking older = needs to stay out of the sun. Vin looks a little flabby. The Rock looked a bit too pumped up. Doesn't he know steroids are out now. The long drawn out obsession with Michelle Rodriguez's character is a bit tiresome. Jordanna is looking a bit gaunt. Luke Evans as the villain is a bit forgettable.Can there be too much action in a movie like this? In a way yes. The punching and fighting has come to equal the vehicular action. Enough of the fighting and punching back and forth! I know they had to use Gina Carano's skills but it felt like overkill. You can see that in any other action movie. Felt like a Hong Kong action flick.Overall things are quite grand and large scale especially looking back to the earlier ones in the series. Worth a watch.,phd_travel,2013-05-30,2013
105,10.0,Fast & Furious 6,No content,koolerkid1357,2013-07-15,2013
106,7.0,"It did not let the franchise down, Fun, action, speed...",No content,emeraldorc,2013-06-09,2013
107,10.0,Brilliant,No content,drewconnor,2013-12-04,2013
108,7.0,Every sequel has been a little better than the last!,"'FAST & FURIOUS 6': Three and a Half Stars (Out of Five) The sixth installment in the ever-popular action movie franchise brings back all the stars from the previous films including Vin Diesel, Dwayne Johnson, Paul Walker, Tyrese Gibson, Ludicrous, Sung Kang, Jordana Brewster, Gal Gadot and even Michelle Rodriguez (who's character was killed off two films ago). MMA champion (and rising female action star) Gina Carano (of 'HAYWIRE' fame) and Luke Evans also join the cast this time around. Justin Lin (who directed the last three sequels as well) returns as director and Chris Morgan (who wrote the last three installments) returns as the film's writer. This chapter has DSS agent Luke Hobbs tracking down Dominic Toretto and his team to enlist the gang's help in bringing down a team of deadly mercenary drivers. Toretto reluctantly agrees to help Hobbs when he discovers his old love, he thought was dead, is still alive and working with the team of mercenaries. The film is of course bigger and more action packed than ever and delivers everything die-hard fans of the series have come to expect.The movie begins with Dom (Diesel), Brian (Walker) and the rest of the car racing crew living around the world, on the lam, while spending the $100 million loot they scored in their Rio heist (at the end of the last film). Hobbs (Johnson), now working with his new partner Riley (Carano), tracks down Dom and convinces him to help him capture a team of mercenary drivers led by an ex-British Special Forces soldier named Owen Shaw (Evans). Hobbs offers Dom and his team full pardons if they help him stop Shaw but it's the info that Dom's ex-love Letty (Rodriguez) is still alive that persuades him into doing the job. Action and carnage ensue.I was never a huge fan of the original 2001 hit but I've liked each sequel a little more ever since (although I still haven't seen 'TOKYO DRIFT'). I think the franchise got a lot better with the last chapter when it added 'The Rock' into the mix. That's when box office for the series really skyrocketed and it also reached it's critical acclaim peak; how many movie series can one say that about (I can't think of any). It's great that this film added Carano as well and they also add another big action star at the end, in a post-credits scene, that should build even more anticipation for the next film in the series (which is already planned for next year). The franchise is still just a series of brainless action scenes strung together with no real plot or involving character development but they do keep getting more and more spectacular. This film does have some amazing car chases once again (including one involving a tank) but it still couldn't top the best car chase of the year (or just about any year) from another long running action movie franchise: 'A GOOD DAY TO DIE HARD'.Watch our movie review show 'MOVIE TALK' at: http://www.youtube.com/watch?v=Ge23zs5RPrM",Hellmant,2013-05-29,2013
109,1.0,7 out of 10?! What is wrong with you people?,No content,kozansahin,2013-09-18,2013
110,7.0,vertigo thrilling stronger sequel,"pretty good movie that would force you to sit straight and upright through the whole nine yards when it played on. yes, rarely a title possessed franchise could be this good, there were TV episode-like movies like 007 or mission impossible, but some of them just felt weak, either affected by weak screenplays, bad directors or newly replaced main characters, but fast and furious seems to not only be able to maintain the quality of each one, it is actually getting better and better. the last Brazilian heist was a rarely accomplishment with bolder and crazier scenario but turned out to be very thrilling. if you think dragging and pulling a huge bank vault around citywide in a firefight is crazy, watch this new one, tank, cargo plan, fast cars....you might need to take some tranquilizers to calm down your nerves and resettle your blood pressure after you back home from the theater. and again, you'll see some highly unlikely scenes in this movie like any other fast and furious movies: after digged a Russian made high power military standard bullet out of his right front should-chest area, the guy never needed to recuperated and didn't need any blood infusion, just wrapped up and beating his opponents like nothing happened. an at least over several tons super tank could drive as fast as all the fast cars and crashed them like eggs. the high speed of the tank on the freeway was some scene that i simply could not believe at all. then the firefight on the runway inside a cargo plane. well, since it carried out so over-the-top crazy, i have nothing to say no more. this is indeed a crazy movie but nobody won't dislike it.",rightwingisevil,2013-05-19,2013
113,6.0,Auto fans will be disappointed,No content,rothj06,2013-06-02,2013
114,10.0,Outstanding Awesome film FUN,"This must be my favorite movie of all times. Having seen it for the first time this past weekend I was captivated by this brilliant piece of work. In the years ahead,I probably will see it a ""million"" times,owning it on DVD and future formats.Why is it so great? This is a movie that keeps you locked to the screen,because it has everything a great movie should have. A great story,a good length,tension,it is Vin Disel movie and the actors give top performances. Not just the Rock,although his performance is brilliant,but everyone else.I will not repeat the story here,but I can tell you,this film will capture you,all the characters are portrayed brilliantly by the actors. There is excitement,humor,tension,drama and emotion. See it,you will not regret it!",Vin_Diesel_Forever,2013-05-28,2013
116,10.0,Portion of 'Fast & Furious 6' DVD sales to benefit Paul Walker's charity,"Following the tragic death of actor Paul Walker this weekend, Universal Pictures announced Tuesday that a portion of the sales from the DVD, Blu-Ray and digital releases of Fast & Furious 6 will go to Walker's charity Reach Out Worldwide. ""With the passing of Paul, the world has lost a man who spent a great deal of his life in service to others. We share in the deep grief of his family, friends and the countless fans who love him,"" said Donna Langley, Chairman of Universal Pictures. ""We keep Paul's memory alive and honor his legacy through continued support of Reach Out WorldWide, the non-profit he founded to give hope to those who must rebuild after they have experienced natural disasters.""Walker started ROWW after returning from a trip to Haiti in January 2010, when the country was devastated by massive earthquakes. The organization is a network of professionals with first responder skill- sets who augment local expertise when natural disasters strike in order to accelerate relief efforts. Fast & Furious 6 will be available on Blu-ray, DVD, digital and VOD on Dec. 10. Those wishing to express condolences to the Walker family are also encourage to make a donation to ROWW through their web site.",dapne2,2013-12-03,2013
117,7.0,The Best Fast & Furious Yet!,"Never have been a fan of this series, but after seeing the trailers and hearing some positive things, I decided to give this one a shot. And ya know what? I actually had a pretty fun time. I like the direction Justin Lin took with this one just making it big and stupid, but totally self-aware of what it is. The action set-pieces are an absolute blast to watch with each one topping the previous one before it. The last 2 scenes are worth the price of admission alone. I also enjoyed the chemistry between all the actors which added a surprising amount of laughs to the film. Still, the film has plenty of flaws that the series has shared. There is a bit too much down time in the middle where the film starts to drag when it begins to build on it's incredibly thin story. There's also some moments of dialogue that are so poorly written it's hard not to notice them. Overall, while it's not great by any means, I would defiantly say that this is my favorite of the series so far (although that's not saying much). Nothing special or all that memorable, but as a summer popcorn flick, it gets the job done. Fans of the series will most likely love it while even the non-fans will still be able to have some fun with it. I do have to admit though after the post-credit scene, I would be lying if I said I wasn't incredibly excited for the 7th installment!",Rebel_With_A_Cause_94,2013-06-01,2013
118,8.0,woo!!!!! fast,"A typical fast and furious movie loaded with machine guns,cars,muscular men,chicks,..etc...so far this is the best fast and furious movie,..very fast,enjoyable with terrific and exhaustible action sequences,..fast and furious fans should watch it,..and i recommend for others too,..actually highly recommended... it promises u for the 7th part in the end which ends up in Tokyo,,.. the next thing i wont tell,..because i don't want to spoil u'r movie. The movie keeps u entertained with a very fast moving plot,...jay z and ludicrous's songs,.. FURIOUS 6 is a pure action adrenal type movie,..and a must watch,..GO FOR IT...don't miss this one",bhatia_shaurya,2013-05-24,2013
120,1.0,Did a monkey get access to a typewriter again?,No content,mwburrows,2013-06-17,2013
124,6.0,Fast & Furious 6,No content,phubbs,2013-09-28,2013
126,7.0,Fast and Furious 6 (Film Appreciation),"Car chases, car wrecks, fight scenes, and down-shifting is director Justin Lin's Fast and Furious sequels. Hobbs (Johnson) has a case that deals with Letty (Rodriguez) who is suppose to be dead and the love of Dominic Toretto (Diesel). Hobbs goal is to track down Letty's leader, Owen Shaw (Evans), who has a device that can cause widespread destruction. Toretto's goal is to find Letty and bring her back home to her family that includes: Brian O'Conner (Walker), Roman (Gibson), Han (Kang), Gisele (Godot), and Tej (Bridges). There are a lot of action and comedic moments that make the movie very entertaining. There are many fight scenes that are unrealistic and hard to believe events could actually happen. Overall Fast and Furious 6 is a very entertaining movie that held your attention throughout the entire movie.",bigeflockhart51,2013-05-29,2013
128,7.0,One of the best F&F with good story,"Summery : This is one of the best movie in series.It was all about cars. This time, it is not just cars, it's more on speed with less cars. Story is nice to make you seat. Movie is quite fast with some mix action. Some fight scenes made realistic but some are not. Anyway, at few things you think about how could they do it ? But they are doing it.All the cast and crew have worked great. Action sequences are awesome, breathtaking. Plot is good & keeps you with it.Why watch: This movie is not about cars as I said before. It has a story. Really good actionWhy not: It's an entertainment with hardly at few places you think it's not possible or why they ? For that I won't say anything about story, you must watch it.Overall: 7/10",phadvijayanand,2013-07-07,2013
130,6.0,The Vidiot Reviews,"Fast & Furious 6The best way to curb street racing in your community is to generate constant gridlock.Mind you, the racers in this action movie are inclined to go off-road.Dominic (Vin Diesel) comes out of hiding to help DSS agent Hobbs (Dwayne Johnson) stop a rogue solider (Luke Evans) from selling an EMP on the black market.In exchange, he and his crew (Paul Walker, Gal Gadot, Jordana Brewster, Sung Kang, Tyrese Gibson, Chris Bridges) want amnesty for their US crimes and the freedom to return home.The fifth sequel in the series, Fast 6 doesn't dazzle like its predecessor Fast 5 but it does maintain the franchise's new espionage angle.And while street racing takes a back seat in this one, there are enough overblown car- chases, unexpected cameos and sudsy melodrama to propel the series onward.But, as always, this series ignores the real victims of street racing: ran-over flag-girls. Yellow Lightvidiotreviews.blogspot.ca",capone666,2013-12-12,2013
131,4.0,Last third of the movie went from bad to worse.,No content,nicperreau1710,2013-05-26,2013
132,6.0,Good Fun,"Fast & Furious 6 is a perfectly enjoyable film with some laughs and spectacular action set pieces. Despite being completely ridiculous in some spots, especially the long climax scene. But in spite of this, the film is satisfyingly entertaining and at times thrilling. The performances from all of the cast are good , if a little hammy in places. Some of the banter between Chris Bridge's and Tyrese Gibson's characters gave the film some comic moments. Fast 6 doesn't live long in the memory but it's good fun while it lasts , despite being a tiny bit too long.Overall this is a solid entry into the fast & Furious franchise that will keep you entertained throughout.6/10",ginga145,2013-06-14,2013
133,6.0,Bring back the nostalgia,"The original F&F1 sparked the import scene in North America, with at the time seemingly accurate depictions of street cars and performance modifications. The movie was a car film in and out and as another user stated each movie has been getting progressively worse, this evident with the sixth instalment of the fast and the furious.Fast and the furious movies need Performance import cars that the common man can relate too, anything else could be lacking and the film would be just as nostalgic as the first movie. It really is sad to see where it came from and where it is now, I will not be watching the seventh if that so happens and I advise everyone from doing the same. Unless you couldn't give two flux about cars then watch it for Vin diesels boobs and a bullshit storyline.Bring back the nostalgia and RIP Paul Walker.",loganbentley,2013-12-10,2013
134,6.0,Not as good as the previous...,"When I saw the ""Fast Five"" movie I thought and expected that ""Furious 6"" was going to be a better movie than that, but it was not. And that's because this movie far surpassed some ordinary things that in all of ""The Fast and the Furious"" movies happened and I mean things with cars and not only.I have to say that in this movie seemed bad (not say ugly) not all but some of it the visual effects which were used on it. I like visual effects but when they used in moderation and not in a hole movie.Finally I want to tell you that in ""Fast Five"" I liked the interpretations of Paul Walker (Brian O'Conner), Dwayne Johnson (Hobbs) and Sung Kang (Han).",Thanos_Alfie,2013-11-19,2013
137,9.0,Fast cars!! Girls!!! Total Chaos!!! Y do we luv this franchise again??,"If there was any doubts as to why Fast and Furious has a cult following in the box office, here is your answer. It had everything that you associate with this franchise. Even they part where the throw physics out the window!!! It starts out with Dom and O'Connor in there retreat in Spain when Hobbs come to ask Dom for help in bringing down a bunch of highly coordinated street races cum thieves. He also shows Dom a recent photo of Letty so that he just cant turn down the offer. From the streets of London to an army base in Spain. Its one roller coaster ride of fast cars.. incredible action sequences... A couple of girl on girl fights which were pretty awesome by the way.Total entertainment guaranteed.",sriramsrinivasan91-314-830752,2013-12-27,2013
139,9.0,***k yeah that's the way its done baby !!,"Wen you have Vin Diesel and Dwayne Johnson in the same movie and the whole audience goes nuts when these two figures arrive, its safe to assume the movie is hit. And yes it is.Leave performances, Ludicrous got the cheesiest of lines and man I almost laughed my heart out. Paul Walker, Sung Kang, Tyrese Gibson, Michelle Rodriguez and rest of the cast fits in perfectly.The antagonist of the movie keeps up to our expectations of being a complete bad-ass. The movie has its fair shares of twists and turns and the car chases and chick fights really keeps you glued to your seats.The post warning and before the credits roll out,the cut scene has a delightful surprise. Better watch for yourself. Just the one complaint, the time line of the movie has put me in a doubt and people who have seen and remember Tokyo Drift are going to agree with me. Cheers. Don't miss this one.",mishra-abhijeet28,2013-05-26,2013
141,3.0,Idle 'Furious' needs a tuneup,No content,gregeichelberger,2013-05-26,2013
145,9.0,Ridiculously entertaining!,No content,joshrortiz,2013-05-27,2013
147,9.0,Surprising villain / Diesel & Rock / Fast 7,No content,nicolas-144,2013-05-28,2013
148,6.0,"Good, not great","This will contain some spoilers.I thought this was a good movie but not great. I definitely liked Fast Five MUCH better. I thought this movie was VERY HIGHLY predictable. I had Hobbs' new partner tagged as a traitor from the second she came on screen, that one was WAY too easy to see. Also, the second that Dom and Brian left Mia alone with the baby, it was obvious that Shaw was going after her to use as a hostage (that was easy to see as well). I thought it was also easy to see that one of the team was going to die, although I did have Han pegged as the obvious choice, I didn't see Han AND Gisele both dying. I liked the action and the stunts, even if they were sometimes ridiculous (it IS a Fast & Furious movie, the stunts are always going to be ridiculous). I had a problem with the predictability of the script. Entertaining ...... Yes. Best of the series ....... No. Best of series is definitely Fast five. One last thing...... Leo and Santo were VERY VERY missed in this movie",ryan_dme3,2013-06-10,2013
149,8.0,Well Packed Action-Comedy-Consistency,No content,andrarizvia,2013-05-27,2013
151,1.0,"Goodbye racing franchise, hello action movie #994338539853945857395873487589","Remember when this was a series of movies for people into cars? I guess people into cars don't buy enough movie tickets or DVDs..It's basically a multiple main plot character action movie with almost nothing to do with cars or tuning anymore.It literally feels like you're watching a die hard movie, which is a good movie, but this isn't a action franchise about explosions and terrorism.It might be good to watch if you are bored and have nothing to do with your money. It's great as many things the franchise isn't suppose to be.It's like batman and die hard edited together..",thbiz,2013-06-01,2013
154,7.0,Silly but fun movie,No content,novatone,2013-07-14,2013
155,10.0,The Best F & F Ever!!!,"This movie is so cool. It is full of action and highly-technical stunts. I can't wait to see more of these. It has a very unique idea of how a real person can achieve everything as long as he/she has the tenacity to pursue everything. Two thumbs up guys. I hope next time, F & F will feature some more scenes. Some more cool races and actions. We would love to see more of these. The thrill did not get out of ourselves even after we finished watching this one. Actors are really into the action. You can feel that they love the movie so much as if it were real to them. A race that would amaze us even more is what we are looking for in the next F & F. We'd love to hear the F & F 7.",thameswayer,2013-05-31,2013
156,6.0,Direction Full of Flaws,No content,ravikishore009,2013-05-30,2013
157,8.0,The 'Fast & Furious' franchise getting better and better,"I think it's getting better and better after 'Fast Five', since the introduction of Dwayne Johnson into the franchise. After stylish 'Tokyo Drift' I loved very much this and one before it from the series. There were not many movie series that pulled the franchise from average to awesome like this one did so the credit goes to the writers and director as well as the actors.As expected finally the action babe arrived, Gina Carano. After seeing her in 'Haywire' I thought she would be next Lara Croft. I mean the next big action lady, the one after Angelina Jolie but not as I expected role though okay. There was a death of one of a main character in the movie, I kinda doubt that because of surprise re-entry of Michelle Rodriguez into the series.It was a well written script, engaging characters except one scene where Dwayne Johnson and another actor who make a British man go stripped. The movie missed having some nice action sequences from the Dwayne Johnson a little let down from that perspective. But the rest of the stunts were breathtaking. Who cares whether it is graphic are real I just enjoyed especially the final one with the aircraft which long lasts for over 20 minutes. I guess there won't be that long runway anywhere in the world :p. The movie will be more enjoyable by hardcore action movie fans so why don't you try if you have not seen yet.7.5/10",Reno-Rangan,2013-11-16,2013
158,7.0,Never a bad thing when a franchise can get better and better every movie.,"Wow. Fast 6. Six! And there's gonna be a seventh one too! The fast and furious franchise has never been a real favorite of mine. Since I'm in 8th grade however, I do enjoy a good turn- your-brain-off film that is oozing male testosterone from every corner, whether it's big guns, explosions, hot chicks, or body builders crashing into each other with cars. Despite all this, I've never really been a fan of the franchise until it's 5th release. Directed by Justin Lin, it was the first well shot, well paced flick of the franchise. Although it was dumb, I had a ton of fun with it. So this new one was what I needed to kick off the summer blockbuster season. And it did just that. It was still pretty stupid. The acting, overall, was pretty bad too, but there were surprisingly some pretty great performances and dialogue between some of the main characters, which was actually somewhat enjoyable and funny. Probably funnier than the actual ""comedy"" opening right alongside this one, The Hangover Part 3. The thing I enjoy most about these films, though, is the stunt work combined with pretty decent special effects. These movies are so over the top but the it's good to know that although the plot to these things aren't well thought out, the technical aspect of it all is stellar, and some of these scenes, especially with some friends, can be a blast once you see them. This movie gets so over the top that it takes away from what I liked about fast five so much: how tension built up to the unbelievable action sequence at the end. This time around, Lin puts in so much action that there's literally no room to breathe. This is why I'm still debating whether fast five or fast six was better. Fast Six definitely had a better clan, but the steady pacing in five makes me like the 2011 release a little more. It still does not change the fact that fast Six is so fun to watch. I'd say, ignore the critics and take this movie for what it is: dumb manliness portrayed on film. This movie is loads of fun. 73/100",TheSoFlyGuy1359,2013-05-25,2013
159,8.0,Fast paced ride,No content,shraysharma85,2013-05-25,2013
160,7.0,"Good action movie, but doesn't fully live up to its past","I am a a big fan of the Fast and Furious franchise, I own them all. Typically I rank them according to my beliefs as to how well they were done. In my mind, from best to worst: 5,4,1,3, and 2. When I look at Fast 6, I would have to put it somewhere between 4 and 1.Here's why I think this: the Fast and Furious franchise was based on the premise of fast, gorgeous cars and the shades of gray between good and bad, mostly marketed towards the gear head segment of the population. With Fast 5, we see that they are now trying to re-brand the franchise as a heist series with cars as the central method for pulling off these heists. Fast 5 did this spectacularly in my opinion, but Fast 6 was a step down. First of all, the cars were not given as much emphasis as even Fast 5 did. The fact that many of the driving sequences in this movie happen at night and the cars are mainly painted dark colors shows a distinct movement away from the car culture that made the series so popular.Secondly, this movie seems to try too hard to be funny at times. In the previous movie, there was a definite light-heartedness about the characters and their banter, but in Fast 6 the humor is not that funny and tends to be forced into inappropriate times and places.Bottom line: if you go to this movie expecting it to be a perfect continuation of the excellence of the previous movie you will be disappointed. However, if you go to see beautiful cars crash, things blow up, and epic fistfights this is the summer movie for you.",regula1,2013-05-24,2013
161,1.0,Flat and Farcical 6,No content,simply-232-561758,2013-06-11,2013
162,7.0,Fast cop cars??,"I don't know if someone has mentioned it before, but i just don't get it how the cops are able to follow, let alone catch up with these high powered customised cars. Why spend all their time customising and tuning the cars if they could easily steal a tiny little cop car :). This is the case in loads of pursuits in movies and it really annoys me. On the other hand, Furious 6 has a nice storyline, and the London surroundings give movie a nice Classy touch to it... Furthermore, the whole cast from the original movie is pretty much together again and they put on a decent performance, teaming up with The Rock.Back to the level of the first movies if you ask me.",cybercooky,2013-09-05,2013
163,6.0,Too Fast To Remember...,"FAST AND FURIOUS 6 is the sixth film in the Fast & Furious franchise. It's directed by Justin Lin, starring Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez and MANY more.The film starts off with Hobbs (Dwayne Johnson) approaching Dom (Vin Diesel) about a case involving Shaw (Luke Evans) and Letty (Michelle Rodriguez) who was assumed dead in the 4th segment of the series.NOTE: This review is written by a Fast & Furious fan.SO, the trailer of Fast & Furious 6 was everywhere by the time it came out and it literally caught everyone's attention, whether they were a fan or not. I, as usual, booked my ticket for the movie and hoped for the best... which isn't what I got.Now this is quite hard to explain, so I'll do my best. According to me, this film is great, no doubt. It has the fast cars, the hot chicks, the action, yet it is quite forgettable. Now, I've seen Fast & Furious 6 twice, so far, and I've tried my best to engross myself into the film, but FF6 fails to do that for me. It's like, a chase sequence will take place, and 20 minutes later, you try your best to remember what happened during that very sequence. So, to me, it has all the elements of a Fast & Furious film, yet, it fails to captivate and by the time you leave the cinema and reach home, the film just remains faintly in your head.Second problem of the film is: WHERE ARE THE CHASE SCENES? Oh my God, this is what makes a Fast & Furious film, and yet there were only 4 of them in this one. Alright, one involves a tank, and another involves an airplane, yet it does not suffice, compared to the earlier Fast Five which had plenty of chase scenes to get you engrossed in the film.But apart from the flaws, Fast & Furious 6 does have some enjoyable parts, like whenever there is an action or chase scene, it is quite fun. The comedy is quite entertaining at times and the post-credits scene is quite a cliff-hanger, involving a star who is going to make a great villain to Fast & Furious 7.In conclusion, I feel Fast & Furious 6 is half-baked. Honestly, from a Fast & Furious fan, its quite sad to say this, but FF6 doesn't hold a chance compared to Fast Five. It is fun at times, yet its extremely forgettable which makes it quite difficult to focus your attention on the screen.FAST & FURIOUS 6: 6/10",andre_rox99,2013-06-08,2013
164,6.0,Some thoughts...,"I'll refrain from breaking down the entire film for you given that you've either seen it or are curious about watching it. So instead I'll just hit what I considered a few of the movies strong points and not so strong points.THE GOOD: The tank scene was surprisingly awesome to watch. I didn't expect the carnage they actually showed in the film, given it was a popcorn movie. The hand to hand fight scenes were also quite well done (most notably in the train station). Obviously the movie had tons of car chases that were well handled.THE BAD: The story was very weak. So tell me again why Diesel's team is the only group of people that can take down this bad guy? It's like they predicted that there would be tons of car chases. Why would you even assume that? Besides lots of plot issues the dialogue itself was a bit hard to get through. I will say that Tyrese's character was the high point of the film for me. Thank goodness he had his little quirk. It was definitely nothing special, but if you like the franchise you'll enjoy the movie. Not one I would necessarily recommend tho.",artistgp,2013-06-07,2013
165,10.0,Connections,No content,simsjr88,2013-05-25,2013
167,9.0,One extra point for leading the way in human decency,No content,scasey,2013-09-02,2013
169,10.0,very good,"Movie was up to the mark. There were lot of hilarious moments. Rock was excellent in the movie. All the characters gel up really well. Letty is back :D. The movie was fast and furious. The scene with the airplane in the climax is one of the highlights of the movie. I will give this a 10/10 rating right away. Don't miss it. go and watch it right away. I am very eager for the next installment now. the film is filled with all the high-octane speed chases and close combat scenes we've come to expect from the franchise. I think this is one of the best film in the franchise. As is the trend nowadays, the closing credits provide a teaser of what's to come. In a Tokyo-set interlude we are introduced to yet another popular action star who will likely join the fast and furious crew for joyride number seven. Keep those seat belts fastened. Fast & Furious 6 is back to wheel power.",varma333,2013-05-25,2013
170,7.0,I'm going to be very straightforward,"I'm usually descriptive in my reviews, but I'm not going to do that for this movie. This movie is simple entertainment. It does not require any brain power to understand the storyline in this movie. Beautiful cars. Beautiful girls. Hunky men. Yeap. Epic.The second you start using your brain while watching the movie, you start noticing the idiocy that had taken place. For instance, how huge will Dwayne Johnson go before he just turns from the Rock into the Boulder?Also, at the very last scene, how long is the damn runway? I mean seriously?Regardless, I still enjoyed the movie. It entertained me, and as a petrol head, this movie is definitely enjoyable.Should you watch it? Yeah, why not.",bugus92,2013-07-08,2013
171,2.0,Gone in 60 Secs...,"This movie should have been called Gone in 60 secs because that's when i felt like leaving. I'm giving this movie a 2 star rating because it was pretty cool when the 2 semi's crashed on the highway and exploded in slow-motion. Otherwise this franchise seems to have died off long ago. Its no longer about the cars and racing, but horrible subplots about people id rather see written off then saved. Paul Walker is as bad as ever, but good thing is he was barely in this. Vin Diesel is getting to old to act and its showing. The rock also seem's juiced up like always. Paul Walker is so bad i wanted to say it twice. If you are familiar with the newer Mission Impossible movies then you've pretty much already know the story. I would rather XXX then this POS. I still don't understand how the series has gone so very wrong since the 1st film was only half bad. You know how at the end of the 1st one... where Vin Diesel flips the cool classic car? I really wish it had landed on top of Paul Walker's car and killed them so this movie would have never existed.",wtfboomheadshot1337,2013-06-06,2013
172,7.0,The climax of this movie on the airport runway . . .,No content,tadpole-596-918256,2013-06-19,2013
174,6.0,They Tried!!,"Though the movie was not that bad.. I don't think it was all that good either. It was just a movie with action...... When compared to some of the others in the series it stays with them....... I was expecting more... hoping that they would top fast 5. but they didn't.There were some good driving action scenes that's classic fast and furious but the movie felt unfinished. The teaser at the end of the movie was actually more exciting to me than most of the scenes in the movie and that's saying something.If you love the franchise don't miss the movie as it answers some questions, however if you are looking for a good action movie to kill a couple of hours....... Well this would not be my first choice... as a matter of fact it would not even be my second.",itrini123,2013-07-22,2013
175,10.0,I loved it,"Yes, Yes, Yes, The film had my heart racing, the fight scene were great, the story was great, and the cars were awesome as usual. I can even accept the story line, and how everything ties into each other. Roman's character reminds me of my cousin, always got something to say, and keeps me shaking my head at him. Seeing Jason Statham at the end was a great surprise too. I'm hoping the next movie will have a great chase scene. This is one of few franchises were you don't want any of the characters to die, I like all of them, especially Han, he was one cool cat. keep the films coming guys, Vin you are a smart business man I tell ya, put me in a film too.....how about an audition for a new character on the team, who is longing to be part of a family, I do my own stunts to.",derekholloway,2013-07-18,2013
176,6.0,Fast & Furious 6,"Watched this one in the local multiplex, honestly I am not an avid fanboy of this money-maker franchise, I am even not an advocate of racing vehicles, but the turning point comes when FAST FIVE (2011, 7/10) surprisingly catapults itself into a new level of sensory entertainment with its roller coaster ride and triumphantly revives the series' mass appeal to a younger generation and has grossed a series-high income means it has yet overstayed its welcome. Still helmed by Justin Lin, this 6th sequel reunites all the cast, including one of the ""original four"" Michelle Rodriguez, whose wacky insomnia and vague backstory stirs the most untenable veneer of the plot if one can excuse the physics-defying action sequences as an utmost drawing power to allure new genre lovers and retain its core audiences. So a large drawback of this one is it is solely made for one's eyes only, one should completely ignore what is the convoluted plot going on by the villain and his cohorts and plainly indulge oneself in the great stunt work to find it is worth your ticket. Unequivocally it is a tough job for any writer to create new blood for the franchise since it allows very limited leeway to inspire from the original cast, and due to the aesthetic fatigue, sooner or later, a younger cast must be mustered so as to invigorate a healthy metabolism for the faded set pieces. In this one, the newcomer is a strapping Luke Evans as the main villain, whose temperament presages a brighter future as a leading man candidate in world cinema, but unfortunately this film is not his breakthrough, at most a stepping stone permits him to be seen by more people and hence enlarges his fan base. Everyone else is pigeonholed with their respective task, Johnson bullies scumbags, Diesel emotionlessly sweet-talks with his comeback battle-axe, Walker retreats into a family man, Gibson and Ludicrous are the pair of cutups, the ass-kicking martial pro Carano is here for girl fights while Kang and Gadot cannot run away from their functional exit, which plausibly introduce another bankable name as the next villain for the next chapter, due next year and will be transferred to be under the reign of horror-genre whiz James Wan, let's pray for a miracle to sustain its longevity and if we are lucky enough, a better one next time!",lasttimeisaw,2013-07-31,2013
