,Rating,Title,Content,Author Name,Date,Year
63,6,Dumb and cheesy - But who cares?,"I can honestly not remember the last time I have seen this much testosterone on screen. Jesus. The plot is sketchy as hell and the pace is way too fast - you can hold a frame for more than a few seconds can't you? Furthermore all the men are constantly covered, and a lot of the time dripping of sweat. They are unsaved and rugged as hell. The women on the other hand are all 10's, though the poor souls seem to be suffering from anorexia and bulimia at the same time - and unlike the guys they are basically always clean and in full make-up. Basically every male teenagers dream. In fact I'd probably have loved it if I was 13. And you know what - despite all the ridiculousness and the extreme cheese factor it's actually quite fun.It's definitely a step down from the last flick, which actually managed to have a good plot and above passable acting - this seemed like an extreme rush job. ""Run over there, say your lines, and look cool - there will be NO retakes!!! - We need the money for special effects"" - is what I imagine must have been said quite often on this set. I'll give you one thing, it will make one heck of a video game - and damn did they manage to squeeze a lot into 130 mins - no clue why they cared to make it this long - but who cares.I can't really give it a bad rating. Despite a lot of poor acting, botched lines, a seemingly immortal henchman, and all that's mentioned above it actually managed to be really entertaining. Maybe it's my inner-thirteen year old that's talking but I give this movie 6/10.",Gloede_The_Saint,5/6/11,2011
65,7,Fun!,"'Fast Five', the fifth film in the The Fast and the Furious franchise, offers entertainment. Like it's prequels, 'Fast Five', offers super stunts, an interesting storyline & likable performances.'Fast Five' takes place in Rio de Janeiro, where our heroes Brian O'Conner, played by Paul Walker, and Dom Toretto, played by Vin Diesel, must pull one last job in order to gain their freedom.Action-Packed, Humorous, and Loud, this recent Box-Office Blockbuster gets it right. Justin Lin's direction is spot-on, while the Screenplay by Chris Morgan, targets the masses. The Stunts are truly Spectacular. In fact, they are the life of this action-flick. Cinematography is perfect. Editing is fine.Performance-Wise: Vin Diesel & Paul Walker continue to be effective in their respective parts. Jordana Brewster is fair. Tyrese Gibson is first-rate and brings in a host of laughs in the goings-on. Ludicrous is good. Matt Schulze, Sung Kang & Gal Gadot are passable. Dwayne 'The Rock' Johnson is absolutely superb in a strong supporting role.On the whole, If Action Flicks are your choice, then don't dare to miss this one.",namashi_1,5/13/11,2011
68,1,Total braindeath,"I saw this movie with expectations. The IMDb score were at the time 7.9, so I thought that this movie would be pretty good, but trust me, its not! What bothers me the most about this movie is the extreme stupidity and lack of logic. For example, in the beginning of the movie the team is raiding a train to steal cars located in the last carriage. A few carriages a head there are some police officers. They don't hear when the team uses blow torches to open the wall of the train carriage containing the cars resulting in the whole carriage wall ripping of, but when 1 shot is fired inside the carriage containing the cars, they suddenly get aware of the raid. Another example is when some characters are chased by police officers on some rooftops and vigorously time after time survives 30 feet jumps from rooftops down to the concrete street without a scratch. However, the most unrealistic and stupid scene is a car chase in the end of the movie. I wont spoil it for you but trust me, you will laugh or cry as all the laws of physic and logic are boldly defied.",DaXia,5/7/11,2011
70,6,Still fast but Not so furious!!,"With faster Cars, hot girls, great action sequences, the return of many characters from the previous versions of the franchise, Vin Diesel vs The Rock Dwayne Johnson-the two big bald heads of Hollywood going at each other in the back drop of gritty, narrow streets of Brazil-this fifth movie of the franchise had all the ingredients to make this the best one in the series.But unfortunately it is let down by a poor story and poorer acting by surprisingly everyone in the cast (except for the cars, of course). There has been an attempt to intentionally make every scene too tense and every dialogue a ""one liner"", which wasn't necessary.But, with the basic essence of the movie(the cars, the chases & great action) still retained, fans of the franchise will still love it. Overall, this movie still makes a pleasant viewing and is definitely better than the previous version.",Anil_kmar,4/21/11,2011
74,6,the first 30 minutes gets a 10/10 then...,"I always get nervous when a movie trailer is a 10/10 in awesomeness...because nine times out of ten the movie doesn't live up to it. It's just sad because there are such little stupid things that could have been done differently to make this movie better.First of all...The acting is awful! I like Paul Walker a lot but how does he keep progressively getting worse as an actor? On top of that he's supposed to be growing up and becoming brothers/partners with Vin but the script has Paul fawning for his attention like a little girl.Remove Tyrese and Luda from the movie, get a REAL bad guy, improve upon Paul and Vins acting, Shorten the movie, more cars and less lame one - liners! I can't just blame the director or the actors for a bad script. Trying to write in actors to make the 2 biggest mistakes of the franchise make sense? NO! We just want to forget those movies and move on!This is basically what happens when a movie is rushed and put together poorly. I would have gladly waited till august to see this to give them a few more months to get things right. Oh well. This movie did really kick off the summer with those exciting action scenes though!",cmtg30,4/29/11,2011
78,6,Justin Lin and Chris Morgan are just what the franchise needed,"This is the fifth movie in the ""Fast and Furious"" franchise. Fifth. You'd think the franchise would burn out by the third film and drift into direct-to-video territory like so many unfortunate film franchises today (here's looking at you, American Pie), but Fast Five sort of breaks the taboo and proves that, even at the fifth movie, it can still be entertaining and appealing as hell.Sure the acting and screenplay aren't exactly Oscar worthy, but for this genre it does the job great. Vin and Paul, along with many of the reunited cast of the franchise (Matt Schulze, Tyrese, Ludicrous, Sung Kang, Gal Gadot among others) make for a damn good action team, and the nostalgic value of seeing these different sequel's characters teaming up and joking around is one of the best aspects of the film. Oh, that and seeing Dwayne Johnson and Vin Diesel duke it out mano-e-mano, to see who is the better tough guy.Chris Morgan and Justin Lin are to take credit here. The first movie was solid, but light on acting and story. The second movie was just dumb. The third movie in which Lin and Morgan joined in, was a bit dull but still kept some interesting bits. The fourth movie reunited the original cast members but it felt a bit boring due to some story developments, but hey, you can't blame them for trying.This time around, however, Lin and Morgan improved a lot. Morgan tweaks with the sequel, transforming it into a heist film rather than the first and third films which focused on racing, and the second and fourth films which focused on getting a badder criminal. In this sequel the baddie is a corrupt politician/gang leader played by Joaquim de Almeida (Bucho from ""Desperado"") so you know he's going to be a really nasty villain. The characters are now quite fleshed out and interact more with each other, showing a more older and vulnerable side of them since the last time we saw them in previous films.Lin shows off his (improved) knack for action sequences. There are some really good stuff to be seen here, one of which involves a train and the other which involves the near-total destruction of the streets of Rio de Janeiro. What is impressive is that most, if not all of these action sequences are shot live-action as opposed to CGI (I never liked the climax involving CG tunnels in the fourth movie). While there are few racing scenes, the last action set-piece, is truly a sight to behold. It is preposterous, yet utterly exciting and hilarious to watch due to the truly amazing stunt work put together by Lin and crew. I've never seen destruction this frenzied and exciting since James Bond's pleasant tank drive in St. Petersburg in ""GoldenEye"".It has to be said anyway - this is the best of the franchise, hands down. Morgan and Lin took the franchise to a different and quite mature direction, and let's hope the sixth (yes, it was mentioned a week ago) will be as good, if not better, than this one. This is great entertainment and a solid start to the summer.P.S. Stay after the first part of the credits. Trust me.Overall rating: 73/100",dvc5159,5/6/11,2011
79,1,"Fast, Furious and MORONIC!!!","I cannot think of a dumber film...just cannot! This film's plot, direction and acting are an insult to one's intelligence. I am all for action films, love them, but only if they can suspend my disbelief, in other words, take me into the film, get me involved, make me care about the characters and know everything I see is amazing but still possible.This piece of cinematic and dramatic garbage had people in the audience laughing, not with the movie, but LAUGHING AT IT! Laughing at the awful dialogue and the corny, clapped out scenarios and character types, and groaning at the drivel that tried to pass itself off as classy entertainment.Mabe the experts are right after all; the youth of today are getting dumber, maybe due to preoccupation with computer games...If all you want is; violence, devoid of realism and blood, car crashes and 'gee they missed them again with that shotgun at close range' then this is the film for you! WARNING: If you have a modicum of intelligence, check your brain at the door, better still, go completely stonkered drunk, maybe then you will have some fun!",jay-mail1,4/26/11,2011
80,8,Mexican's where are you living?,"I watched the movie today, apart for some childish action and destroying of entire Mexico's capital with just 2 cars and 9 guys it makes one think that is Mexico a pathetic country where entire police force is unable to stop a single money heist? Tugging of a container with two cars and rampage the entire city is too much fantasy that anyone can laugh about it and say Mexican's please wake up and do something about your country otherwise you will be perished in this world. Reviews should be logical and not that it s a good movie or a bad one. Mr Vin Diesel is just pulling up the legacy of first movie. For a teenager it might be a good movie but after watching thousands of movies this looks quite sub standard and useless activity to watch a movie and waste money and time, where there are good movies that can be viewed.",MajorBaleegh,10/6/11,2011
84,10,Instantdeath u are an idiot,"Fast five was one of the best movies i have seen in a long time and it got 7.6/10 on IMDb and grossed $86 million in the first weekend i don't know who you are but i'd rather watch a fast and furious movie than your stupid British movies any day. and let me say something about what you said was wrong with this movie.

1. you were complaining about how Hobbs started helping Brian and Dom, he started helping them because they saved his life from people who were trying to kill him and Dom and Brian weren't.

2. you were saying "". The team..........totally being ripped from Oceans 11 and Gone in 60 seconds films"" none of the actors were in either of those movies.

3. you were saying "" Brazilian police instead of Fords have supped up NOS guzzling super cars as basic patrol vehicles)"" last i checked a dodge charger isn't a super car. and I've seen cops with chargers were i live.

4. you were saying "" For a team of people who wanted to just disappear, they managed to annihilate a whole squadron of police cars, assault Brazil's maximum security police station, destroy half of Rio, Kill about 40+ police officers and then for their retirement, buying the rarest cars in the world ( always the best way to lie low for a while"" when you have $100 million you don't have to lay low.

don't forget its a movie its not saying you can do this stuff in real life. and it is entertaining to see this kind of stuff because you cant do this stuff in real life.",bunitx,7/6/11,2011
86,10,Amazing,"I have loved these films ever since they first came out and when I saw that there was a fifth one I was so excited! I was hoping that it was going to be as amazing as the past ones, and it is. This newest film is actually one of the best and definitely worth watching. I am a girl and I love these movies. It's not because of Vin Diesel or Paul Walker - I love the cars and the action. These films never disappoint and certainly not this one. Without trying to ruin the film - there are a few shocks, but you will only understand them if you have seen the other films. I really advise anyone to go watch this film, you will not regret it! The action is as great as usual and the cars are still amazing too. The humour is still good, if better than usual.",nicole_ward,4/23/11,2011
87,7,Quite a lot,"And I am not referring to the number of movies the ""Fast and Furious"" franchise has built up to now. I am talking about the actors involved in this. Which leads me to the conclusion that Justin Lin must have done quite a lot things right too. Not only does he return again and again to the franchise (it's his third time at the helm), but he brings back a lot of people you'll recognize from the previous movies.That of course means, that you might want to freshen up your memory and re-watch the previous movies. Yes even the ""Tokyo Drift"" one! A new face is Dwayne ""The Rock"" Johnson of course. And while he's not quite Tommy Lee Jones (as seen in ""The Fugitive""), he brings a lot to this movie! All the actors do not count of course, if the action isn't right. And you have some very nice set pieces here, very well choreographed. A real fun ride then. Of course you can tell that this won't be the last one (stay and watch until the end credits roll through to get a tag end/scene), so I do wonder, since the title get smaller and smaller, will they call the next one ""F-Six""? And then ""F7""?! But until then, enjoy the movies as much as you can :o) (just don't try it at home/on the streets yourself!)",kosmasp,12/26/11,2011
90,1,What a steaming pile of crap!,"I just don't understand how people can give this anything above 3/10. Its just so ridiculously stupid on so many levels it would take me the whole day to write up whats wrong with this film if you want to call it that. The acting is extremely poor as expected, many scenes are extremely cheesy and clich√©. The stunts are so grossly unrealistic that it pisses me off that they even try and make us believe this sh*t is even remotely possible. It's just as realistic as having them fly around like superman and creating antimatter out of their asses.This whole movie is just dumb on too many levels and those who enjoyed it are equally dumb! I want 2 hours of my life back!",triscope,5/5/11,2011
91,8,it was a little bit less than perfect,"well what can I say??? EXTRAORDINARY!!! every F&F is better than the previous! the best thing about this movie is that characters from all previous movies join powers!! :DD Tyrese Gibson, Ludicrous, Matt Schulze, Sung Kang even Eva Mendes (for 1 min only)

the only thing that didn't let me put the !10! is that there were no Illegal Races and not a big variety of cars basically it is more like an action movie with a lot of chasing in the streets of Rio than a film with SPEED and EXCITING races like F&F 1 and 3. In addition Dwayne Johnson was not so ""in"" the role

it is a MUST WATCH for every Fast and Furious fan but anyone who like action movies can be delighted!

Overally: The greatest Fast and Furious movie so far so i give it a 9/10 can't wait for No.6",cmvaggs,9/1/11,2011
92,6,"Cars, Muscles, and Muscle Cars","Forgive my ignorance of the ""Fast and Furious"" films. Believe it or not, this fifth installment is the first I've seen in its entirety. I could generally care less about car culture and only just learned how to change my own oil. The closest I come to drifting is in ""Mario Kart."" I am not the target audience. But as the producers have apparently exhausted street racing tropes, they've pimped the franchise out to the masses. Color me impressed, it actually works.

""Fast Five"" may be brainless action, but at least it's the type that revels in its own ridiculousness. The genre has lately fallen into a self-serious slump, teeming with stern- faced heroes who don't enjoy saving the world one bit. Conversely and to all appearances, Vin Diesel and company couldn't be having a better time tearing up the streets of Rio de Janeiro. Sometimes a fast car and a toothy grin is all you need.

Director Justin Lin obviously appreciates the simple and satisfying marriage of physical stunt work and compelling cinematography. Granted, it's no master's course in action filmmaking, but his use of the camera to transfer momentum is undeniably effective. Particularly impressive are his opening and closing chase sequences, in which he employs CGI sparingly in favor of real vehicles and visceral wrecks. Smartly favored in the trailer, ""Fast Five"" is bookended by an hour of easy escapism.

The problem is everything in between. No one was expecting Shakespeare, but Lin and screenwriter Chris Morgan should have at least dog-eared the bit about brevity being the soul of wit. At two hours 10 minutes, ""Fast Five"" is longer than it has any earthly business being. The bloated running time allows for some presumably obligatory street races and more tiresome exposition than you can shake a stick shift at.

Hours seem to wither away in a dimly lit garage where story beats are spoon-fed to the audience. Get on with it; ""Fast Five"" is a ""one last job"" heist film with few surprises. Whole swaths of the story could be cut—they exist solely to justify more drag races, fistfights, and shootouts. Morgan also relies on cheap, microwavable drama in his peripheral storytelling: an unexpected pregnancy and leftfield romances add little depth to the proceedings. Having his characters emote plays to nobody's strengths.

Thankfully, the charisma of the cast buoys any less than Oscar-worthy performances. Diesel comes off surprisingly empathetic as the muscle-bound mastermind of the hundred million dollar heist. Along the way, he spars with a gargantuan federal agent played by The Rock, and calls in help from a colorful cast of returning characters, including an ex-rival (Paul Walker), his sister (Jordana Brewster), a smooth-talker (Tyrese Gibson), and a safecracker (Ludacris).

Despite its lulls, ""Fast Five"" kicks the summer off right. With more judicious pacing, it might have been the perfect Saturday afternoon snack, but junk food necessitates a conservative serving size. Lin's overlong film is fortunately punctuated by the sort of tangible high-octane action that has become a rarity in the age of CGI superpowers and spell craft. Even if you're as unfamiliar with the franchise as I was yesterday, you'll likely find this fifth installment immediately accessible and intermittently fun. Now if you'll excuse me, I have a date with my 2001 automatic transmission Toyota Camry.",colinrgeorge,5/4/11,2011
93,9,have to admit..wasn't expecting this film to be good..but i enjoyed it thoroughly.,"Everyone use to talk about how they are excited to watch fast five, but I wasn't really that excited about it. I've seen all the fast and furious films and I though it would be the same, but then I watched the trailer..then the film and absolutely loved it. I loved how the film has a bit of romance, comedy, action... so basically every genre and likes how every second of the film was very exciting and not boring. Also, I loved the fact that Paul Walker cleaned himself up a bit, because it the other fast and furious films, he was not that hot, but it fast five he looked smoking hot.

Also....jordana brewster and paul walker are smoking hot together!! :) I would actually recommend people to watch this because it is the best film of 2011 so far.",amy-john99,5/25/11,2011
97,8,A Fantastic Summer Thrill Ride,"Personally, I have never been a huge fan of the Fast and the Furious franchise. The first film was a fun piece of dumb popcorn entertainment, bolstered by strong action, some awesome stunts and Vin Diesel's intimidating presence. Then Diesel vanished, and the series took a downward dive in ""quality"". I really disliked 2 Fast 2 Furious, and I hated the third instalment, Tokyo Drift. Diesel's return in the fourth film, Fast and Furious, signalled a definite improvement over 2 and 3, but still didn't match the original. So it's fair to say that I went into Fast Five with mixed expectations. And I'm pleased to say that I came out with a smile on my face.

The plot for this one goes a little something like this. Picking up from the ending of the last film. Brian O'Connor (Paul Walker) and Mia Torretto (Jordana Brewster) free Dom Torretto (Diesel) from the transport taking him to prison. Next time we see them, they're hiding out in Rio. However, when a job goes badly wrong, they find themselves being hunted by corrupt businessman Herman Reyes (Joaquim de Almeida). To get both payback and freedom, they call on other characters from the series (Roman Pearce (Tyrese Gibson) and Tej (Chris ""Ludicrous"" Bridges) from 2 Fast, Han from Tokyo Drift etc) to help them in a bid to steal of Reyes' money. However, they're also being chased by tough-as-nails Federal Agent Luke Hobbs (Dwayne ""The Rock"" Johnson), who's never lost a convict

Simply put, Fast Five is a near-perfect piece of summer entertainment. I was hugely surprised by just how pumped up this film left me feeling. I walked out of the cinema feeling energetic and excited, something which I truly didn't expect when I walked into the cinema to watch it. When a summer movie makes me have that kind of reaction to it, I personally think that it has done a great job. When we go to a summer movie, first and foremost we want to be entertained. That is something that Fast Five achieves in spades.

That is mostly due to the insane action sequences and stunts in this movie. The stunt team deserve BIG props for some of the things we see on screen here. Right from the get-go, when we see a bus collide with a car and flip while the car is pretty much unscathed, the filmmakers are telling you to leave your brain at the door. If you can do that, the action in here is fantastic. If you're looking forward to some street racing though, you may be disappointed. An early train robbery is brilliantly paced, edited and loud; if you're a fan of the series, the carnage will leave a huge grin on your face. If you're a newcomer, just embrace the absurdity and your grin will be almost as wide. A nicely- done foot chase through the favelas quickly follows, although it does bear unfavourable comparisons to a similar, better executed scene from The Incredible Hulk. But in the final 45 minutes, the filmmakers slam the accelerator on this baby. There's a fist fight between Diesel and Johnson which is worth the ticket price alone, a gunfight which echoes Black Hawk Down and the final, awesomely implausible chase, with two cars dragging a safe (no, I'm not going mad) the size of a wrecking ball through the streets of Rio. It's audacious, spectacular and fun as hell. If you are one of those unstoppable cynics, you will probably walk out at this point, tutting as you go. If you just go for the ride, you'll have a blast. I was personally grinning like the Cheshire Cat.

But the most surprising thing for me was how much I enjoyed the scenes between the action set-pieces. Whereas the acting is nothing spectacular, all of the returning actors have settled into their roles by now and have an unforced, easy-going relationship with each other. I actually really liked the good guys in this, and I wanted them to succeed. Tyrese Gibson and Ludicrous, in particular, are hilarious, their rapport with each other and the other members of Dom's crew providing a lot of great laughs throughout. There are a surprising amount of witty, funny one-liners, and most of them go to these two. Walker is decent (if still a bit wooden), and Brewster, as well as being astonishingly beautiful, actually does a effective job of making Mia a vulnerable yet strong character, instead of just window dressing. Diesel, as always, brings his dominant presence to bear; you can immediately sense why the rest of the gang is willing to face these risks for him. As the new villain, de Almeida is suitably slimy and nasty enough to make you want to see the gang beat him. But the big introduction in this movie is obviously that of The Rock. Striding into the movie like a testosterone- driven bloodhound, The Rock puts all of those shameful kid flicks such as The Game Plan and The Tooth Fairy behind him and returns to his masculine roots, sliding effortlessly into the series and delivering a new jolt of life in the process.

Overall, Fast Five delivered almost everything I wanted from a summer movie. There are problems; the street racing sequences feel like afterthoughts, the relationship between Dom and a Brazilian cop (Elsa Pataky) isn't developed enough whilst the filmmakers use a few too many panning shots across an otherwise beautiful Rio. But other than that, director Justin Lin, the cast and crew have delivered a hugely entertaining action flick. Based on the mid-credits clip, there might be a sequel. I never thought I'd say this, but if this is one, I will definitely go and see it. Summer is off to a flying start.",TheUnseenMovieLover,4/27/11,2011
98,7,"Fast Five (The Fast and The Furious 5), Great Reviews ‚Äì 70% Positive (44 US Critics)","Mike Russell from Portland Oregonian, ""The action set pieces are huge and cartoonish and violent and inventive the movie has a hard-to-manufacture charisma that probably hasn't been in play since the first 'Fast and the Furious.'"" Scott Tobias from AV Club, ""may be lizard-brain escapism but nonsense this well-orchestrated is a rare and precious thing."" Kyle Smith from New York Post, ""If you're wondering why this movie must stretch past two hours, it's because it takes that long to read every item in the clich√© dictionary.""www.tensecondscoop.com - Fast access to a movie's critical ratings",us-22-631102,5/7/11,2011
100,6,Too Much Quantity & Less Quality,"this movie is the 5th installation in the series of fast & the furious..the first 4 maybe good or not but this on is a big let down. don know how it became a hit.only because of the rock(D-Johnson) & Vin Diesel. the plot shows that these people are planning something big & want to get big money.how they do it & how they escapes the cops & bad guys.the director showed too much of style,action & talking of the heist. but the story is filmed badly..i am sorry i did not like it.& in the end the cop(the rock) a fight here & there.cars,racing,money & other crap.its written by a kid i guess.a script full of foolishness.

they get the container in the end & boom Vin diesel goes crazy with his car smashing everything..they are dragging that heavy container full of cash with wires & how the hell can it go too fast.

unrealistic but i support Vin diesel still for him i say give it a chance guys.

my rating for fast five 2011 is 6/10:Recommended",FilmMan47,5/8/11,2011
101,2,unoriginal. full of plot holes and just totally over the top,"over the top: if jumping buses in ""speed"" bother us compare to speed, the action in this movie is a jump over the empire state building.. with a bus.Secondly it is full of plot holes in peoples action and what they say ..right at the ending..go through what people did just 10 minutes ago in the movie.. makes no sense.!..u got to start asking yourself was i dreaming or in a different movie ten minutes ago? The movie starts well, but ..the tension between Brian oConner and Dominuq Toretto is just not there anymore and this makes the whole movie bland.. soon u find yourself in a completely unoriginal plot..aka almost identical to the plot from ""the Losers"" , ""The expendabels"" and so many others..just with the plot holes as above and a worse story and more boring....when the action starts it gets ridiculous quickly...I like fast and furious I and IV..this one was the worst of the serious.",rogerg100,5/18/11,2011
106,7,"Too Stupid, Too Fun","Some films can be so idiotic that an audience will become insulted by their ineptitude (see The Last Airbender or Sucker Punch). But some films can be so idiotic that an audience will start giggling at how ridiculous the whole thing can be. Thankfully, the fifth outing in the decade-old Fast and Furious franchise falls in the latter category as an enjoyable, popcorn-munching thrill ride.The film begins with where the last one left off: Dominic Toretto (Vin Diesel) is carted off to jail but is busted en route to prison by his sister Mia (Jordana Brewster) and her boyfriend / Dom's now friendly rival, Brian O'Connor (Paul Walker). After escaping the US, the trio find themselves in Brazil but end up pissing off the kingpin of the favelas in Rio, Hernan Reyes (Joaquin de Almeida). Even with a brutal DSS agent (The Rock) on their tail, the Torettos and O'Connor decide to get back at Reyes and pull off a heist with a cash winnings of $100 million. So they recruit nearly all their friends from the previous four movies (including Ludicrous, Tyrese Gibson, Don Omar, Sung Kang, Matt Schulze, Tego Calderon, Gal Gadot) to ban together and pull off an insane robbery plan.From this little plot summary, you can already tell this is really not the most serious action film out there. And thankfully, the actors and director do not take it so seriously either, that they start to have so much fun with what they have. It does seem that the film tries a little too hard to make you like your main characters even though they are all thieves. For instance, Dom is frequently portrayed as a church-going, fiercely loyal friend despite being able to wreck anybody that gets in his way. But it's par for the course and it allows to confidently root for him and his team, even when their villain is so cartoonishly evil that he can't be taken seriously. But as I said, seriousness is not the order of the day. Fun is all there is on the menu, and the actors are able to support that fun just the same. The dialogue is peppered with pretty silly lines for the three leads, but they each deliver them with such deadpan seriousness that you almost begin to wonder if they are intentionally trying to make you laugh. However, the dialogue does fall flat many times, and I was kind of hoping with such a ridiculous premise that dialogue could keep up with it. Sadly, that didn't happen. The middle of the film also drags on a bit with a notable lack of action, but this is made up with some funny exchanges between the characters who have some great chemistry.Meanwhile Tyrese Gibson and Ludicrous have fun exchanges throughout the film, as do Don Omar and Tego Calderon. Gal Gadot and Matt Schulze don't add much to the mix, but they're fine with what they are given. I was really wishing to see more of Sung Kang as Han from Fast and Furious 3: Tokyo Drift (the ONLY good part about the movie), but even he delivers some fun lines as well. But no exchange was making my audience crack up more than watching The Rock and Vin Diesel trying to out-Man the other guy. Even more so when their big fist fight in the film disregards physics.Speaking of which, I'm pretty sure the director, Justin Lin, must really enjoy flicking off pictures of Isaac Newton, because physics do not exist in this world. In this film, he has two guys drive off a steep cliff into a river and somehow survive the impact of the fall and bare men can break through the walls of favelas. The film then leads to a spectacular sequence involving two cars dragging a large safe through the streets of Rio while using it as a wrecking ball against their pursuers. It gets so ridiculous that it achieves the Bad Boys 2 effect: a film that is so aware that it's dumb, that it becomes a fun ride for all. While Fast Five cannot be called a great film with hokey dialogue and some flat characters, it does manage to entertain its audiences with the cast having great chemistry and over-the-top stunts leading the way throughout the film. Give it a look if you have an afternoon free, and enjoy the ride.",TheDarkKnight21,5/22/11,2011
107,10,An adrenaline injection that would start up a dead man,"This movie has every possible element a great action movie should have! Cars, hot girls, a decent plot, loads of action and an explosive ending that marks the beginning of another sequel. The person that thought of confronting Vin Diesel and The Rock is a mastermind, and just for the brilliance of the idea should be awarded with an Oscar. The testosterone level was, at points, so high that I was literally shouting and cheering at the TV set. Emotions are also well incorporated so the movie has depth. The characters are, even though there is a whole bunch of them (the entire FF crew from every movie in the franchise), well described, complex, and interesting. I was a little afraid that there would be too much of them at once, but boy was I wrong! Every character has it's own story told from the beginning 'till the end. The music was nicely picked but, in my opinion, there could have been a little more metal or rock (Sepultura would have been a good choice since the movie is made in Brasil). The thing that shook me entirely was the ending. The photo that Eva presents to The Rock is so shocking that I couldn't have believed my eyes! And I must say, not many movies in the last few years managed to create that sort of feeling in me. There is only one problem with the movie: it ends. Get your crew, grab as much popcorn and sodas as you can and have a blast.",matej-trkanjec-133-920386,9/3/11,2011
112,8,Fast and a lot more furious.,"For anyone who thinks this ten year old franchise might be running out of fuel, have no fear because on the basis of Fast Five, it could run for another decade. This is the longest of the five films and in my opinion, it is the best.The film contains two of the best action scenes I have seen in the franchise. Fast Five is all that you'd expect and more. However, the cars and the girls aren't quite the major players they are in previous movies but they're there nonetheless, so don't be disappointed.Fast Five sees a buffed up Dom and a loved up Brian and Mia flee to Rio after they become fugitives of US law. There they decide to do one final heist and invite some old friends back to take part. This is no ordinary heist either and involves getting on the wrong side of some extremely dangerous people.The old faces are back with Roman and Tej but it is the comedic banter of the two new faces in the team - Don Omar and Tego Calderon - that I enjoyed the most. And Sung Kang and Gal Gadot aren't just making up the numbers. She has a figure to make your eyes pop out !! For me though, the cream of the movie is the much anticipated arrival of Dwayne Johnson as Federal Agent Hobbs. He is superb and I'd be surprised if he doesn't feature strongly in the next film. His role opposite Diesel works a treat and in my opinion, neither one outdoes the other.There is more effort at plot and character development in Fast Five than previous outings and some people may be surprised at how events unfold. It might not be for the best but we will have to wait and see.Rio is the perfect setting with the sun drenched streets and alleys of the favelas as well as the constant menace of the omnipotent local drugs lords. These guys are ruthless characters and very well armed, with a stranglehold over the local law enforcement agencies too.All in all, a welcome return for everyone concerned. Keep your eyes open during the credits for some extras that you won't want to miss. I'm already looking forward to the next film. I just can't think what title they'll come up with !!",MrJRGO,5/5/11,2011
114,10,Fast Five Rulez,I saw this movie yesterday and I enjoyed it this the fourth movie I saw by myself in this they go to Rio so this the only Fast & Furious I saw in cinemas but I will the sixth one if there is one I enjoyed every moment of it but I will warn you that there's a lot of shooting involved but no one ends up in hospital I enjoyed this movie a lot andThis movie starts off where the 4th movie left off with Brian O'Conner leading an insult and Dominic Toretto is going to prison but a car crashed in the prison busyesterday I went to see this movie at Sunnybank because I ask if I could go see it and she said yes.My favorite character is Brian O'Conner he is a good guy and I usually go for the good guysMy favorite part of the movie was where they used the toy car with a camera I found it funny .I hope you will to,adammitterer,4/22/11,2011
