Rating,Title,Content,Author Name,Date,Year
9.0,Great movie.,"Fast and Furious was a very good movie that had a darker and more serious tone than any of the prior films in the franchise. I loved seeing almost the entire original cast return and the amazing cars and impressive special effects that are a staple of the series return once again... granted, with a reduced emphasis on the cars themselves. The only real problem I had was that the continuity was broken a bit. *SPOILERS* Why, for example, is Paul Walker back in LA after the ending of 2 Fast 2 Furious? What happened to Tyrese's character? What happened to the rest of the crew from the original movie? These are not huge complaints but they did take away from the experience a bit. It's also evident that this film is a prequel to Tokyo Drift which was a little weird. Nonetheless, great film that is probably better than any of the prior ones other than the first of course.",Bruce722,2013-06-05,2013
7.0,at it again,"with these movies coming out to the theatre every other year now, and now I just looked on this site fast n furious 7 2014. I need to catch up with the series. Paul Walker returns with Vin Diesel along with Michelle rodriguez for #4. there are a lot more bad guys in this film I thought the idea of the Mexican drug cartel presented a few new ideas. there is lot's of action to be had here, the gasoline tanker's explosion,, the chases with all of the cars in the Mexican tunnels, with the chopper in pursuit of all of the vehicles. I like the idea of using the border as a character in the movie. because apparently you can only be tracked for so long either before or after you get across the border, I forget how that works. but there is lot's of good one liners in here for our characters to chew up, love all of the fast cars and the faster women,, although I wonder how many of these movies can they keep making,, don't get me wrong I like them very much, but at some point you have to sit back and say , I think we need something else.",kairingler,2013-07-08,2013
5.0,Semi Mindless Action film,"Fast and Furious is certainly everything it promises, but that isn't a whole lot. We get all kinds of suped up cars that will give any sixteen year old the hots and the babes to make the illegal car racing all the more glamorous.Now when I say it's all babes and cars I mean it, there isn't any new character development in any of the characters and the action, while good, is extremely basic, but at least it isn't terrible.Entertaining for a viewing but it doesn't give us anything new to a franchise that has been extremely one note from the get go. Enjoy it and watch the racers act like rock stars! a very modest 6 out of 10",blindredemption,2009-04-05,2009
6.0,Fun but familiar,"Once again, it follows the same plot points as some of the previous installments but Fast and Furious is still fun and its beginning to embrace the ridiculousness. Vin Diesel and Paul Walker give great performances and it's nice to see them back in the same film. John Ortiz is a really good villain. The action and car chases are also really good as usual.",masonsaul,2019-07-26,2019
7.0,Oh right we forgot the epilogue....all Furious but lacking fast...,"So what is Fast and Furious? It's not a remake, or a reboot, and although it would appear to be a sequel it really is ultimately a recap to the very first film...or the second I forget. It has been so long since I've seen the original two films which this one is a direct follow up to. I kind of wish I had watched the first two before seeing this because it may have helped with the overall characters and plot. They do still try to link together not just the first two films but all the movies which I give them kudos for because I actually thoroughly enjoyed Tokyo Drift. So here comes Fast and Furious, barely changing the title from the first one but bringing back the original cast that defined the series. The thing that caught me the most about this film is it is not about car racing anymore. Really the film is about drug trafficking and despite a huge car/truck stunt in the first scene Fast and Furious lacks much of anything fast at all. All the other installments of the series have focused on the cars and the sexy sleek speed of everything but Fast and Furious tries to turn that around by giving it a different edge. Vin Diesel thrives in a Fast and Furious movie like this one or it's predecessors. It even brings out a little bit of actor in him. This is part of the reason I think he has trouble staying afloat in other films because he is Dominic Toretto. They really try to give him some depth in this installment which works okay but you really just want to see him race. I'm not sure he can do much else outside these movies. Paul Walker...remember when he was the IT boy? He returns to his role as tainted Federal Agent Brian O'Connor. Diesel and Walker still have oddly good chemistry together and they work better together as a crime fighting team then racing adversaries. Walker is not much different than he is ever been and just kind of looks pretty and does the bare minimum to stay afloat. Jordana Brewster and Michelle Rodriguez return to their roles in the film very briefly, enough to say they were there but give very little extra to the plot or their characters other than a little bit of sexual tension between Brewster and Walker who are like the power couple of the series. The villain of the film is played by John Ortiz and does a very solid job. If only the heroes of the film had the same depth this movie could have been as good as it's previous installments. Some people feel that the entire Fast and The Furious franchise is simply about cars and hot stars and if that is the only thing that holds this together and makes you want to see it than I suppose you won't be remotely disappointed in this one. The hot faces and cars are still there but without the same level of the street racing that the earlier one focused on. The only issue with this film is that they don't work on the existing characters at all. It's like they take the exact same characters from the first movie and port them into this movie with no continuation of them or growth to them. Diesel and Walker just feel very empty and you keep waiting for more of them. Fortunately the action and the work of director Justin Lin who has previously proved with mainstream films like Tokyo Drift and Annapolis that he can tell a great story without a lot of fluff or frills. There is nothing wrong with Fast and Furious except that it feels rushed and slapped together. It is very impressive that they were able to bring back everyone from the original film for the most part. Fans of the series will likely still be impressed. 7/10",Robert_duder,2009-07-12,2009
7.0,Not a great movie but an entertaining one,"This movie isn't the best movie of all time it isn't great cinema it is not citizen kane or the godfather and not die hard, or ocean 11 for action crime movies but is is a very entertaining movie with a badass vin diesel
the acting is cheesy but the action and the cinematography is great in my opinion it is one of the best popcorn flicks it has explosions, car chases, racing, and a drug lord.",michomkhairallah,2020-12-19,2020
7.0,Better than the 1st movie,"I just saw this and to be honest I was hesitant in buying the $8 matinée ticket but wanted to see a movie and figured what the heck. First of all the 1st film was good, IMO the sequel and then Tokyo Drift were pretty bad but the 4th installment gave a ray of hope when I first saw the trailer. I liked the fact that it had a large part of the original cast.I enjoyed this film and was surprised. They actually wrote a good story and it flowed very well, the action and driving scene's were shot and edited superbly, you did get the feeling that you were in the car at times which adds to the intensity of the driving scenes. I also like the fact that they incorporated American muscle cars instead of just imports this way the movie will appeal to people of all tastes. Overall I was pleasantly surprised of how good the film was. Also the final scene of Phoenix's demise was different than the norm. Bottom line Go see it.",tonyzeno75,2009-04-04,2009
10.0,An awesome kind-of reboot to the franchise...,"I was honestly so happy when this movie happened. I am a huge fan of The Fast And The Furious, and sadly, 2 Fast 2 Furious and The Fast And The Furious: Tokyo Drift, did not meet my expectations. I just thought they changed too much. This movie brings everyone back, and the story goes back to where it was born and where it made fans love the sport of drag racing even more. This movie is pretty much about Dominic Toretto. He's a street racer and a thief, who is still wanted by the law and other criminals. He decides it's safer to cut himself off from everyone in his life, including his sister, Mia and his girlfriend, Letty. But after Letty is killed, things need to change. Brian O'Conner, Dominic's old friend, turned rival, turned friend, is still working at the FBI and decides that he'll help Dom get answers about Letty's death. They go undercover to uncover a drug-smuggler, who just happens to be connected to Letty. Overall, I give this movie a 10 out of 10, which in my ratings book is: Freaking Ridonkulous.",taylorkingston,2015-04-26,2015
7.0,back to the basics,"Towards the end of Tokyo Drift (2006) we saw a Vin Diesel returning. People were eager to wait if he really was coming back and he finally did here in number 4. And it do returns to the end of part 2. They only mention Tokyo once at the beginning with Han (Sung Kang) but none of the other actors from that part are here to see except for Han.A return in fact to part 1 with Vin Diesel (Dominic Torreto) and Paul Walker (Brian O'Connor) in the main lead. The are teaming again together. From that moment we do see a classic Fast and Furious. Full of fast cars and chasing cars and of course here and there some nice chicks. The story was solid and gave people really what they want and not going to deep into the technical details of the cars like the first part or with clichés. Still, this is not for everybody but people who really love action with fast cars and a simple solid story they should pick up this franchise.Gore 0/5 Nudity 0/5 Effects 4/5 Story 3/5 Comedy 0/5",trashgang,2013-09-26,2013
1.0,A Bugs Bunny Cartoon is More Credible,"Ridiculous opening sequence where they unhook the tankers on a 4-tanker gas transport rig in the Dominican Republic. Letty is running along the top of the tankers without falling off. Cars and pickup trucks going 70 mph in reverse and hooking up the tankers. Nicely shot, but completely ludicrous. The rest of the film was dumb, too. If Dom loved Letty, he wouldn't have left her in he middle of the night and not contacted her in 5 years. Brian is as awkward as a 15 year old throughout. The premise of driving through abandoned Mexican mine shafts at 80 mph was bizarrely dumb. At one point, Dom opened the door to his Charger and jumped into another car, commandeering it. All the while driving 80 mph in a mine shaft! I am not kidding!!! The ending was equally idiotic. Suffice it to say that prison buses have armed guards and police radios.",qormi,2011-01-17,2011
9.0,Now were talking again,"A couple of nights ago I just got done watching F&F Tokyo Drift.....I wish they would've left that one out of this magnificent series. It made ZERO sense that they would do a sequel without any of the main people from the previous movie. I gave that one a rating 6 out of 10 and I was probably being too nice.But this one one, on the other hand.....brilliant. 9 out of 10!!!! The old characters are back, better story, better cars, better action.....awesome. The beginning had me clutching my chair and moving my head and body like I was actually there. Paul Walker (RIP)and Vin Diesel were amazing in this one as usual. It just gets me excited to watch the next one in the series.Show me a classic Dodge/Plymouth, and I will be a fan forever.",NoMoreFreaks,2014-01-02,2014
7.0,Furiously Dangerous,"This might bring the audience a lot of questions about the return of the characters Brian O'Connor and specially Han Seoul-Oh after the events in The Fast And The Furious: Tokyo Drift. Fast & Furious is the sequel to the previous films 2 Fast 2 Furious (2003), followed by The Fast And The Furious (2001) and the prequel to The Fast And The Furious: Tokyo Drift (2006).What that made this Fast & Furious to be a better sequel than the 2003 film 2 Fast 2 Furious is that all the original casts return in this one. Vin Diesel as Dominic Toretto, Paul Walker as Brian O'Connor, Jordana Brewster as Mia Toretto and Michelle Rodriguez as Leticia ''Letty'' Ortiz. The film also introduces new characters Fenix (Laz Alonso), Omar (Don Omar), Leo Tego (Tego Calderon), Cara Mirtha (Mirtha Michelle) and Campos (John Ortiz). Sung Kang who played Han Seoul-Oh in Tokyo Drift has also made a special appearance. We can briefly say that this is the direct sequel to the 2001 film. It begins from where it ended.The film focuses mostly on swag, sex appeal, action, hunt and most importantly on the American Muscle cars. Why the film holds my attention is because the film promises on what is says in it's title: Fast & Furious. It's definitely more fast and more furious than the original one. It has passed 8 years since the last time Vin Diesel portrayed the character Dominic Toretto. He has pumped up his body and fits perfectly to be the legend of street racing. Paul Walker who portrayed Brian O'Connor is still phenomenal as he has always been in the previous Fast & Furious films. Laz Alonso and John Ortiz have lived up in their roles.Overall this is a perfect Saturday-night movie. If you want to see the classics in action then Fast & Furious is definitely the one you do not want to miss!",dkemathas,2013-02-15,2013
4.0,All jumps and explosions but no story,"This is a movie for the guys. Hot chicks, fast cars, big explosions, big stunts and big tuff men. But it's no movie for serious movie goers. No story, worthless sequel and just an excuse for a quick buck. Even though it had the same things the original had it didn't have the same effect. It was pretty much empty.Even though the movie was bad it still had some awesome stunts. One of the only reasons this was watchable was the stunts. Everyone loves to see loud cars roaring through the air while a massive explosion burns behind them.Back to where it started. Vin Diesel, Paul Walker and Michelle Rodriguez back together again. Another reason this was watchable. But they had to go ruin it by making a bad decision with one of the characters.I recommend it if you like the series. It's really a hit or miss with this movie. A fan may find it better or worse then the previous movies. It should be decided on your own. I give Fast & Furious...4/10",Thats_some_scary_stuff_Reviews,2009-07-20,2009
7.0,Let's make some money....,"When Dominic Toretto is informed that Letty was assassinated, he returns to Los Angeles to find her killer. His former friend and FBI agent Brian Conner is assigned to capture mysterious drug lord Braga that is looking for replacement drivers, working undercover as his courier, driving from Mexico to USA through the desert. Dominic discovers that Letty was working as a courier for Braga when she was killed and he decides to join his gang to find the killer...... After the awful third movie, and the waning careers of the two leads, it was inevitable that this was eventually going to happen, and even though its lots and lots of fun, its bonkers beyond belief. Films like this are critic proof, they are all about fast cars, explosions, hot women and cool locations. Pretty much like a Michael Bay movie, but with taste. Diesel and Walker are not the best actors around, but their chemistry is undeniable, and they make a great pair. As with all sequels, they try to be bigger and better than the last one, and here it succeeds, because Lin knows these movies are ridiculous, so makes every set piece ridiculous also. So all in all, its a fine movie, totally off its rockers, but it knows it, and embraces it.",FlashCallahan,2014-05-05,2014
7.0,one of the better entries in the franchise,"Fast and Furious is, in my opinion one of the high points of the Fast franchise. I could enjoy The Fast and the Furious for what it was. 2 Fast 2 Furious I could not really get into despite the awesome races. Fast and Furious is where I started to like and get into the franchise. There are many reasons for why this is.I find the characters to be much better this time around. Vin Diesel's character, Dom toretto, is back with a vengeance. Him being back, and his character arc in this is one of the main reasons I like this film more than the previous ones. At the start of the film he leaves his gang because the police are gunning for him. He then gets a call from his sister saying Letty (Michelle Rodriguez's character) has been killed. Now Toretto is on a revenge mission to kill the person who killed Letty.(in fast and furious 6 we find out she isn't though.) This makes it more of a personal story for the characters, especially Toretto, which I like. I am also a fan of revenge stories, which made me enjoy this more.I like Paul Walker's character, Brian o Connor, more here than any of the previous films. He seems more mature and professional here. In this film he has been reinstated as an FBI agent. I still do not really buy him as an FBI agent; he does come off as more professional and less of a punk in this movie. Jordana Brewster, from the first film, comes back as Mia, who is Brian's love interest. I thought she was fine, but she is not given much to do. The other characters are not much. Han Lu form Tokyo Drift returns here, as well as Letty. However, they only show-up in the beginning and then disappear from the movie. This story is really about Brian and Toretto.The villain is also very lazy. The Fast films have never had strong villains, but I find this one particularly weak. The villain in this movie along with the villain in the first film is probably my least favourite villains of these movies.The races are still fun to watch. The races here are probably some of my favourite of the franchise. Although there is some very obvious CGI used in some of the races and car chases which might take you out. There was CGI used in the previous films as well, but here it is particularly noticeable. The CG did irk me, but it did not ruin the action.Overall, Fast and Furious is my second favourite Fast film so far. I definitely like it more than the films before it. I like the darker tone, as well as Vin Diesel and his character arc. The races were also good despite the noticeable CGI. For those who are fans of this franchise give this a look if you have not already.",Tyson14,2015-04-07,2015
6.0,"Fourth entry full of noisy action , thrills and overwhelming car pursuits","The drivers, the cars and the Drift races are the real stars of this movie , well directed on Mexico location , in Los Angeles , Long Beach , Pasadena, and Backlot Universal Studios. This is an exciting narration of drifting auto racing with exceptionally fine camera work and great car chase sequences and crashes on the metropolitan streets and tunnels. Heading back to the streets where it all began, two men rejoin two women to blast muscle, tuner and exotic cars across Los Angeles and floor through the Mexican desert. When a murder brings them back to L.A., fugitive ex-con Dominic Toretto ( Vin Diesel ) reignites his confrontation with agent Brian O'Connor (Paul Walker) . But as they are forced to fight a shared enemy named Campos ( John Ortiz ) and Fenix ( Laz Alonso ) , Dom and Brian must give in to an uncertain new trust if they hope to vanquish him. They are helped by the Toretto's sister ( Jordana Brewster ), former Brian's girlfriend . And from convoy heists to precision tunnel crawls across US-Mexican border , two contenders will find the best way to get vendetta : push the limits of what's possible behind the car .The picture blends action-packed, suspense , chills , tension , exciting car pursuits, thriller , a little bit of violence and spectacular sequences though won't mean much on little screen TV . Flashy, noisy race-cars set in Panama , California and Mexico by the producers , - the famous Neal Moritz - of the previous parts. Pulse-quickening action but plenty of clichés and lots of dirty driving and heavier on crashes than coherency . All stunts were performed by authentic experts without people damage. Justin Lin's direction ( he previously made ¨ Annapolis ¨ and ¨Better Luck tomorrow¨ ) is competent though the story eventually run out of gas . Justin Lin directed the third part titled ¨Tokio drift¨ with Lucas Black and Sonny Chiba , the first and second entry were directed by Rob Coen with similar protagonists to this fourth outing. All of them were lavishly produced by Neal Moritz and also by Vin Diesel. The movie gives new meaning to the term ¨Tuning¨ and ¨Drifting¨. The flick will appeal to adrenaline lovers and those young people looking for strong emotions. This is the kind of film in which the cars enthusiastic will enjoy immensely , it's a must see for cars fonds.",ma-cortes,2010-05-22,2010
7.0,feels like we're back home,"Beastly movie. Awesome action, great racing scenes, good story. Lots of creative ways to improve on the racing parts. Hate-able villains. So many awesome intense scenes and omg moments. Was pretty deep like the original movie with some good emotional moments and character relationships. Even small things reminded me that we're back in the world created by the original, like dinner with family with a nice song playing, or mia yelling ""dom stop!"" lolit has lots of flaws but this movie is a great time. It brought the series back to where it needed to be. It captured the feel of the first movie. And i wonder if it gave them the confidence to go all in on fast 5 and subsequent movie-films (random borat reference lol) (4 viewings, 6/18/2021)",FeastMode,2019-06-25,2019
