,Rating,Title,Content,Author Name,Date,Year
167,9,Action packed!!!,"wow!!! wow!! wow!!... I am so pleased with this version of the Fast and Furious franchise, this movie top out and exceed all my expectations, had me at the edge of my seat from the beginning till the end, which they showed more racing for example at the end of it, it wouldn't hurt to see that GT-R go against that sick wide body SRT-8, also please bring more imports into it, how hard is it to bring some more ideas from the original version, that's what everyone wants, car racing, car racing, oh well, I guess the action in it made me happy overall... Have to give credit to the action director or who ever was in charge of the car action scenes, it was amazing, have not see one like this since the ""Italian job"" movie... Cant wait until the next one comes out.",sanchez-joel,2011-04-29,2011
224,9,Just keeps getting better,"You know, it is hard to sustain a franchise today through 3 movies, much less 5. But with the FF franchise, not only have the last two films regained the momentum, they have gotten better! The latest entry, FastFive, is unquestionably the best of the franchise to date.

FastFive takes the franchise beyond the fast cars and lovely girls genre and has turned itself into a bone-fide action/adventure franchise. There are enough of the fast cars and women elements, but the focus is now on character and story. A far cry from the humble beginnings of the series.

We get re-introduced to many friends from the past films and along with that, we get Dewayne Johnson, who comes into the film and chews up the scenery. He and Vin Diesel's confrontation is an action fans dream. And we are not let down.

The story follows Dom and Co. directly after he has been sprung from the prison bus that was taking him to jail. We get caught up with where everyone is and are introduced to Johnson's FBI agent character. From there we are with the gang as they come to the realization that only through a big score can they truly get free of their pursuer and get to a country with no extradition. So they call up some old friends who come in and from minute one, the film switches to another gear and never lets up. Oh by the way, a long with the gang being pursued by the FBI, they have run afoul of the local drug cartel leader. Their plan to escape with loads of cash has Dom and Co. scheming to relief the cartel of their millions through a daring heist. The scenes of the whole gang together remind me of the first film in that there was a sense of family. That was lacking in the last 3 entries and it was a welcome return to see everyone together.

The action is the best of the series yet with the vault through the streets being the highlight of the final act. Rio was a great place to take the series.

Performances are all solid here, Diesel and Walker actually showing some depth to the characters they are all but totally in command of here. Everyone here is just great, the camaraderie is easy to see and feel and you are literally having fun with seeing the gang back together.

By all means, see this in the theater. I did not see the IMAX version, so can't attest to how good it looks there. But by all means, get out and see this. Make sure to stay through the initial credits, there is a MAJOR hint at what Fast Six has in store for us.",RCWjr,2011-04-29,2011
214,5,Mildly interesting heist film,"thefilmsmith.com If you're a film critic aiming to be taken seriously you draw up reviews of awesome little-known films like Night of the Hunter and level sniper shots at the latest Transfomers flick. Anything heavily marketed to mass audiences is normally regarded as terrible before official screenings begin, and that sentiment isn't without its reasons. But even the most erudite critic has a guilty pleasure, and mine happens to be any film that tries to do as much real special effect work as possible before going to the computer, which is what made me curious about Fast Five.Paul Walker and Vin Diesel return to the franchise that launched their careers, this time hiding in Rio de Janeiro when a 100 million dollar heist presents itself.Despite featuring characters who are notable only for their attractiveness and angry faces, this 2 hour heist film manages to milk some character development. Dwayne ""The Rock"" Johnson hams it up nicely as the DEA agent chasing Vin Diesel and Paul Walker, and Walker is mercifully not given many lines. Instead, director Justin Lin introduces the characters with an impressive train heist and incorporates quieter moments that don't clash with the rest of the film.The actual heist sequence illustrated in the film's trailer is what intrigued me, but within the film it's delivered with mixed results. A scrapyard somewhere made a killing off the film, with plenty of vehicles getting mashed, crashed, and thrashed with nary a digital effect interrupting the fiasco (at least blatantly; it definitely played a supporting role). Kudos. After a while though, the auto body kill count becomes numbing and never manages to deliver a cherry on top of this metal mash-up sundae (think the truck flip from The Dark Knight).Despite being the fifth sequel in a car racing franchise that still bears of the scars of its adolescence, it isn't a bad action film. Sure, the film has some bad moments (it still retains its awkward homoerotic tension between angry ogre men), but overall it's bearable.If you're interested in the film's special effects, it might be worth your time. Other than that, I'm not sure why else someone would want to see it. Vin Diesel's shiny head? -Remington Smith",electrablind,2011-04-29,2011
116,8,The 'Citizen Kane' of Street Racing Heist Reunion Flicks,"Fast Five

Before I lose any of my movie critic street cred (assuming I even have any), I'd like to point out that I'm not actually placing the fifth Fast & Furious movie among the ranks of great cinema pieces of history. I'm not even suggesting that it will be the go to reference for pretentious people of the future to over hype when they want to sound like they know far more than they do about movies. I am simply stating that amongst its peers, it is a stand out piece of work.

The fifth installment of the Fast & Furious series takes up right where the fourth left off, with the car savvy and fan favorite criminal mastermind Dominic Toretto (Vin Diesel) on a prison bus on his way to the big house, with his sister Mia (Jordana Brewster) and her beau, former F.B.I. agent Brian O'Conner (Paul Walker) fast on their way to busting him out. This shouldn't be a spoiler for anyone who has seen the trailers and noticed how much Vin Diesel isn't in prison, but they succeed in freeing Dom.

The trio soon find themselves in trouble with the wrong bad guys after a botched heist, which subsequently ends up getting them framed for criminal activities that put them in the sites of U.S. DSS Special Agent Luke Hobbs (Dwayne 'The Rock' Johnson) and his team of basically government backed bounty hunters. Dom and Brian come up with a plan to get revenge on the bad guys, and make a little cash on the side, but in order for it to work they are gonna need a little help. From pretty much everyone they've ever met.

This is where the reunion aspect of Fast Five emerges. The fourth film in the series (Fast & Furious) touched on a fun idea of reuniting the cast from the original film, which hadn't been together since then, and adding a few new faces along the way. This installment ups the ante (and the fun) by bringing back most of the important characters from all three of the original films, including Roman and Tej (Tyrese Gibson and Chris 'Ludacris' Bridges) from 2 Fast, 2 Furious, Han (Sung Kang) from Tokyo Drift, and several other familiar faces along the way. Getting the original band back together in four was fun. But getting the whole band back together in five really takes things up a notch.

And therein lies the considerable fun and charm of Fast Five. This is not grand cinema, even as far as action movies go. No ground is broken, the plot is weak, the schemes are too elaborate, and the physics are mind boggling at best. But we are five movies deep in this franchise now. If you are looking for thought provoking action dramas or Bourne style visceral hand to hand choreography, you should already know you are in the wrong place. Fast Five promises little more than the fun of watching hot girls and muscle men driving fast and beating the tar out of one another. And it delivers that in spades. It even throws in some big guns and explosions for good measure. Movies should be judged primarily on how well they can hold up to the promise of what they try to be. Fast Five is supposed to be loud, fun, in your face escapism. Something with a lot of familiar faces, some good laughs, and a lot of pulse pounding action. It is all of that and probably a little more. If you do not like Fast & Furious movies anyway, then you probably take your movies too seriously, or at least don't know how to separate when you should take them seriously and when you shouldn't. Either way, you are definitely buying the wrong ticket. However, if you are a Fast & Furious franchise fan, or simply like a little mindless fun, you are in for a great ride. This one is the best of the bunch.",jleonard31,2011-04-29,2011
4,6,Not a hint of realism...,"Now, this movie had its strengths... and its weaknesses... First off, great acting. All actors were superb. Good action scenes, nice action shots and cinematography. The script was a bit shabby.. But I need to vent about my main issue with this title... It doesn't have any realism in the movie at all. None.

First example: A car drives in front of a bus, they were going fairly fast but it should not have had THIS outcome.. The bus hits the back of car. The bus is then propelled 20-30 feet into the air, lands, and is ripped to shreds. No fatalities either, and somehow they snuck an inmate out from the scene of the crime without a soul knowing about it. The bus flying through the air from a minor collision like that is what really angered me.

Second example: An all-terrain vehicle speeds along next to a train. Not only does it stay with the train for a good 10 minutes in the exact same spot without any trouble adjusting to the trains speed, but it is clamped on with enough stability that a team of 2 can use plasma cutters to cut a wall large enough to smuggle a car out of. I liked the idea, but it wasn't put together properly. To make things worse, after a few cars are smuggled out, a final car, with about 2 feet of room to gain momentum with, had enough speed to make an enormous leap off of the train and land perfectly with smooth sailing the rest of the way. This is followed by two men in the car flying off of a cliff large enough to kill anybody landing in the water below. In the real world, limbs would have been lost. They land like it was nothing.

Third example (this takes the cake): An armored vehicle plows through the walls of a police station.. I'm okay with this. Two Chargers pull up, chain themselves to this 10 ton vault, and have enough traction and friction to pull the entire vault off of the wall and out of the building. In a real world situation, the cars would make no progress and spin out, or the chains would break... and they take off! Speeding through Rio with a 10 ton vault, wrecking down buildings, smashing cars, dodging people, and smashing everything else in sight. This really irritated me. It even went through a large concrete building, the chain being strong enough to tear the building apart. I have no clue how this is even plausible. The vault then flies around smashing everything in its path again, still being pulled by these two wimpy cars. Eventually, the police catch up. The drivers suddenly have the dexterity to move the vault and fling it to their will. They smash some more cop cars, cause more collateral damage, and then decide they are going to split up. One Charger takes the vault on its own, and another takes off in the opposite direction. This solo driver suddenly has even more dexterity, and flings the vault around some more, taking out cop cars left and right, killing people exactly how he ""planned it"". Like I said earlier, if you are pulling a vault the size of a building around in a solitary car, the tires would not have enough traction to continue, and the car wouldn't have enough horsepower to drag that monstrosity around.

It goes on and on, I wish I could actually watch this movie without those three examples. It would be great. I loved the rest of it. But, save all this junk for a sci-fi movie... I can stand small amounts of movies being non-realistic, there are exceptions.. But not taking realism into consideration at all is a bit of a downer. Apparently physics don't apply to anybody living in Rio De Janeiro.",Cowzilla15,2011-04-29,2011
114,8,Vintage and Clunker,"Hobbs (Dwayne Johnson): ""Alright, listen up. The men we're after are professional runners. We find them; we take them as a team and we bring them back. And above all else, we never ever let them get into cars.""Fast Five is all about cars as it was with the similarly-named Fast and Furious and The Fast and The Furious--muscle cars and muscled men pulling stunts like this improbable heist in Rio. The car chases are fun to watch, but the dialogue and acting are strictly clunkers.It's amusing to watch the film's beefiest heroes, Vin Diesel and Dwayne Johnson, go face to face and mano a mano for a few minutes, and the helicopter shots of Rio make an interesting travelogue, notwithstanding some time is spent in the grim favelas.But it's not even close to the cool of Danny Ocean's capers. The heist, involving a drug lord and a very safe safe, is a rehash of existing B movie capers with the racially-mixed characters coming from around the world to pull off the impossible . Brainless it is, with brawn aplenty and a few spectacular car scenes such as at the beginning when vintage cars are removed from a speeding train. If you like the chases, high testosterone fights, and hot babes: ENJOY!",JohnDeSando,2011-04-29,2011
10,8,The Summer Begins Now!,"Well, color me surprised. The Fast and The Furious has not been a series known for it's intelligence. Indeed, it's always been big, loud, and dumb. The original hit the right notes at the time of its release, appealing to many as a street racing film where few films has treaded before it. However, it's lackluster sequels failed to deliver. With the adrenaline rush of the original over and poor writing and acting all around, the sequels were nothing more than a series of poor imitations that could never recapture the thrills of the first film. So, it's with some surprise that Fast Five is arguably the best film in the series.

Fast Five ditches the street racing that made it's name in favor for being a heist film. In this particular case, we pick up right from where we left off, with Dom being busted out of his prison bus. They then flee to Rio where they take on a heist that goes haywire and eventually leads to the penultimate heist of the film. In the meantime, ruthless Agent Hobbs, who specializes in tracking and capturing people, arrives to catch out trio of outlaws. The film does a good job of not wasting any time and most of the serious moments are kept to a minimum in favor of heist scenes or action. And in the action department, the film delivers tenfold. Far bigger, louder, and more exciting than any F&F film before it, action junkies should find themselves thrilled by the impressive set pieces and testosterone-laced mix of car and foot action.

Now, don't get me wrong, this is still a F&F film. This means that the script is still pretty laughable and the acting leaves much to be desired. However, with that said, it's still a bit improved here. Vin Diesel still can't play up emotion very well, making his attempts at the more serious scenes here a bit laughable. Paul Walker doesn't fair much better and, unfortunately, even as a main character takes a back seat to Vin Diesel and Dwayne Johnson. As action stars though, these three do a great job. In particular, the eventual confrontation between Diesel and Johnson is fantastic, with it being a brutal, WWE-esque rumble. The climactic scene alone is worth the price of admission. Though laughable, it's still an exciting, eye-popping scene that will leave you a little stupefied.

Certainly, you have to suspend much of your disbelief with your film. If you can't do that, you'll just find this entire film laughable and of poor entertainment value. For those who can though, this is a very entertaining film. And for fans, you'll certainly enjoy the film, with a well rounded cast from throughout the entire series coming together to pull off the impossible. It's definitely surprising to see that the fifth film in the series is the best, but I suppose that it's merely the evolution of F&F. With enough money, talent, and by pulling out all the stops, the franchise has finally capitalized on the over-the-top aspects that they had always seemed to go for. Suffice to say, action fans with enough suspension of disbelief will enjoy this immensely.",cadillac20,2011-04-29,2011
13,7,Fanaticalaboutfilms Review: Fast Five,"The latest in the Fast and Furious franchise has recently hit the screens and what with the others being a good way to spend a few hours I was hoping for a similar type of movie from this one with plenty of great cars and car chases to boot.Set after Fast & Furious (No. 4) but before The Fast and the Furious: Tokyo Drift (No. 3), this time the action is played out in Rio, Brazil after Dominic Toretto (Vin Diesel) has escaped from police custody in the US with help from his old pal Brian (Paul Walker) and sister Mia (Jordana Brewster) and gone into hiding. With them needing money to disappear forever, Dom hatches a plan to steal all the money from Rio's most reputable underworld kingpin Reyes (Joaquim de Almeida).At the same time they are being hunted down by the elite federal agent Hobbs (Dwayne Johnson) and his team who are trying to capture and take him back to prison. Although it is quite possible to watch this movie without seeing the previous 4 there will be some parts that may slip you by as the writers have assumed that, if your coming to see this movie then there is a very strong possibility you have seen at least a couple of the prequels/sequel.One thing that I was quite surprised about was the lack of actual cars in the storyline. Sure they were involved slightly more than a normal action movie but I was expecting a lot more. There were probably only 2/3 scenes involving racing or car stunts and when the whole movie is supposed to be based around cars I was expecting just that little bit more. If fact in one scene just when you are expecting a good old fashioned drag race, they cut away to reveal the car back in the garage and already won! The action does make up for this though and is fast flowing throughout as they jump from one explosion/fight scene to the next. The casting of Johnson as the bad-ass agent was a stroke of genius with him bringing his former WWE smack talk to the character. He really makes you want to hate him and I especially enjoyed the Johnson Vs. Diesel fight scene as the 2 heavyweights traded blows.At over 2 hours this is by far the longest in the franchise and although in general the time will pass quickly, they could have easily chopped off a few minutes here and there to stop the risk of it dragging for some people. The acting and script is nothing special and you will have to sit through a fair bit of 'we're doing this for family' talk but that is not what people will come to watch this movie for.With Neal H. Moritz announcing in March the development of a sixth and seventh movie for the series it is doubtful that this surprisingly long lasting franchise will go away quietly. Despite having lots of good action and successfully filling a void in my day, lets just hope that they return to the core basics for the next one rather than forgetting the main reason for these movies was supposed to be the cars.For further reviews feel free to check out: http://www.fanaticalaboutfilms.com",iReviewFilms,2011-04-29,2011
68,10,Excellent fast 5,"One fantastic film and the ending is a twist I never saw coming. If you are a Fast and Furious fan you will not be disappointed one bit. Full of action and good humor, and still sticking to it's roots. This film had it all. Great action, sweet rides, good on screen camaraderie, cool scenery, and beautiful woman. The plot didn't disappoint either. Everything made sense and there was no over board, unnecessary scenes. What I loved the most was the bond that Dom and Brian and Mia brought to the screen through out the film. As cool and as much action as there was, there was also some sentimental feelings briefly though out watching. I would 100% go see this movie again.",Jzzrs18,2011-04-29,2011
234,8,Fast Five - It will NOT disappoint ANYONE!! not even the critics!,"Just returned from the weekend show and; without having watched 3 of the sequels of this famous franchise and only going because of a strong marketing and promotion basically, I have to say Boy!! I was overjoyed after watching this start-to-finish thrill-ride and adrenaline rush offering!! It was not the kind of action-packed race flick where several pieces of disjoint stories are juxtaposed together to basically justify and depict the action and thrill itself, or in other words a messy story, but I had the genuine feeling that the story was well-knit and well-aligned with the amazing action and it had some substance which probably was lacking in previous movies. Especially now as we basically see law-breakers Vs law-enforcers and the boundaries are distinct and somewhat clearly defined, so almost the whole movie gave a feeling of Jason Bourne thrill, so one can imagine that here the story isn't compromised as one would expect before watching the movie----In the end, basically a very very good and thrilling cinematic experience and a valuable addition to the franchise itself. Even if you are like me, I mean, not a fan of racing flicks, this one would certainly force you to change your perspective quite a bit I can guarantee. Thanks!",observer85,2011-04-29,2011
145,10,"I was never a fan of the Fast and The Furious movies, but Oh... My... God","So last night I went with my buddy Caleb to go see Fast Five. I was excited for it because I saw the previews but I did not think it was going to be THIS GOOD! I swear to god when I say this as soon as the movie started I was SMILING throughout the whole film. This movie was filled with everything that everyone wants in a movie! Explosions intensity jaw dropping action INSANE car car crashes comedy and Vin Diesel and Dwayne Johnson were PERFECT for this movie! The intensity between these two characters was so amazing you could feel the hate between these two! I enjoyed myself that night, overall great movie! If I could I would TOTALLY go see it again!",holycrap345,2011-04-30,2011
207,8,Summer truly has begun!,"Summer begins April 29.And yes, yes it did.This movie was friggin' awesome! I thought Fast & Furious was the best of the franchise, but Fast Five has completely blown all of its predecessors out of the water! Despite it completely breaking all laws of physics (especially including a scene where a small muscle car manges to trip a bus over) the movie was awesome. This makes a Fast and the Furious movie worth watching! Being a huge fan, I loved this movie to death.Never has a movie made me sweat in the theater seat and pump me full of so much adrenaline that I almost peed my pants.They drive a SAFE through the STREET!The other awesome part of this film is that it's a Fast and the Furious movie with a story and more depth to the characters. The previous movies were meant solely for their action and this one does that, too... Plus some more!I got the honorable pleasure to see this pulse pounding film in IMAX and it was worth every cent. I suggest that, for the full effect, you see it in IMAX as well. This is the pure testosterone of 2011. 2010 had The Expendables and 2008 had Rambo, now Sylvester has met his match, and his name is Justin Lin.",tsettles98,2011-04-30,2011
