,Rating,Title,Content,Author Name,Date,Year
274,8,"Fast, Furious, and Fun!","The crew have gotten $100M from the last movie two years ago due to stealing from a kingpin. But they are on the run. And that they can't return back to the USA if they set foot, they will be arrested asap.

But Luke Hobbs the fed, played by the Rock Dwayne Johnson who has developed from the first time we saw him, gets a partner in Gina Carano's Riley as she has some acting skills. But something has come up.

There Brian played by Paul Walker and his girlfriend, played by Jordana Brewster now of the new Dallas, are new parents to a boy. And Vin Diesel's Dom is now the boyfriend of the cop that was trailing him in the last movie.

Hobbs manages easily to track down our heroes, as Luke Evans, the main antagonist in this movie, is a former special forces soldier turned ruthless mercenary and to top it all off, Dom's former love Letty, played by Michelle Rodriguez who thought was dead in the fourth film. Is involved with Evans! Is back but with no memory of her own. As Hobbs if he gets Dom and the team needs to be reunited in order to take Evans and his team down. In return, our heroes to get full pardons and returning back to the USA without threat.

It is fun and really fast packed. Look for post-scene credit like in the last film. It will set up for the next film!",ShelbyTMItchell,2013-05-24,2013
283,10,A Thrill Ride Every Minute!,"I wasn't sure what to expect when I stood in line for the advance screening of Fast and Furious 6 four days before it opened in theaters to the public. All I knew was that I was a fan of the franchise thus far and had high expectations. I am so pleased to say that the movie exceeded any of my existing expectations and did some things I didn't expect at all. Fight scenes, great stunt work, fast cars, high powered weapons, gorgeous men (and for the men, beautiful women). I suggest that you make sure that you have your drink, snacks and whatever else you need to enjoy the movie prior to it starting, because if you leave your seat, you will miss something. There is a thrill ride every minute in Fast and Furious 6. Action fans unite and go see this movie. Don't leave just because the end credits start rolling either.",superwomanproductions,2013-05-24,2013
225,8,Ride or die... Remember?,"This is not just a sequel, but it's a back to back sequel that goes back to all the five previous films. As we all know, Furious 6 stars the same cast from Fast Five (except Don Omar & Tego Calderon) and adds up new characters in the franchise who are Shaw (Luke Evans), Jah (Joe Taslim), Riley (Gina Carano) and brings back Letty (Michelle Rodriguez), who was last seen in Fast & Furious (2009).This is definitely fast and furious if you compare this one to the other films. This is not about street racing. This is not about running away. And this is definitely not about another heist. Chris Morgan has sat down and written a predictable and strong script that drags ''The Fast And The Furious'' franchise more audience. But what we all should not forget is that this film is like a meal that has all types of delicious tastes. It has speed cars, amazing action sequences, sexy ladies, jokes that'll make you laugh for a while and at the end a surprise. Simply said, it's the action packed blockbuster of the year! It's actually pretty cool to see Dominic (Vin Diesel), Brian (Paul Walker) and the rest of the crew take side with Hobbs (Dwayne Johnson). When you leave the theater, it will give you a different, but satisfied feeling. Probably because all the actors in this film have important roles that just turn out to be bigger and bigger for each and every sequel. It's not just about Dom and Brian, but about everyone. Without one of all these characters, Furious 6 would have been a mess. That says how important each and every character is.Furious 6 is not a fun ride like Fast Five, but it is a serious ride. This is not the film you want to miss at the theater. Book the tickets as soon as possible, buy a pop-corn and soda and enjoy this ride. This is way better than what you think/expect.Dear Justin Lin, Thank you for the 4 fantastic films that you've directed in The Fast And The Furious saga. You will definitely be missed in the next film.",dkemathas,2013-05-24,2013
0,8,"""This is vehicular warfare.""","I don't think many other franchises has been as turbulent and uneven as The Fast and the Furious films. Things started off pretty earnestly with Rob Cohen's first film, but quickly careened into odd directions, with the ever-cheesy 2 Fast 2 Furious taking off and running with one main character while leaving the other in the dust, and with Tokyo Drift drifting away with totally different characters altogether. Thankfully, Fast & Furious realigned the series with its roots. But it wasn't until Fast Five when I really began to give a darn about this series. Granted that all films have had their fun moments, the fifth film magically tied in every single strand from every single film, and made every single character relevant. Best of all, it did so with a great sense of fun: it had great pacing, amusing comedy, great action, and it made the characters stand out as a collectively outstanding cast.So now Fast & Furious 6 has come out, reuniting the entire gang once more to take on bigger stakes. The spectacle in this film tries its best to be even bigger, more absurd, and more awesome than before: the film is effectively book-ended with two massive action setpieces. The first involves a decently destructive car chase in London, where the villain effectively uses his custom-built ride to launch other cars all over the place. The film's final act features a really crazy sequence in which a tank roars across a highway, crushing other cars and blowing up bridges. This all culminates with all the muscle cars banding together to bring down a massive cargo plane in a fiery blaze of glory. In between, the film slows down a bit, but there's frequent fist-fights and pursuits, a few scenes of witty comedy, and there's one decent car-racing scene.Whether or not you really dig this film may depend on how well you dig the characters and all their dynamics. It definitely helps to watch and understand the events of the first five films, because at this point, they've all been through so much and changed so much; for a late-comer like me, who never was invested in the characters until the last film, it can be confusing to remember who was who and what their history was. Fortunately, the film does insert some flashbacks and reminders for the audience's benefit. If you are keeping up with things, then the film will reward you with a cast of endearing and heartfelt characters, and the film's plot generally revolves around their continuing struggles. As far as the actual plot goes, it's pretty brainless and absurd action-movie fodder, and there are plot holes to be found. However, the film does have the merit of presenting a cast of villains to directly oppose the cast of heroes, and the story pulls out a few surprising twists.The film generally looks good, but many of the action scenes are hectically shot and edited, and it can be hard to tell what's going on in certain scenes. What you can see is awesome, but sometimes, it's just aggravating. Acting is generally fun and enjoyable from the whole cast. Writing gets the job done well enough. This production uses a plethora of quality sets, props, and costumes, with loads of flashy cars at its disposal, and some okay-looking special effects. This film uses some cool hip rap and techno music, while the music score is pretty cool (sounds a lot like Brian Tyler's work from Tokyo Drift, which was one of my favorite soundtracks).Best recommended to fans of the series, especially if you've been following the last few movies.4/5 (Entertainment: Good | Story: Pretty Good | Film: Pretty Good)",Al_The_Strange,2013-05-24,2013
33,10,Back to the roots!,"After the last of fast and furious i was a little afraid this number 6 would also be one big fight and gun movie instead of a core streetrace and car based movie. But they definitely surprised me when i saw this movie yesterday they are more back to there roots like in the first 3 movies with a lot of racing and cars all over the movie! Than add lots of humor and great looking girls, locations, cars and weapons and a long with all the amazing actor's you get this astonishing movie!!I Say GREAT Job to the maker of this movie and keep up the good combination of all elements and especially the racing part as this is the core of the movie and not shooting and fighting like there was a little to much on 4 and 5.I cant wait until the new upcoming number 7 with Jason Statham!",vausma,2013-05-24,2013
270,9,Not Out of Milk Just Yet,"This movie has all the elements going for it than the previous film, much more emotionally involving because it's moral of family really reaching the audience. This flick consists of intense stunts that will stun the audience as well as surprisingly more exciting stunt driving. Humour wise, they solidified Tyrese Gibson as their comedic symbol churning up most of the laughs. The intro credit scene is as always attention grabbing, with a scene after the ending credits to predict another sequel. This franchise still seems fresh due to all the Fast and Furious films not having generic plots, it is not out of originality/milk yet. There are twists that will for sure surprise you and the performances are in no way stale for a pretty dumb action flick. Even though you've seen all the trailers there are still unexpected shocks. The music score is extremely modern and ""hip"" that brings every scene alive, I already have some of the soundtracks in my play list. Dwayne ""The Rock"" Johnson again reassures the public for the 4th time this year that he is a force to be reckoned with action star. With a very epic climax it truly delivers high octane entertainment to all of it's hardcore fans. This is an extremely satisfying pre-summer flick that still has a kick-ass future ahead of it.",DMurill23,2013-05-24,2013
347,7,"More NOS, Less Plot","What has beautiful women, fast cars, comedy, and action? No I'm not talking about a college spring break in Miami, Florida; I'm talking about the latest installment in the Fast and Furious Franchise. Last night two of my buddies and I had the privilege of seeing an early showing of Furious 6, and like always I have plenty to say. Let's get started.For those who saw Fast Five, you know that Brian (Paul Walker) and Mia (Jordana Brewster) were expecting their first child, Dom (Vin Diesel) and his crew were all millionaires and Hobbs (Dwayne Johnson) was ""searching"" for them. Number six picks up pretty much two months later, showing how the heist crew, minus the two demolition experts, are enjoying their well-earned rewards. In F&F world though, nothing every remains quiet for long as a ghost from the past, Letty (Michelle Rodriguez) stirs the embers of intrigue and revenge in Dom resulting in the team coming together to find her. Now let's start the review.The opening of this movie is a bit slow at the beginning, but provides enough laughs and information to refresh old fans memory of the plot, while making a small foundation for those new to the series. After a ridiculous interrogation scene, a rushed planning scenes, and some more jokes later, bam we get to our first action scene. Now you might be thinking, oh great another loud sequence of cars rushing through the road sending pedestrians and bystanders dodging to the sides. For the most part you are right, but this time they are chasing after a band of mercenaries led by Luke Evans attempting to steal some government secret weapon component. While this goal is not the most unique, it's at least a slight change up to the typical motives behind the adrenaline pumping, engine roaring speed fest that we've seen for the last thirteen years. The stunts are still impressive, the cars so sleek and beautiful it hurts, and the music so aggressive that it blends into an exciting ride. Of course this wouldn't be worthy of being an F&F movie if there was only one chase scene right Don't worry number six has a few more car scenes that continue to show off the world of stunt driving, CGI and mediocre plots centered around finding ways to make cars go fast.One should note though that the action isn't just limited to cars. Nope F&F6 opens has taken the liberty to add more diversity in their butt kicking arsenal. With the Rock taking more screen time, fans get to see a few more fist fights and body slamming that allows you to see what the Rock is cooking. When Johnson isn't putting the hurt on someone, the rest of the gang takes their shots at either putting a cap in someone, or pulling out some martial arts skills to defeat their opponents. Some of these fights rock, while others are merely meant to have you laughing as the heroes throw out witty banter. Despite some of the ridiculousness and over the top stunts, the action will still have action fans on the edge of their seats, hooting for their favorite characters.Putting the action aside though, the movie does have other qualities that help balance things out. For one thing the comedy in this movie is still strong, especially when Roman (Tyrese Gibson) takes the stage. The feisty, self-involved, ladies' man is the center of the comedic pillar pulling all the other characters in to a friendly rivalry that symbolizes the brotherhood between the team. From my standpoint, I think Gibson must make these jokes daily, as the acting made it seem that it was just an ordinary day, especially when going toe to toe with Tej (Ludacris).For me the comedy also helped make up for some of the plot holes this movie had. The lack of reasoning behind Evans attacks left me feeling as this guy was just crazy. The plot revolving around Dom and Letty though was the better developed of the story, with much of the movie focusing on the internal struggles occurring between the two. While the romance is not my favorite part, the movie does a good job not rubbing love in my face, and actually uses the plot to bring in other ghosts from the pasts to strengthen the movie. Laughs and love aside, the movie also does a nice job keeping you on your toes as to who will survive the ordeal. Many times there are close calls where you are not sure if someone will live, and yes there are even some deaths that upset my friends, despite how predictable it was. All in all though, the plot isn't the worst thing I've seen, it just was lacking in some areas that I felt failed where the fifth one succeeded. Luckily we still have a nice balance of characters/actors in the movie, with the exception of a few who took a major back seat to Dom and Letty, (i.e. Mia, Tej, and Elena). While the action was impressive, the camera work still had a few spastic moments that were either a bit dizzying or a bit annoying. As for the villain, again the guy had skills and a lethal team, but they failed to really build him up or give him some pizazz to make him stand out as a great bad guy. Regardless F&F6 is a good movie and keeps the series alive for at least one more movie to come, watch the credits. Acting is just like before, the action is still rip roaring fun, and the comedy is golden to keep you laughing the whole time. Yet some weaknesses in plot and centering on Letty/Dom hindered this movie to make it less enjoyable for me. My scores are below: Action/Crime/Thriller: 7.5 Movie: 7.0",rgkarim,2013-05-24,2013
51,1,Why don't they make something different ? Always the same old.,"***************************** SPOILERS*********************************

Instead of writing a boring review about this adrenaline filled , fast paced,at times headache inducing movie i'd just write a list of clich�s it contains :-

1.Like every movie nowadays that promises action ,f6 has no 'well thought plot'. The mindless plot is there just to get to the car sequences and over the top special effects and stunts.

2.There are too many characters that we don't care about. Most of them, like the two black guys are there purely for the one liners although they do work sometimes.

3.A previously 'dead' character is actually ALIVE. OMFG i could never have thought of that. And his/her entire life memory is wiped. CLEVER!!

4.One of the guys has a wife and a kid and you could tell from the beginning that one of them will later on be kidnapped just to throw on us one more nauseous chase sequence.

5.One cop actually turns out to be a bad guy. How do they come up with this stuff!!

6.At one stage the cop hobbs (johnson) could shoot antagonist (luke evans) right in the face and spare us an hour or so but doesn't. ""See you at the chase while you'll be pancaking civilians with your stolen tank and firing a few regular missiles"".

7.In the end everything turns out right.I mean cmon thats genius. None of the 'important good guys' lose anything and get their records cleaned. Although the Asian guy loses his girlfriend because she is killed horribly but that does not stop everyone from enjoying beer and steaks in the end.

8.Dont even get me started on the runway.

However there was good stuff too.

1.Sceneries

2.Cars

Anyways, There is a final scene when a 'new bad guy' makes an appearance. Oh yes we're not yet done with this franchise. However that appearance was stunning!

To conclude, only watch if you are a fan of this franchise and love brainless, plot less action.

1/10",prabhat_kataria,2013-05-24,2013
265,8,My First F&F Film and I Liked It!,"I have not seen a single installment of the ""Fast and Furious"" franchise, one of only a few, I am sure. I never got around to watching the first one at all, consequently I never did get to watch the second, nor any of the five. There was very big buzz about the last one ""Fast Five,"" but unfortunately I was not able to catch it. Now, this time, since Vin Diesel and Michelle Rodriguez made the effort to come over to our country and grace this film's Premiere here last week (the first Hollywood premiere in Manila). I made it a point to watch ""F&F 6"", and I'm glad I did.Now I see what the fuss was all about, and why this franchise has lasted this long and still goes strong. The car chase scenes, on which this franchise's fame lay, were amazingly planned, executed, shot and edited. There was that chase scene on the freeway with a tank, ending with a superhuman midair rescue you simply have got to see. As if that is not enough, the entire last sequence was about cars trying to get a Russian cargo plane from taking off, all the while fighting off the enemies mostly mano a mano. I commend director Justin Lin for these ace pieces of action direction.In between these big action sequences, there are the scenes of the team led by Dom (Vin Diesel) and Brian (Paul Walker) talk about about being a family and never leaving anybody out. Among the members of the gang, Tyrese Gibson stood out as the loquacious Roman, the film's main source of comic relief. His funny one-liners also came fast and furiously hilarious. Matching big and beefy Vin Diesel is big and beefy Dwayne Johnson. The Rock plays a cop, Agent Hobbs, who sought help from Dom's and his team in apprehending another team of mercenary drivers doing terrorist errands led by Owen Shaw (played by Luke Evans). In return for their help, they asked Hobbs to work for their amnesty so they can all go back to the States, instead of hiding in countries without extradition as they are now. The unexpected return of Letty (Michelle Rodriguez), who was apparently thought to have been killed in a previous episode but now was working with the enemy, provides dramatic focus for the characters, particularly Dom. Overall this is one very entertaining and exhilarating film, which I understood and appreciated well even if I have not seen any of the previous films. Well, I am sure fans who have seen all the movies will love it even more than I did since they have known and loved all these characters already. The top-notch action sequences left nothing to be desired, really breath-taking. These heart-stopping stunts are all admittedly downright ridiculous and impossible, but that was why they were all so awesome to watch.",3xHCCH,2013-05-24,2013
1,8,A big movie and a fun time!,"Well, this was unexpected! Going into this film I found myself with no hype at all. I expected a good, fun and cheesy movie time and I came out of the theater happy and surprised. While this isn't a masterpiece of filmmaking it does achieve what it sets out to do. To entertain you. And it does this quite good and sometimes it goes further than this by showing us some amazing set pieces and action sequences. For example one car, tank chase sequence! This is achieved by the gigantic production value of the film. You can literally smell the money that comes out of these guys. The whole movie you have this sense of scale, and I mean BIG scale! The amazing sound mixing and design including the music pumps you up and puts you in the mood! While the acting isn't Oscar worthy it is very fluid and it doesn't always feel forced. The chemistry between the cast is very solid and credible. Diesel and ""The Rock"" where pretty solid along with the secondary characters, and the villain was surprisingly tolerable. Another thing that solidifies the movie are the effects. These are outstanding along with the camera-work! The things that brought the movie down for me a little bit where some of the stunts, and weirdly some of these I found pretty amazing but although I understand this movie isn't supposed to be taken seriously there were some stunts that were just plain unbelievable, specially in the third act of the movie. And finally, the plot. While not groundbreaking it did have its interesting points but it doesn't drift away from the cheese factors. Overall I was quite surprised by what this movie did and how the director and producers exploited and used their huge production value. This is an example of a good quality action flick.",pablo2896,2013-05-24,2013
