Rating,Title,Content,Author Name,Date,Year
3.0,Slightly Entertaining Movie with bad actors and worst story,"This movie starts as expected and pretty entertaining, involving some street racing, and some 17yo who obviously doesn't fit in 'Sport America' and the whole high-school thing. I gotta say, from the first time I saw the main actor, and he going through the metal detectors, I tried to imagine he was going to an airport, then a university, even with cheerleaders, football teams and all the cliché that comes with movies presenting high schools, I thought that, because they casted a 23yo guy that looks like a 32yo, I'm still actually having trouble believing that the actor is only 23 years old. Sean 17 years old, played by Lucas Black, age 23, but looks 32, is the average American, with a slightly heavy, bad and annoying southern accent with a cowboy style goes to Tokyo after a race ends badly, there he meets with another bunch of 17yo who also look like in their late 20's, early 30's, and all have money, cars and lots of girls, including the main one, Neela, played by Nathalie Kelley, who obviously, gets disputed by both Sean, and his comic-book 'arch-villain' D.K.. The problem with the cast was with the choice for Sean and Neela, the first for being a bad actor and all of the reasons listed above, the latter because I think they injected her with so much botox, that except her mouth moving and eyes blinking and shedding some fake tears, you don't see any kind of facial expression whatsoever, the rest of the cast was good, even the Japanese playing the badly made character, D.K.. The story gets ridiculous from the minute Sean arrives in Tokyo, after school, he meets his demographically chosen friend and goes see the 'underground world of car racing', there he sees Neela again and from the start gets entangled in a love triangle involving the yakuza bad boy D.K., so, Sean challenges him for a race, oh wait, he doesn't have a car, no problem, some guy who never saw Sean before, or even knows his name, lends his 100k car, well, Sean trashes the car during the race, and that way, hey he made a new powerful friend, Han the Zen, all he did was trash his car. Anyway, some scenes of Sean learning how to drift happen, over and over and over and over and over again, some flirting with Neela, anyway, he end up winning a race from one of D.K.'s drivers, after that some news happen, Han is stealing from D.K., so some fighting ensues, Hans gets f-cked and then Sean decides to go talk with the Yakuza master of the region, D.K.'s uncle, he gives the uncle some money and propose some peaceful solution, a race between D.K. and Sean, nevermind that the fight was already over, Hans was dead and Sean had nothing to offer, or was any kind of threat to anyone, but hey, this is a sequel, so, 3 Fast and 3 Furious, some racing ensues with a predictable ending. One thing that was very enjoyable in this movie, was the street racing, those scenes were made in such a professional way, that one can only wish that the rest of the crew had the same competence, also those scenes remembered me a lot of Need for Speed, specially in the initial sequence, when some shortcut is taken, doesn't really try to distant itself when it puts some of the same soundtrack, which is also the only other positive point of the movie, of course, the producers had to ruin that also, the final street racing is by far the poorest, with all the curves looking the same, in the mountains, and some cellphones videos for some street racing fans. Any, this was a very bad movie, with a terrible story and even worst main cast, but with some decent supporting cast, good soundtrack and excellent street racing scenes, but I still don't recommend.",kok_warlock,2006-06-24,2006
10.0,UNDERRATED Movie ! Totally,This is the only movie about cars racing and after this they are only fighting between each other . Why this movie do not earn more at box office i don't understand. But for me this movie is best in franchise after fast five.,rajjindal-72925,2020-09-24,2020
7.0,'Furious' will have hearts racing,"As expected, it doesn't take long for '’The Fast and the Furious: Tokyo Drift’ to hit the gas. As the film opens, we meet Sean (Lucas Black), the new kid at a Southern high school who's harboring a need for speed. After Sean ruffles the feathers of a resident jock (Zachery Ty Bryan), a scantily clad girl suggests, ‘Why don't you boys let the cars do the talking?’ And so the adrenaline rush begins. ‘Lost in Translation’ with a driver's license, the third installment of the popular franchise takes its car chases and souped-up engines to the Far East. Fans of Vin Diesel and Paul Walker will miss the tough-talking duo, but the mean streets of Japan deliver some action-packed goods. Of course, don't expect more than a load of eye candy and the regular rumbles. The flashy drama begins when Sean is shipped to Tokyo to avoid jail time and live with his strict, military officer dad (Brian Goodman). Making nice with the tough crowd, the American befriends Twinkie (Bow Wow), an army brat with a car that looks like it came straight out of ‘Pimp My Ride.’ It isn't long before Sean is taking test drives with a new set of wheels, not to mention getting on the bad side of the mafia-affiliated DK (Brian Tee) and falling for his girl, Neela (Nathalie Kelley). Directed by Justin Lin (‘Better Luck Tomorrow’), ‘The Fast and the Furious: Tokyo Drift’ is injected with testosterone and saturated in masculinity. Branded a gaijin (Japanese for foreigner), Sean tries to master the driving skill of drifting while trying to impress his crush and settle the score with DK and his crew. What's the best way to solve the world's problems? Racing, of course. Sure, it's not the wittiest, smartest or most memorable piece of cinema. But the film delivers everything it promised: loud music, loud cars and a whole lot of glitz.",I_Like_Turtle_s,2006-06-15,2006
3.0,Worst of the trilogy,"The first movie was good, the second not so much...this one is terrible.
The main actor has to be one of the worst I've ever seen, he sounds like Forrest Gump and his 'acting' is like a child at a school play. The cars were good and some of the women nice to look at so if that's what you're here for you'll probably enjoy it.",Narcissist00,2020-05-22,2020
7.0,Improvement over the previous installment,"The Fast and the Furious: Tokyo Drift is an improvement over the previous installment. Lucas Black and Sung Kang give great performances. Justin Lin's direction is great and the new location breathes new life into the franchise with some of the best car chases yet, even if the plot is nothing new.",masonsaul,2019-07-26,2019
6.0,I enjoyed this movie,"I actually really enjoyed this movie. I love the location, cool race scenes, surprisingly interesting plot and overall a lot of fun. If you are a fan of the franchise you might be disappointed cause of its lack of characters we know and love but you'll still be entertained.",0U,2020-02-23,2020
6.0,"Tokyo ""Drift""","The only interesting part of this movie is the drifting. That's all. The cast is fine but the depth of the character is just meh (except for Han who had a good motive). The story and plot lack some tension, especially the Yakuza part. Why the hell Yakuza was described so weak in this movie.",aldrichianata,2020-08-30,2020
6.0,Far better than the previous two,"Well, it is rather odd that IMDb is labeling this movie as a romance because I would hardly say that it is a romance beyond any other action movie that has a romantic element in it (and there are very few action movies that don't have a romantic element in them, but just because boy gets girl doesn't make the movie a romance). Anyway, what surprised me about this film is that there was no connection between this film and the last two (with the exception of a Vin Diesal cameo), and further more it didn't follow the lines of an undercover cop come drag racer infiltrating an illegal drag racing ring. In fact this film is probably more what the first film should have been as opposed to what it turned out as (though we should note that this film is set in Japan as opposed to the United States so there are some cultural differences that are relevant).So what we have in this film is the story of a rebel, Sean, who get his first speeding ticket the day after he got his driver's license, and is a bit of a loner namely because his carefree attitude means that his mother has to keep on moving. Anyway he lands up in another drag race which results in the destruction of two cars and a housing estate, and since the other participants have really rich parents he is the one who has to take the rap. So, he is sent to Japan to live with his father. The problem is that this is the type of guy that always seems to find trouble, and since he is a gaijin (non-Japanese), he ends up hanging with the other gaijin, and gets involved with illegal street racing there as well. The thing is that racing in Japan is vastly different from racing in the United States. Whereas in the US you have flat surfaces and long straight roads, you don't have that in Japan. As such racing here involves going up and down carparking lots and mountains in a form of racing called 'drifting'. Basically drifting involves navigating tight turns at high speeds without causing damage to the car, and winning the race. This is something Sean doesn't realise when he lands up in this new world – the rules of racing back in the United States – the 10 second race – don't apply here. In a way this film is similar to the other films, but different, and a part of me feels that this addition to the franchise kicked it off to the extent that it is now up to film number seven, though the rumour was that the actors in the previous films were not too keen on coming back and that this was going to be a reboot. However, what impressed me was that the story was completely different, though I would hardly call it original. In a sense it is one of those fish out of water stories, the story of a guy that simply wants to belong but has a lot of trouble doing so. We see this at the beginning of the film where we seems to wander around without any real friends. Obviously this changes once he gets to Japan since being different he is able to attract others who are different as well. Mind you, the one criticism that I do have of the film is that Sean clearly knows no Japanese so it makes me wonder how it is that he is going to learn anything in a Japanese school (and it was pretty clear that they taught in Japanese). Also, isn't it interesting that they always go after the girl that they can't have, and eventually get her. It doesn't really send a strong message to our impressionable youth. Mind you, the fact that the two protagonists in this film refer to women as 'their girls' doesn't do much in the way of dismantling the objectification of women, and further that one of the girls puts herself forward as the prize for the winner of the race is even worse. No wonder Hillary lost.",The-Sarkologist,2016-12-03,2016
1.0,The Slow and The Stupid: Part III,"I enjoyed the first two films, which were better than average popcorn flicks, but this (almost) completely unrelated crapfest is a complete waste of your filmgoing dollars. It's ridiculous and it's boring. The main character, Sean, is a 34 year old street racer who has apparently been held back in school....for seventeen years. He's the oldest high school student on Planet Earth. In fact, in a remarkable feat of human biology, he is about the same age as his mother and father! He also has the most improbable and unconvincing Southern US accent imaginable. After smashing up some cars and destroying an entire housing development, he is sent to live in Japan with his Navy dad (who apparently fathered him at the age of about 9). For reasons never explained, his father is not allowed to live on the Naval base, but has to reside in a minuscule Japanese slum and Sean (yup, still in high school, despite middle age) doesn't go to the Navy base school, where instruction would be in English, but instead is enrolled at a private Japanese academy despite the fact that he knows not a single word of Japanese. Apparently no one, not even his teachers there, seem to think this will be a problem. Naturally, the first girl he sees in class is the only Caucasian student in the entire school, if not the entire city, and so she becomes the (very boring) love interest. He also meets the only African American student. Obviously these two must be his best friend and girlfriend since they are the only non-Asians around. Subsequently, he gets into ‘drift racing’, something I never heard of before and I can see why. It's not very interesting to watch. Apparently it consists of taking a small import vehicle with front wheel drive, and while going fast through a sharp turn, allowing the car to fishtail. While this seems possible enough (for a skilled stunt driver on a closed track, per the credits), I do wonder if it is possible to do this continuously while driving, i.e., to essentially drive sideways almost the entire time. Seriously, I doubt this. It's also not especially fast, which makes it fairly dull to watch. Also, the big ‘final race’ occurs, and the hero's dad (amazingly) has the body of a classic 60s Mustang in his garage (a somewhat unlikely situation in Japan -- not just the car, but the idea that he has a entire garage for this purpose in one of the world's most expensive and crowded cities). So Sean and his friends take the engine out of one of the Japanese cars he has wrecked earlier in the film, and in a few hours they manage to install this into the 60s muscle car. HELLO? Is this possible? I admit I am not a mechanic or specialist, but it does not seem logical that you could retrofit a Japanese front wheel drive engine into a vintage 60s American rear wheel drive car....if it could be done AT ALL, it seems to me that it would take a long time and involve a lot of custom parts. That's not even considering that they drive on the opposite side of the road in Japan, or that a 60s era car would be much heavier than a current model Japanese car. There are too many other absurdities to list, along with the inclusion of the Yakuza (Japanese mafia). I wish I could say that ‘Toyko Drift’ was campy, or that you could have a good time just laughing at the many absurdities, but actually its fatal flaw is that it is extremely dull. The least you would expect from it, title- wise, is that there would be lots of exciting racing -- and there isn't -- and that the hero would probably have a hot, sexy Japanese girlfriend and sexy love scenes -- and there is absolutely nothing in this regard (as he's barely hooked up with the only Caucasian woman in his high school). The film is entirely devoid of sex appeal, you could show it to a convention of Mormons. SPOILER ALERT Because it's so dumb and utterly lame, I am alerting anyone (who has seen the TV ads) that Vin Diesel does appear, in his role from the first film, for a few seconds at the very end. It's stupid and it's gratuitous, and it says something terribly sad about both this film, and Mr. Diesel's career (that he was able to be compelled to appear, even uncredited). This is a franchise with every ounce of the life juice sucked out. Here is hoping that they never, ever consider making ‘Fast & Furious IV’.",LilyDaleLady,2006-07-30,2006
10.0,Tokio Drift is a very good film,"For everyone who likes action and car films Fast and the Fourious Tokio Drift will be very good for you.
The story is well written and the actors are doing their job well.
In the film are a lot of car races.",jannisschlotmann,2021-03-14,2021
6.0,A slight departure for the franchise.,"When teenage road-racer Sean Boswell (Lucas Black, who is too old for the part, but hey-ho) gets in trouble with the law for a third time, he avoids a jail sentence by going to live with his father in Tokyo; there, he becomes involved in the drift racing scene, coming to blows with DK (Brian Tee), the nephew of a powerful Yakuza.Tokyo Drift gets short shrift from some Fast & Furious fans because it steers the franchise away from the US street racing scene and because it doesn't star series regular Paul Walker. While it might be a slight step down from the previous entries, being a little too teen-centric with its predictably troublesome high school protagonist, I don't think it's all that bad. As a fan of all things Japanese, I can appreciate the colourful Tokyo setting, the Yakuza storyline, and, of course, all those oriental cuties in extremely short skirts.Director Justin Lin, who went on to helm parts 4, 5 and 6 in the series, handles the car scenes with aplomb, each race shifting up a gear in terms of adrenaline-pumping action. Drifting—sliding the car around sharp corners at high speed—adds a new level of excitement to the action, with a mountain road finale offering plenty of nerve jangling, edge-of-the-seat moments. The film closes with the reappearance of a familiar face, paving the way for further instalments.",BA_Harrison,2015-12-20,2015
2.0,laughably stupid threadbare plot,"An incurable addicted-to-speed young racer, Lucas Black, escapes to Tokyo to avoid jail after repeated arrests for racing. He joins his father, (who is estranged from his mother), in Tokyo where he runs into problems with other local race-aholics. The young American vies for the attention of gal who is linked to local Japanese racer, and the two rivals for affection eventually butt heads. This is the extent of plot you get in this tire-screeching, attitude and hormone churning, low-brow flick, where almost every character seems to be suffering from some form of personality disorder, or is just plain stupid. Somehow, in spite of a glaring lack of insight or smarts, the protagonist, a refugee from high school ""shop"" classes where he learned to work on cars, seems to master the Japanese language effortlessly. The Japanese characters in the flick are equally repulsive, or more so, as most are no more than thugs, with our hero's Japanese rival wrapped up in a Yakuza (Mafia) family. The movie is just a ""loser to bruiser"" story, as the young American masters the Japanese racing style, with flashy fast cars providing the backdrop for our hero's transformation. The movie does offer a generous supply of laughs, but I don't think that's what the director and company had intended.",dmuel,2006-09-05,2006
8.0,"""Tokyo Drift"" Charts A Change of Pace","‘Better Luck Tomorrow’ director Justin Lin's ‘The Fast and the Furious: Tokyo Drift’ qualifies as a departure from the norm for a franchise. First, the action takes place in Asia instead of Los Angeles. Second, until the ending, we don't see anybody familiar. Although the hero is a misunderstood misfit, he isn't anything like the major characters in the previous films. Lucas Black plays a high school kid who is attracted to trouble, but he isn't a professional thief or a public servant. As Sean Boswell, he winds up in Tokyo and has to prove himself in an entirely different culture. Inevitably, our hero clashes with the nephew of a Yakuza boss played by the legendary martial arts superstar Sonny Chiba. Lin does a terrific job orchestrating some complicated action, especially the scenes where drivers drift. The drifting here, particularly during a town race, is breathtaking stuff. On the basis of its stunt driving, ‘The Fast and the Furious: Tokyo Drift’ ranks as a good movie. Of course, the Chris Morgan screenplay is shallow, but he fills the action with interesting characters. Lucas Black is terrific as the fish-out-of-water hero. Brian Tee makes a first-class villain as TK, while Sung Kang is appropriately laid-back and cool as a glacier. Superior stunts, adrenalin-laced races, and a sympathetic protagonist make this ‘Fast and Furious’ installment a breath of fresh air.",zardoz-13,2014-02-17,2014
7.0,"Silly performances (aside from Han's) but, wonderful drift scenes!","With great racing scenes, silly action scenes and generic performances, ""The Fast and the Furious Tokyo Drift"" offers what is more than necessary for fans of this franchise and fans in love with tuned cars.",prietoheitor,2021-01-16,2021
1.0,Worse than the worst movie ever,"We just saw this movie in Kansas City and to say that it was a huge disappointment does not begin to tell how bad it was. The race sequences were okay, but there is absolutely no point to the dialog or plot. This movie is unbelievably demeaning to women, starting with the blonde babe at the beginning who offers herself as the prize to the winner of the race between the Lucas Black character and the ex-kid from Home Improvement, and continuing with the Janet Jackson look-a-like who has nothing to offer but coy smiles and short skirts (not that there's anything wrong with that). What's worse is the fact that Lucas Black is cast as a 17 year old, when he looks like he's already in his thirties, and the Yakuza uncle character who looks like he's doing a very weak imitation of Don Fanucci from Godfather II. We were hoping for a little summer entertainment, a la Transporter 2, but what we got instead was too little action and too much posing. Whoever wrote the screenplay for this piece of garbage should be blacklisted from Hollywood. In fact, to say that this was worse than the worst movie ever gives it too much credit. It is the worst movie imaginable.",Santenza,2006-06-16,2006
7.0,"Action packed testosterone, cars and chicks. But don't try this at home. :)","I expected no less and no more than what I got: Vin Diesel, fully using his newly acquired love for Shakespearian acting, gives us a performance of style and finesse. Too bad that's only in the last minute of the movie.In the rest of the movie, hot head teenagers race for no other reason than adrenaline overdose, using top class Japanese cars in Tokyo. The story is pretty weak, too, but if there are people that get turned on by cars, this is a porn movie, and they don't really need a story.For a movie placed in Tokyo there was a suspiciously low number of Japanese actors with actual lines. The cute Asian chicks appeared only in a few scenes, then ""drifted"" away. Lucas Black, with the same accent he has 10 years ago when he played an annoying kid in American Gothic, has now a big pack of extra muscles and a winning smile.Conclusion: fast paced car movie, nothing else, really. A few free Japanese lessons now and then and a very peaceful representation of the Yakuza. And the disclaimer in the end felt so funny when my heart was beating faster against my will from the speed racing and it said ""everything was done in a controlled environment, don't try this... blah blah blah"".",siderite,2006-07-10,2006
