Rating,Title,Content,Author Name,Date,Year
8.0,Great great film!,"I gotta say, I love this movie, and the stunts are really amazing. Special FX include cars driving under speeding trucks and staying in control, plus a wheelie from a dodgy corvette.

Anyway the film was Dynamite!!!! The story of the lead guy being undercover and gaining the trust of the crooks is quite good but here it could have been better. There was one moment I will remember above all and it's the moment that I reckon was the most tense in the entire film. Most people won't remember it but I just happened to. Anyway I won't give any details but basically it's when he blows his cover to the lead crook. The look on the bald guy (Vin Diesel)'s face gave that scene more suspense than any other. But then it's just wasted after that.

The film ends with us perhaps not knowing what will follow but it's not hard to work out what probably would have done if it were continued a bit longer.

The acting was very good. That Vin Diesel bloke was criticized by a lot of people on this site but there's a bit where he talks about his dad's death and i thought he shined then. And the others weren't that bad anyway.

Overall the film is worth a watch if you're looking for a little action that's easy on the mind. Of course it goes without saying that if you like cars this film is for you.",cooper1-3,2012-03-19,2012
10.0,The legend that started it all!,"""The Fast and the Furious"" is a great, great action movie. Love Vin and most of the others, with the exception of Walker. You can see why they are working on Pt 6 now. Booyaaaaaaa!!! If you're into action and drama, then you'll love this movie. The racing scenes are very cool, and the in-your-face action keeps you on the edge of your seat. It entertained me throughout the whole thing, and I'd have to say the acting is a lot better than said by others to be.. The only one lacking to me, was Paul Walker, and, well, we've always known he wasn't much of an actor.. just a pretty face. However, the rest of the cast did an awesome job. I highly recommend this movie.",wayne-cook-326-133712,2012-03-27,2012
8.0,The one that started it all!,"""Fast and The Furious"" is one of those kinds of movies that polarizes people into two groups: those who loved it, and those who hated it. I happen to be one of the ones who loved it, I unlike many other reviewers, thought the dialog was written fine, Vin diesel is a good actor, and that a large amount of this movie's appeal is in how the car scenes are shot.

In a lot of movies, when they try to throw cars into the mix, you get bored, the shots are too centered, it gets boring, every time they race the cars here, the screen shakes and gives me (and anybody else who loved this movie) an awesome rush. All in all, don't believe what ANYBODY tells you about this movie, it's really the sort of thing that you need to see for yourself to know if you love it or hate it. See it for yourself and make YOUR OWN opinion.",judges-kell65,2012-03-28,2012
10.0,"If you haven't seen it, you live under a rock","This movie has by far the best acting in any racing movie I've ever seen. Vin Diesel plays his role extremely well in this film as well as Paul Walker (Brian Spilner) who acts as an undercover cop trying to bust Dominic and his street racing gang. This movie also has some of the best cars and probably the most cars I've seen in a street racing film. In almost every scene there's cars. The film takes a dramatic turn in the end which gives you a rush and thrill as if you were actually in the movie. All in all, I think this movie is perfect for any racing fan or car enthusiast however, it's also extremely entertaining and I think anyone would enjoy this movie.",hiddenwave93,2012-04-11,2012
6.0,good movie ruined by terrible actors.,I give this movie a six because it really is a pretty good movie. The story line is new and interesting and it is very entertaining in my opinion the actors just ruin it though. Paul Walker and Vin desiel can not act at all so everything seems so fake and unbelievable just because of them.This movie is about an undercover cop who goes undercover to infiltrate an underground street racing ring. Though as his friendships with these people grow closer and closer he slips from being a cop to being a criminal.This movie was still pretty good even despite the robot like acting of walker and deseil. Overall I still think its worth a watch.,deatman9,2012-10-21,2012
6.0,Too Fast & Furious for me,"We are all tired of fast cars as a central plot, but this is where it pretty much all started. The Fast & Furious epitomizes Racing Movies. Granted, they aren't my favourite type of movies to watch, but this one really hits the nail on the head.Foolproof storyline, star studded cast (for it's time) and of course, testosterone. Fast and Furious reeks of it, but I can only take so much. Yeah sure it was moderate action but, whether this was before HD or not, the way the cars looks when traveling at super speeds were far to fake for me. It looked cheesy and the green screen was obvious. Plus the acting of some of the cast was sub-par. I mean, who would of though that putting Ja Rule in a film would be prosperous. Mediocre at rapping, what makes you think he would be auspicious for a motion picture.I can't ignore the giant pink elephant in the room so lets get right to it. Vin Diesel. The bravado that follows Diesel in ever film he appears in is present here. In one of the ending scenes where Paul Walker's character reveals something shocking, the look that was given by Dom (Vin Diesel) was chilling in every sense of the word. He definitely out shined the rest of the actors. But Johnny Tran (Rick Yune)really surprised me. He made for a very compelling antagonist and I really wish he was is in the recent Fast & Furious'. All in all, you must see this revolutionary racing film. It has it's flaws but what movie doesn't? But what do I know I'm just a 15 year old boy.~Caesar Drake",y-a-z3689,2013-01-11,2013
8.0,The beginning of it all,"This is the movie that created a brand new mega movie franchise. Generally when there's movie franchises they make movies in the form of trilogies. But later this year when Fast and the Furious 6 comes out it'll be the sixth movie in the series which shows the level of box office appeal the series has to be able to pump out an average of 1 movie every two years is quite impressive. The only other series doing that kind of productivity with different directors on basically a once every 2 year rate is the James Bond series.Vin Diesel who outside of his other series Riddick movies generally puts out mediocre to bad performances was basically made to play the role of Dominic Torretto. Same goes for Paul Walker, normally when I see he's going to be in a movie I don't bother watching it. But somehow when these 2 guys get together in a movie about driving fast cars with hot girls it turns into a guilty pleasure.",Maniac-9,2013-01-18,2013
7.4423076923076925,Turn Off the Brain and Enjoy,"The Fast and the Furious (2001)*** (out of 4)Brainless but entertaining action film about cop Brian O'Conner (Paul Walker) who goes undercover to get inside the street racing crowd so that he can try to bring down a group hijacking semi trucks. He gets in good with Dominic Toretto (Vin Diesel) and his crew but of course they don't know his true identity. THE FAST AND THE FURIOUS isn't to be taken serious because if you did then you'd see one flaw after another in regards to the story itself. Like a lot of summer blockbusters, this one here has had way too many Red Bulls as every single scene is just over-the-top and has some testosterone going overboard. That's not to say this is a bad thing because there's no question that the film remains entertaining as a pure action movie as we're given some likable characters as well as some great racing scenes. I think most people are going to be coming to this thing for the fast cars and the various chases and this here is where the film won't let you down. There are some terrific stunt sequences, although I will admit that a few of them appear to be too much CGI and not enough actual driving. With that said, there are some great ones here including the ending, which I won't spoil here. It also doesn't hurt that we're given some characters that we can like even if I think the screenplay doesn't do a couple of them justice. Both Walker and Diesel are very believable in their roles as is Michelle Rodriquez, Jordana Brewster and even Ted Levine in his role. I will say at times it's somewhat hard to root for the main guys even though we do like this. This is especially true during the final sequence when the truck is being hijacked. Still, THE FAST AND THE FURIOUS is a fun ride as long as you don't expect some serious piece of art.",Michael_Elliott,2013-02-27,2013
10.0,A perfect 10...,"I just saw it for the thousand time, and it's still as good as the first time I saw it. Rob Cohen is a pure genius, he truly is. These movies are magnificently awesome and I'm going to tell you why. No Spoiler alerts I promise.Let's start with the basics. The script and plot is close to perfection. Everything from Action, comedic feuds, deceit, romance and amazing surprises. It has a little of everything and a lot of the rest.The characters' difference is brilliant. The background of them is hidden beneath the surface of someone completely different. They're just amazingly entertaining. They're personalities is even better. I can't say anything else because I'm out of words; speechless.The action scenes are incredible for a movie like this. I won't say to much about them though, but if you haven't seen it yet, do so. The first scene when you see how good Brian drives is good and when you see the spark he has, and how his driving improves throughout the movie; nice, very nice. The turning point is pretty good too, but you'll have to find it yourself because I am not going to spoil your movie-experience. The twists in the movie are good, and there is more than one as well. Everyone has secrets, and the secrets are what make this movie just as good as it is. Without the secrets the movie wouldn't be worth watching. OK, let's talk about the acting. First, Mark Vincent (or as you may know; Vin Diesel), I'm a big fan for a reason. There's never anything to say on his acting, so I won't even get into how amazingly amazing he is. So, the rest of them, I am a little iffy on their names so I am just going to call them by their character names. Brian, or the guy who played his role in the movie did a great job and so did Mia and Vince. There wasn't any bad acting in the movie, only good acting and some awesome acting.The mix of secrecy, trust and romance is pretty damn good. I'm running out of adjectives. So I'll just try and wrap this up and give you my concluding opinion and rating of this movie.This movie is definitely worth watching. I really and truly recommend you to watch this movie and its following movies. They are worth watching, ask anyone who've seen them they'll tell you the same. Personally I think it's great and awesome and so does my pal here who watched it with me an hour or so ago. For my rating, based on everything I wrote and didn't write, I give it 10 out of 10 stars. Why? I couldn't find anything negative about it and since I still enjoy watching after all these times I've already seen it it's probably worthy of a perfect 10.Rating: 10/10Thanks for reading my review. Good night, Bon soir, guten nacth, god natt y Buenos noches. Peace & Love God BlessJ.J.Shevy",Shevy1103,2013-04-13,2013
9.0,Start of a Franchise!,"Who would had thought that this movie that came out in the midst of the blockbusters for 2001 would think nearly twelve years ago that the producers of these movies would have a franchise on their hands. With four sequels! LAPD undercover cop Brian O Connor played by Paul Walker wants to bring Dom Toretta played by Vin Disel down. But O Connor is lured into the fast cars and Dom's sister played by Jordana Brewster! But as he and Dom form a reluctant than easy friendship over time. O Connor must choose and is conflicted at the same time between his duties as a cop and one that of a friend.

Really the movie shocked even the stars and that they are still at this twelve years later with a sixth movie coming out in the summertime!",ShelbyTMItchell,2013-04-17,2013
5.0,This movie is driving me crazy. It's an awful skid mark on film.,"The Fast and the Furious is just a movie with gas fumes of half-baked ideas for a popcorn flick. The movie is simple mindless full of hot chicks and fast cars. 'Petrolheads' probably did like it as it was the sleeper hit of 2001, and spawned many sequels. Still, the movie had mixed reviews, and in my opinion, they didn't go all the way in entertaining the kind of audience this movie was aimed towards. In the movie, there were few street races and not to mention the fact that the street racing element is just dressing for a bland, generic plot of thieves stealing commercial goods. If I went to go see a racing movie, and found myself watching a Point Break (1991) rip-off. I would be disappointed. The story goes like this, rather than having intense full-throttle action fun, awesome high-speed stunts, and full-on pedal to the metal intensity, the movie goes into another direction by having an undercover cop, Brian (Paul Walker) infiltrates an underworld subculture of Los Angeles street racers looking to bust them for stealing goods. He soon befriends the leader of the group, Dominic Toretto (Vin Diesel) and begins to question if he should turn him in, or let him free for one last ride. The movie is supposed to be fast and the furious, but it's not- it's slow pace like a grandma driving in the fast lace in the highway. The limit racing in this movie are over so quickly they're just boring as the movie puts countless amounts of filler scenes of talking that don't further the plot. There are unfinished sub plots. The movie spend all that time developing a love interest, and then you aren't going to let us know what happens? What the hell, movie! I know the movie was going to be for the low-brow, so I didn't expect a life lesson, I want to entertain. This movie was flat out lackluster. There's not enough action. The movie has a lot of flash, but the characters are dull and not interesting enough, with cars replace for personalities. That is, of course, with the exception of Toretto, who thanks to that scene about his dad and Diesel's performance, shines above the material. Still Diesel's acting is mediocre, at best. I presumed they were going to sell them off for upgrades to their cars and bikes, like Toretto was doing with his stolen goods. It's not made clear, though. It doesn't make much sense, either. The cars in the film are not that real to the real deal. Doing a wheelie while burning the the rubber on the rear tires of a 900hp Charger at the same time is simply not possible. First of all, don't expect any kind of realism from this movie. I was dumbfounded when the Brian's Honda floorboard came out of his passenger side when he used his nitrous boost and then his engine blew smoke. Next scene, after this, he picks up someone who was running from the cops with his car and drove away as if it's brand new. I didn't know Brian's puke green car came with a healing factor modified in his engine. What is with each of the ""underground street races"" have so many spectators on long streets block off. Not once, you think the police would just look for a large street block off and arrested them. The women in this movie are just drop dead hot, but it's weird for them to be hanging out at underground racing. I don't see many women there, at less not as hot as Jordana Brewster. The movie is supposed to be about Import-car racing which is a spectacle started by Asian American auto enthusiasts. How does ""The Fast and the Furious"" pay tribute to the sport's Asian American heritage? Make them the villains in the film. The movie has a lot of loud noises, and soundtrack full of the worst music artist at the time, Limp Bizkit and Ja Rule. The techno rock is a bit annoying. Like the 1955 film, The Fast and the Furious which is not based on, but took the title rights from, this movie is less for smart adults and more for kids who shell out money to pimp their car and add a 4"" diameter exhaust to it, thinking it's cool. Don't get me wrong, I love cars, but you don't see me endangering other drivers by driving fast illegally on city urban street. I like driving fast in the country side where it's less dangerous for other drivers. I think the movie glorified the illegal street racing way too much that it's a bit unhealthy. I think the movie is a bit far fetch from reality where most illegal street racers end up getting killed due to crashes or other car racers car-jacking your car before you can race. So it's not worth it. People like seeing cars go vroom and potential cause untold amounts of property damage. That must be it. Still, there are better movies than this. Go see the chase scenes in Bullitt (1975), the French Connection (1979) or Ronin. (1998). Even modern movies like Drive (2011) are better than this movie. If you have to watch the movies, go rent it, don't buy it. I wouldn't advice thinking too much into this, it's just mindless popcorn flick and also don't complain if you hate it, cause I did warn you about seeing it. It's still driving me up the wall.",ironhorse_iv,2013-05-15,2013
7.0,A good fast paced action film,"To go in and watch The Fast and Furious, it is a lesson in expectations as it is obviously not a masterpiece, and you should not expect it to be either. it does exactly what it says on the poster though and the film is fast and the action is furious.The story of Brian O'Conner (Paul Walker) who is a undercover police officer. Trying to breaking on to the Street racing scene. Through Dominic Toretto (Vin Diesel) so he can bring down a crew who are hijacking trucks. The thing with the film is that in a lot of ways it is terrible. I'm not a Rob Cohen fan, of all his films this is probably the best of his work in my opinion and only challenged by 1996's Dragonheart. In acting terms Paul Walker is a good looking guy but lacks real acting talent and charisma on screen. Vin Diesel though does have good screen presence, and at times I think is an underrated actor. The supporting cast is generally OK except for the insufferable and thankfully only in it for a short period Ja Rule, and the definitely not very intimidating Reggie Lee as the main protagonists henchmen.What is surprising and actually good about the film is that it does have a nice simple plot and develops the characters as we get to know about Dom's father and his childhood, and see Mia Toretto (Jordana Brewster) and Brian fall in love. The Car chases are decent and again are practical effects, which are better than CGI Green screen chases uses in some of the sequels. Praise also has to made of the final sequences involving the final hijacking, the chasing of some drive by shooters and the final race off. which were very thrilling and kept you on the edge of your seat until the end.I can't say i love this film, because i don't. But i did like it and enjoyed the ride while it lasted.",paulsrobinson,2013-05-21,2013
7.4423076923076925,"Hot Cars, Hot Girls, Hot Action, What more could you want?","I don't remember when the first time was that I saw The Fast and the Furious but it dosen't matter because it gets better with each viewing. This movie is filled with what guys want to see; Hot and fast tricked out cars, beautiful women, and kick ass action sequences. The world that the characters live in in this film is the world we can only dream of, to race in cool tricked out cars with dozens of beautiful women surrounding you and cheering you on. All of this is what I love most about this film but I also love the cast; Vin Diesal, Paul Walker, Michelle Rodriguez and Jordana Brewster all clinch their roles. If I were to pick my favorite cast member I would have to go with Michelle Rodriguez because not only is she a talented actress she is beautiful and bad ass in everything she's ever been in and this is probably my favorite role of hers. This is a movie were you really don't have to care about the plot because all the eye-candy and fun of this movie is the cars, girls, and action which is enough to pull you into the driver's seat. The cars are fast the action is furious and that's why this movie rocks.",daniel_velker,2013-05-22,2013
8.0,"The Start Of A Very Famous Fhranchise,","The Fast And The Furious is a great movie with a pretty good storyline and a cast that stay interested in their characters from start to finish,and some great car chasing scenes.This movie is the first Fast And Furious movie,and it is still going today,it is a very hit and miss film series,but the fifth is definitely the best one yet,and everyone has very high hopes for the sixth.Vin Diesel is the breakout character in this,he plays his character Dominic with great passion from start to finish,its hard to believe they did the second and third without him (with the exception of a brief appearance in Tokyo Drift).Fans of action movies and cars will get a great kick out of this movie.An undercover cop gets involved with a gang of street racers in LA in order to bust a hijacking ring,but he soon becomes close friends with the racers.",lesleyharris30,2013-05-23,2013
8.0,Fast & Furious Beginning,"This is first movie of the Fast & Furious franchise it has a solid plot and a nice finish scene which leave place for next movie. It's a great movie for all, especially for car lovers. Movie is full of tuned cars, hot girls and races. Old school street racing (1/4 of a mile, NOS in cars). Cars like Toyota Supra, Honda Civic and American classic Charger. It is nice treat for all car lovers. When you hear that engine sound and that NOS boost you just wanna get there and race. Racing and chasing is pretty much realistic. But movie is not all about racing it gives connection between main characters that will last trough other movies. It is very underrated movie. I rated it 8 cause of his lack of action. It has nice plot so you won't get bored at all but there is something missing. All in all I recommend this movie for everyone who is interested in cars you will enjoy it.",BearGlove,2013-05-27,2013
