,Rating,Title,Content,Author Name,Date,Year
63,8.0,"""Running ain't freedom. You should know that.""","Not saying this is my favorite because it takes place in Brazil, but it is my favorite one of the series for sure. You can tell that this is where the craziness started getting out of hand but at least in Fast Five they still balance it pretty well. My only minor gripe is that they didn't get actual Brazilians to be the bad guys and when they speak portuguese it is either bad or heavy ADR.",drewnes,2021-05-30,2021
110,10.0,Wow Great movie,Fast Five wow One of the best action movies with great stunts with cars This is the first time watching it this was insane I did not know it had this much stuff in this movie first I thought Prison Bus Break nope I was wrong still worked Dom does deliver in his performance amazing But Hob tho wow this movie just blows my mind Brian is the best in this movie I believe all the performances are great fast 4 walls missing some character elements I was hoping for first this was a prison bus break turns into them being on the run for breaking dom out than they go for the drug dealer that has 100 million dollars And the action is so good it is crazy what we can do nowadays it is nuts I do like we got out of the just racing in fast and furious I think the first 3 movies are meh than 4 I really like than 5 is the best one of my fav franchises for fun action and stunts with Great Characters So I give Fast Five An A+,projectsgamer,2021-05-31,2021
10,10.0,The best movie in this saga!,"Wow i love that movie. I watched a lot of times ,,Fast Five"" and it's the best in this saga.",hristokasabov,2021-06-10,2021
33,10.0,Fast Five has a great set of characters and is action packed from start to finish - My Ultimate Review,"Fast Five or Fast & Furious 5: Rio Heist as it's also known as, it's the third Fast & Furious film Justin Lin have directed and it's once again written by Chris Morgan. This installment gets the franchise to the action and roots that made me fall in love with the Fast films, gripping and suspenseful action sequences that make you sit at the edge of your seat. The focus on heists is the right move, they make it brilliant and entertaining, how a box office hit should be and succeeded. I won't lie the logic in these movies disappear more and more but they are entertaining. Having this movie take place in Brazil and Rio was an excellent choice. Also the cast and likeable characters are all memorable. Justin Lin's direction is one of the highlights in Fast Five, absolutely amazing. Chris Morgan's story and script is a huge step forward than the previous film, he did a great job. The dialogue was at times below average but I don't mind bad dialogue if the characters and actors execution is good and they are.Fast Five continues where the previous film left off. It follows Dominic Toretto, Brian O'Conner and their team as they plan a heist to steal $100 million from corrupt businessman Hernan Reyes while being pursued for arrest by U. S. Diplomatic Security Service agent Luke Hobbs. The ensemble cast has Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Matt Schulze, Sung Kang, Tego Calderon and Gal Gadot. The new additions are Dwayne Johnson as Luke Hobbs, Joaquim de Almeida as Hernan Reyes and Elsa Pataky as Elena Neves. The new cast members are appreciated and so is the returning cast.On the technical side of things, they really outdid themselves. The quality have gone up on every aspect, sound editing and the whole production. The editing still amazes me, action sequences and non action ones. The pacing is fast and fits perfectly with the film. The cinematography have improved too, I still love the camera work and how they edit the car sequences, truly masterly done by them.What I truly love about this film is how they use practical effect and all the stunts, Paul Walker did all of his stunts and I'm sure Vin Diesel did too. The stunt involving the flatbed truck slamming into the moving train was filmed practically, if I remember correctly the last sequence involving the bank vault was also done practically or at least most of it. The action feels real and it's thanks to the stunt coordinator and stuntmen.What the Fast Saga does well is that it never slows down, movies about cars should only get faster and Fast and Furious will never slow down. After many viewings, I still love this film. Dare I even say that it's one of my favorite action films.",Holt344,2021-06-11,2021
7,10.0,Running Ain't Freedom,Fast Five is hands down The Best Fast & Furious Movie it's a lot of fun never takes it's foot off the gas the action is amazing I loved it I highly recommend the Extended Version.,jasonmichaeldickinson,2021-06-25,2021
51,10.0,Fast Five,"Amazing! This is the best Fast and Furious movie out of the first five. In a way, it was the culmination of the first 4 movies before it. Dom, Brian, and Mia are on the run in Brazil after breaking Dom out of a prison transport. They then decide to do a job with their old friend from the first movie, Vince because they need the money. The job goes wrong, and Dom, Brian, and Mia find out the one car they got away with has a chip that holds all of the info to where a billionaire holds his money. Dom, Brian, and Mia plan on stealing it, but they need a team. They recruit Roman, and Tej from 2 Fast 2 Furious, Han from Tokyo Drift, and Fast 4, and Gisele, Leo, and Santos from Fast 4. A lot more happens, they get Luke Hobbs, and Elena, two cops on their team because their team got murdered by the billionaire's men. Their job then got harder, but in pure Fast and Furious fashion, they end up pulling it off with an amazing chase through the streets of Rio with a safe attached to the back of their car destroying everything in sight. It is exactly what I expect from the Fast and Furious movies, and they did it better than ever in this one. Another thing I liked was how they decided to make the theme of this movie a heist. The first three all stayed with the street racing theme, the fourth changed a bit to drug smuggling/revenge, and this one was a heist.

This was the best movie in the series out of the first five and it isn't even close. I recommend this to anyone who wants to watch it even if they haven't seen the previous movies because this movie was action packed beyond belief.",kaden_lewis,2021-07-04,2021
107,8.0,Great mash up - cars and a heist,"You take the original team, add Dwayne Johnson and a heist, and you've got another great movie. Lots of action, cars+, but still the right amount of heart and familia. I give this film an 8 (great) out of 10. {Action} watch through to the end of the credits - a promising return.",nancyldraper,2021-07-10,2021
59,10.0,A Masterpiece,I fall in love with all this whenever I watch any movie in this series.,kamleshsharma-62519,2021-07-15,2021
60,8.0,Smarter and Better,"The Fast and the Furious films just keep getting better. Straying away from the street-racing scene was one of the smartest decisions the producers could have made. By focusing more on heists and espionage, this film breathed new life into a tired franchise. While some of the over-the-top action sequences were unrealistic and laughable, the film was still rooted on the core purpose of family and freedom.",jace_the_film_guy,2021-07-16,2021
52,9.0,Better than I expected,"Fast and Furious 5 is probably the best of all Fast. With it's elaborate and much more thoughtful action scene, you won't see the time go by. Despite the same cliché that comes up in each film, an unexpected ending would bring the film to an exceptional end! Although many shout that fast and furious has no story, my answer is that despite all the waiting and unlike the other furious, this one we can listen to with our brains.For teenagers and adults in need of strong sensations!",nourytourangeaualexandre,2021-07-22,2021
78,8.0,Best of the series so far,"I say so far because i havnt seen 6-9 yet but based on the series up to this point this is my favorite. Loved the characters, the story was awesome, good humor, it kept me intrested from beginning to end.",jeremyrhess,2021-08-01,2021
18,7.0,Fun,"Although it is exaggerated in terms of action, this series has always been funny and entertaining, and the 5th one is one of the more fun I have.",jack_o_hasanov_imdb,2021-08-07,2021
101,10.0,F & F 5,"Dominic, Letty, Brian & Mia, A crew that became FAMILY! Fast cars, beautiful girls and a safe... Remember the safe...",TharsheyN,2021-08-10,2021
108,8.0,As Good As It Gets!,"Saw this in cinemas back in 2011 & remember the film fairly well (its has been 10 years since I saw this last!) but re-call the ending well!

The film follows Dom & Brian on Heist Mission traveling from country to country while being pursued by Federal Agents & trying to avoid them!

I found the film to be pretty good! As with the previous films it's entertaining if not more as the 5th entry is when things really start to get bigger in terms of story, characters & of course, action!

The eye candy is great as always as with the creative action sequences which again this 5th film starts to mark after the 4th entry! I think each sequel seems to never disappoint & this is an example!

Overall, it's a great action flick to the F&F Franchise!",vengeance20,2021-08-12,2021
99,8.0,Keep em coming.,"Fast Five just keeps the saga moving, the acting is great with the rock finally tagging along and the end credit scene is just a mind blower. This movie sets the saga in motion and the movies keep getting better.",aingmire-26563,2021-08-17,2021
28,9.0,ADRENALINE OVERLOAD!!,"This is my favourite of the Fast and Furious films to date. After busting Dom from prison Brian and Mia go on the run and take on a job set up by Vince who hasnt been seen since the first film that goes sideways and are hunted down by not only by the Brazilian mob boss Reyes but Detective Hobbs. The guys turn the tables by plotting a mass heist of all Reyes money and we get intoduces to some new characters and some old ones from spin offs. The races and stunts, the characters and just the plain over the top nature of this film fills up a couple of hours wonderfully.",patches89,2021-08-19,2021
37,10.0,My Favourite Movie,"Amazing Car Chase, Stunts, Bank Safe & Lots of Street Racing, Action & Great Actors, Etc. Love it.My Favourite Movie, Enough Said. 10/10.",vipboss,2021-08-25,2021
6,10.0,My favorite!,"This is hands down my favorite Fast & Furious movie ever made. The plot is the best on my opinion, and the characters make it all the better!",AnnaPagrati,2021-08-28,2021
46,4.0,Terrible,If you want to waste your time with nonsense action scenes and terrible social messages this film is proper for you. Enjoy.,emremirza,2021-09-04,2021
111,8.0,A Much needed rejig for the franchise,"Fast Five aka Fast & Furious 5 or Fast & Furious 5: Rio Heist is a heist action film directed by Justin Lin and written by Chris Morgan. The film stars Vin Diesel, Late Paul Walker, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Matt Schulze, Sung Kang, Tego Calderon, Don Omar, Gal Gadot, Dwayne Johnson, and Joaquim de Almeida.The film is the fifth installment in fast and furious series.This film is one of the best film of the series and with the introduction of Dwayne Johnson has gave the much needed boost to the series and also the credit should be given to makers by instilling new life in the series by introducing heist along with some car chases as the car racing were getting too monotonous. This step had not only increased the viewers base but also leased a new life in the franchise.The plot and the screenplay is flatly predictable but is still enjoyable, the funny scenes here and there will keep you entertained and the fast paced screenplay will keep you engaged.The stunts and action in the film is marvelous and few of the action scenes and stunts can be called as the major highlights of the film.Acting is good to decent and almost all the characters were honest and dedicated to their character, the only drawback which i felt was that the character of the antagonist in the film was not cooked properly or was under shadowed in the hoard of another actors. This role should've been developed more precisely and if they would have done the film could've been more grand, but sadly in this film the villain looked too week and isn't memorable.Climax of the film is also predictable as it's plot but is very entertaining and gives a satisfying pleasure. If you are a fan of fast and furious series or if you are a fan of heist series then this is the film for you. A much needed rejig for the franchise and eventually saved the franchise.",sauravjoshi85,2021-09-09,2021
64,10.0,one of the best furious movies ever made,"Here we have thrill, fun , nice girls, jokes and action scenes that are really good, and filmed in real world(the vault scenes and the train scenes are really great) so i can say, watch it and enjoy it, you know you will like this movie if u like action movies with real stunts and alot of jokes.",Cinema2kMendoza,2021-09-20,2021
4,5.0,The Fifth Time They Pull Their Last Job,"Vin Diesel is broken out of prison by the usual gang. With Dwayne Johnson in hot pursuit, they head off to Rio De Janeiro, where they steal some hot cars in the first practical effects showpiece. They turn out to belong to druglord Joaquim de Almeida; they discover he stored all his extensive papers detailing his evil empire and a hundred million dollars in cash in one of the cars, as one does, and decide to steal that for the second big practical effects showpiece as yet another last job they'll ever do.There are some fine performers here, but the cars are the real stars, and more work is done to make sure you can hear the engines than the dialogue. No one in the intended audience has ever heard of a muffler apparently. Still, the things they put these cars through is astonishing, if you like that sort of thing. Given that it has taken me ten years to see this hit movie, should give you an idea of how I feel about the matter.",boblipton,2021-10-16,2021
13,7.0,Movie moving into the new direction,"This is the first movie that turns the fast franchise into the movies we know today with how the crew acts. I like these movies because they're fun and who can't be happy with The rock, Paul and Vin just driven and kicking ass. I like the new direction they took with these movies up until number seven. After they lost Paul it did go down hill but they're still fun.",bosimmons-44782,2021-11-30,2021
16,7.0,On the Riun There,"Ex-cop and FBI agent turned fugitive Brian O'Connor and Mia Toretta the latter two a couple there as that they helped Dominici Mia's older brother out of prison. As now fugitives on the run.

And that Dwayne Johnson and his men that are in Brazil to bring the three to justice. While the three want to live on money that with the corrupt authorities there to steal.

In two cars that both Brian and Dom drive in safes to get them but they have to stay in Brazil in order to not return to the USA due to being wanted fugitives.",shelbythuylinh,2021-12-13,2021
119,10.0,Hamko Hamo,"Dom and Brian travel from one country to another, trying to throw the authorities off their scent. Now they have to bring their team together one more time while being chased by a federal agent.",hamkohamo,2021-12-14,2021
14,7.0,From racing into heist.,"The fifth installment puts several gallons of gas in the tank of this car-crazy franchise. Fast Five (also known as Fast and Furious 5 outside North America) is primed to equal if not better the $71 million opening weekend of its 2009 predecessor. Director Justin Lin, back for his third go-around, opens it up in top gear; a mere 30 seconds elapse before the first screech of tires rent the air. The film is set in a much grittier Rio than the recent screen version populated by animated birds. This is the most expensive installment yet and it's clear the budget wasn't used on acting lessons for the cast.Dwayne Johnson appears to be having fun with his overzealous staccato delivery. Walker and Brewster are as one-dimensional as ever, even while harboring a little secret that may see us lumbered with a future instalment titled Fast and Furious: The Next Generation.",Mysterygeneration,2021-12-21,2021
81,9.0,poky,"Enjoyment from these movies since they began, and I'd heard good things about this movie; how it had less CGI, how it was bigger, better and more intense as an action flick. Well, the good news is that it feels fresher in that it veers off in a slightly different direction in that it's.",abbadindiaguy,2021-12-28,2021
113,5.0,"Good action, bad story development","It is the fifth part of this saga and the same problems continue.The story is not good, it is full of conveniences and inconsistencies, although the special effects improve a lot and the action is good. Without much else to say, this movie is better than the last ones but the development of the story still doesn't convince me.",isaacochoterena,2022-01-06,2022
117,8.0,Beautiful film,"Take 5))) Edited))) I found a scythe on a stone, but our scythe will mow down any oblique :))) IS there NO spoiler here or are you reading between the lines?All the previous parts of ""Fast and Furious"" were just a rehearsal before the killer fifth part.Today I have for you the coolest movie of all ""Fast and Furious"", which is definitely superior in terms of the dynamics of events, the stellar composition, the intensity of passions, special effects and simply insane races of Dominic Toretto and Brian Oconner, what they did in this series, in my opinion, it is probably simply impossible to surpass! I have not seen such a drive in any of the parts of ""Fast and Furious"".",kirillchugun,2022-01-19,2022
104,10.0,you will not regret the time spent,"The film that started the new series of ""Fast and Furious"" films, ""Fast and Furious 5"". The film that brought together all the beloved characters from the previous films into one huge ensemble. Add to that Dwayne Rock Johnson, and you have arguably the best thing ever in the franchise. I had a hard time choosing which of the F&F movies is the best/my favorite. 5, 6 and 7 are all great. They know exactly what type of movies they belong to and what type of movies they don't. Perhaps ""Fast and Furious 5"" ranks first for being the first to truly embrace the ridiculousness of the franchise. Even the previous film sometimes felt a tone deaf to the script. However, ""Fast and Furious 5"" takes the series to a whole new level in terms of tone, characters and even genre. In many ways, it was a mild reboot of the series. Essentially, the characters became superhumans with qualities they didn't have before. As far as I'm concerned, Tej has never been a technical genius, Mia has never been able to hack into police scanners, and Roman has never been afraid of anything. All of this was added to serve the story they wanted to tell in Fast and Furious 5. And you know what? I'm totally fine with it. A soft reboot is exactly what these movies needed. If that's what we need to make sure the characters pull off a crazy heist and have a lot of fun? I'm all for it. The Rock (aka the Viagra franchise) adds another layer to the movie. Gone are the days when Dom and Brian attacked each other. Now 260 pounds of pure muscle haunts the whole team, and it's worth it. Not only is it mind-blowingly entertaining to watch Diesel and Johnson fight, Johnson brings a lot to the role of Hobbs. These movies have always sought to create an internal code/moral for each character, and Hobbs' code fits perfectly with and confronts Dom's code. Apparently, this role was originally intended to be played by Tommy Lee Jones, but I can't imagine anyone better than The Rock. Like the previous film, ""Fast and Furious 5"" does a great job of recapturing old relationships, developing new ones, and doubling down on the action. This series is half about family and half about how crazy every stunt and action sequence can be. By this point, they've pretty much abandoned street racing in favor of heists, and it works. Heck, even the one time they have a ""race,"" it happens behind the scenes. The Fifth Fastener is the epitome of what the series has become, and I'm not sure any movie could match the incredible pacing and infectious chemistry between the ensemble members. +Turn on the Rock +Dom vs. Hobbs +Double the emotion and action +Mild reboot serves the series well -Even if some of the character changes don't make much sense.",jibiw-05244,2022-01-19,2022
84,8.0,Impressive sequel,"While the emotion is lacking in this movie, it makes up with amazing race scenes and good comedy, it also does good in building off the 4th movie and the new characters are all funny and developed really well, plus the post credits scene gives us a good cliff hanger for the next movie, so a very good movie, but lacks emotion.",thesterlingweaver,2022-02-27,2022
98,10.0,first time to see it,When I first saw this movie is so excited that the words can't be put together because each scene is fun and exciting all the time. The overall composition makes this movie very good. And it makes me want to watch it again and again. Both the performances of the actors who performed very well. Can send out all the emotions of the characters and proceedings that answer all questions and fun throughout the story And if you're hesitating about whether or not you should watch this? I can only suggest that you should watch it. Because it's so fun give every emotion.,wwongsorn,2022-03-06,2022
38,10.0,One thing i have to say!!,BEST FAST AND FURIOUS MOVIE EVERRRRRRR!!!!! One of the best most exciting action movies ever!!!!!! The entire movie is amazing and i love the ending as well!!,adysonriley,2022-04-30,2022
26,6.0,Flawed but still an improvement,"This was definitely the best entry in the franchise at this point. That doesn't mean that it blows the other films completely out of the water, just that this was better executed.",eadiony,2022-05-02,2022
8,10.0,Awesome movie,I was 12 years old when this movie came out and this was one of my favourite franchises. When i saw the trailer I wanted to go see but never did . Later my friend of mine gave me the whole movie in pendrive and I was able to watch this masterpiece.,saniyasoni-32451,2022-05-20,2022
31,7.0,Almost good,Fast Five is the first enjoyable film of this series in years. It was such a step up and very entertaining but with that being said... the last act was so ridiculous and unrealistic that it takes you out of the movie.,natv-20534,2022-08-01,2022
32,7.0,Racing fades into the background.,"Fast Five. Racing fades into the background. It is probably from this part of the Fast & Furious series that they move from films about racing to action films. But it's still insanely spectacular and some scenes even fascinate the eye. New and old characters fit well into the new story and are in excellent contact with each other (throwing jokes to each other or comparing who has a car faster). Musically, this episode was not so memorable, except for ""Danza Kuduro"" by Don Omar and Lucenzo, no other song comes to mind. Speaking about the plot, it is not as interesting as it was in part 4, and the plot ""we need money and we will rob a rich uncle"" does not go very well.",kelvinselimor,2022-09-02,2022
103,8.0,"Fast Five brings the action, beloved old characters, exciting new ones, and a whole lot of fun to the Fast franchise and the heist genre.","Fast 4 and Fast 5 are the best of the Fast & Furious franchise. Fast 4 redeemed the series after the failure of Tokyo Drift by bringing back Vin Diesel and the cast and family of the first film. Then Fast 5 expands and adds to the crew with fan-favorite characters from across the series, including Han (Kang), Roman (Gibson), Tej (Ludacris), Gisele (Gadot), and more. The Toretto family plans a massive heist to buy their freedom but hot on their tale is Dwayne Johnson's Hobbs, a perfect foil to Diesel's Toretto. The face-off between these characters is epic! Fast Five's bonkers action is a little more grounded than later entries, but it's still outrageous fun. It feels kind of like The Italian Job, directed by Michael Bay. Fast Five launched the Fast Franchise into another decade of insane stunts and stories with great characters and commitment to embracing its cheesy awesomeness.",Paragon240,2022-09-17,2022
40,10.0,The Fast and the Unfaithful,"Fast five, the 5th movie from the Fast and Furious Franchise follows the lives of criminals who consider themselves family. This movie holds a worldly perspective of passion, loyalty, and what it means to live life on the edge. From a Biblical worldview, it is obvious to say that the lives these characters live are not godly one's. Choosing violence, committing multiple felonies, immorality, and drinking. They are not on a path of righteousness. 1 Corinthians 10:31 says, ""So, whether you eat or drink, or whatever you do, do all to the glory of God."" Saying grace over a family meal is one thing, but professing and glorifying God through one's actions, speech, and the people they follow, attest to whether one is pursuing a godly lifestyle or not. As seen in the movie, prayer before a meal becomes the means to their profession of belief. Prayer to God before a meal and having fellowship with family is a great thing; however, their life is inconsistent. Is the movie cinematically well done? Absolutely! Is the movie portraying or promoting a Christian worldview? No. I hope this review is helpful for anyone curious!",mercedesmontoya-12649,2022-12-07,2022
83,9.0,Everything You Want In This Genre,"This movie takes everything that was exciting and thrilling about the previous installments and brings it all together and even in many ways elevates it. The start isn't anything too spectacular , but the moment they bring all of the characters together for the mission is absolutely epic. Sometimes when franchises try to merge characters from one movie with another it is clunky and underwhelming, but all these characters truly come together to form a family. The dialogue is fantastic and the comedy is on point. Every character is used in a way that allows the film to progress nearly without flaw.The only downside I would argue is that the villain was extremely average and checked every box off as a caricature of the corrupt, money laundering, South American organized crime leader. Still, the fact the movie was as fantastic as it was even with a middling villain proves how fantastic it truly was.",ThereelscoopwithKK,2023-02-28,2023
0,8.0,Still the best of the bunch!,"Yeah out of all the movies, this one still stands as my favorite! It basicly have everything you can ask for from a Fast and Furious movie!This movie Feels like the finale movie in the series, as it brings together our favorite characters from the previous movies, in the current timeline! It is over the top, but not as much as the later entries! The plot is also easy to understand, and not overly complex!This is an easy to enjoy action packed thrillride, with emotional, satisfying and intense moments! The last part of the movie is just bonkers and i LOVE it! The movie introduces ""The Rock"" as Luke Hobbs, whom is my favorite antagonistic force in this series!Overall this is just a solid action-movie!",and_mikkelsen,2023-03-18,2023
67,8.0,A Very Good Addition To The Franchise,"The fifth installment of this fun franchise.This time the action moves to Brazil, where we follow Dominic Toretto and the other characters as they try to rob a powerful criminal. Some new characters enter the story, such as Hobbs, played by Dwayne Johnson. His character is a fun addition to the franchise.The scenography is good, the soundtrack could be a little better, but it's not bad. The characters are over the top, but that's what's fun about this type of movie.A combination of action, humor and a fun story, this movie doesn't try to be something it's not, this is a movie that wants to entertain us.It is excellently directed, the car chase scenes are interesting, fun and look great. The film is filled with action scenes, car chases and gunfights.This movie is made to entertain the viewer and it certainly succeeds in that.",dk777,2023-03-24,2023
48,10.0,The Road To Fast X,"Fast Five is the Best Fast & Furious Movie and the most action packed installment in the series I love how it picks up after The Events of Fast & Furious
I mean come on this one has every thing you could want in a Fast & Furious movie action story heart soul and one of the best stuns ever
Of course we get introduced To Luke Hobbs who of course is the best villian that this series has seen I did like how this was call back to the Events of 2Fast 2Furious that at least was cool
Yes thie one has aged very well
A+
Every Friday we will be reviewing Every Fast & Furious movie leading up to Fast X
The Road To Fast X
The End Of The Road Begins.",jasonmichaeld,2023-03-31,2023
25,7.0,As A Whole Fast Five Was An Ok Fun And Entertaining Installment Despite Being The Weakest In The Franchise So Far,"It's hard to dislike Fast Five because the whole teams are back now, Han, Gal, and especially the likeable funny Tyrese who hasn't appeared since 2 Fast 2 Furious, those fun are unfortunately comes after the first weak and uninterested 40 minutes of the film, which wasn't garbage but i can absolutely skip it, Dwayne Johnson was a fine added, his fight with Vin Diesel was pretty exciting, the cop girl, Elena played just horribly by Elsa Pataky, the last action was a bit too long, and i also do think if it's not because of the team and it just another mission by Dom and Brian only it will not work, so Fast Five was definitely carried by the returning team, in terms of entertaiment i do mostly entertained, performances were also fine mostly, the rest of 90 minutes of the film was pretty good, as a whole Fast Five was an ok fun and entertaining installment despite being the weakest in the franchise so far.",HabibieHakim123,2023-04-13,2023
