Rating,Title,Content,Author Name,Date,Year,Sentiment Overall,Negative Score,Neutral Score,Positive Score,Overall Percentage Score
2.0,"Boy, oh boy, did this suck.","This is one of the worst movies I've ever seen.  I didn't want to see his movie, but my friends really wanted to see it bad. It was sold out, but we got into the 12:15am show time and the theater was packed! AT 12:15!! I don't understand what the appeal of this movie is. A bunch of fast cars? Fast cars does not a good movie make.The dialogue of this movie was terrible. There wasn't anything interesting said the whole time.  My friends (who LOVED the movie) tried to defend it saying that they talked like real people talk. Well, if I want to see real people talk I'll go to the barber shop or something; somewhere where I don't have to pay $8.25. Such lines as ""It doesn't matter if you win by an inch or a mile, winning is winning."" and ""I'll have the tuna fish,"" are the most memorable, and believe me they really sucked.The plot hardly got in the way of the blatant attempt to make a movie just for the reason of a bunch of cars going really fast. And audiences couldn't WAIT to see a bunch of cars going really fast. Maybe these people should watch NASCAR or something, then they won't have to worry about ignoring some piddly plot. If you want to see a GOOD movie with cars see Bullitt.Who hired these actors? ALL of them were terrible especially Vin Diesel who sleeps through the movie. My guess is they spent so much money on the cars that they could only afford to hire fifth rate actors.I gave this movie a 2 out of 10. The only reason it didn't get a 1, is because of the cars, if the scenes with the cars were surrounded by something that didn't make me want to ride the bus from now on, then maybe it could've gotten a higher rating.",hydrofuzz,2001-06-23,2001,Positive,0.077,0.792,0.131,0.975
10.0,The Ultimate Summer Movie,"I just back from seeing The Fast and the Furious and i have to say i have never been so pumped after seeing a film. Keep in mind from the moment i saw the trailer for this film i wanted desperately to see it. It had fast cars, Fast girls, and it guaranteed some pretty cool action sequences. Needless to say that i wasn't disappointed and this has made my list of best movie of the summer so far.The plot in this film is pretty basic. A undercover cop named Brian(Paul Walker) is sent to get the inside scoop on a group of street racers who may or may not be smuggling equipment from pick-up trucks. The street racing team is lead by Dom(Vin Diesel). Brian however begins to fall for Dom's sister Mia(Jordana Brewster) and things begin to become truly complicated.Why is this the ultimate summer movie? You can go into this film with no expectations and be truly entertained. It's mindless fun so to speak and it's a good way to spend 90 minutes. I enjoyed every minute of this film and as the title promises there is a lot of Furious action.The racing sequences are done really well and are the best i've seen in a long while. There are some good camera shots and camera angles and these shots make the races even more exhilarating. The best sequence has to be towards to end that involves cars and one big pick-up truck.The acting is also pretty good. Vin Diesel is going to be huge. He is a very commanding performer and he alone carries this film acting wise. The same can not be said for Paul Walker who is very flat. I said this before in my review of the skulls the guy needs some lessons stat. The girls are really good in the film. Jordana brewster displays the sensitvity and sensuality that is needed to portray her character and Michelle Rodriguez as dom's girlfriend letty is just one big ball of sass. i loved this character and i wish she could've been in the film more.All in all a good summer movie. i'm sure you won't be disappointed.",MissCzarChasm,2001-06-23,2001,Positive,0.04,0.76,0.2,0.9965
6.0,"Great Cars, Cool Stunts, Bad Movie","I attended an advance screening of ""The Fast and the Furious"" with high anticipation. Here, I thought, is my cool sexy action movie for the summer. I was looking for pure entertainment with just a thread of credibilty. What I got was a lopsided movie with great cars, amazing stunts, crappy acting, and bad editing. If one-fourth of the attention given to the cars had been paid to the acting and the human film story, the movie would have been just fine. Unfortunately, this was not the case.First of all, this movie really reminded me of Point Break with Keanu Reeves, only instead of surfing, street racing is the centerpiece.Both stories are completely improbable. Both stories involve green cops sent to infiltrate gangs of thieves who use the loot to fund their expensive hobbies. In both films, the hero jeopardizes his case by gaining a dangerous level of respect for the charismatic leader of the band of thieves.  The big difference between the two films is that while Point Break works, The Fast and the Furious does not. The failing point of this film is the lead actor. Paul Walker is the sucking-chest wound of this movie. Yeah, he's pretty, but he completely unable to emote or communicate anything about his character. Even in the presence of excellent actors like Vin Diesel and Ted Levine, he is like a plank of wood. Jordana Brewster isn't too pro either. All the other actors(including Michelle Rodriguez)do a fine job.
Had the basic criteria been met(competent lead actor, clean editing), The Fast and the Furious could have been great. As is, it is moderately awful.",labebe,2001-06-23,2001,Positive,0.083,0.766,0.151,0.9565
6.0,Good and the Bad . . .,"Ya know when you have a film that borders on A & B yet just cant quite make ups its mind? Thats my fast take on this high octane red line effort. Especially if your a youngster into the whole car group racing thing, then your gonna 'Love' this film. Yet if you look deeper to the qualities that make an all around good film, then you'll be a bit dissapointed, yet still you will be entertained. The best part about this film to me was watching for the first time, actor 'Paul Walker' Being a cross resemblance of Timothy Hutton and Rob Lowe, Paul Walker is an actor I'm keeping an eye on. Though I've never seen him, this Southern California native is no stranger to acting and will have me viewing some of his past work. The directing and some of the writing was a bit adolescent yet at times (such as during certain action/race sequences), it made good quarter mile time. No, not a waste of money, especially since finding Paul Walker, yet not a film Vin Diesel should hold up to the light. Worth the watch, worth the video rental, yet it wont be in my collection.",FilmFan777,2001-06-23,2001,Positive,0.026,0.854,0.12,0.9573
6.0,"Big, dumb, fast and fun","Big dumb fast and fun.I was talking with a friend of mine who is into customizing cars  - he has a gorgeous Honda Accord that has a new addition every time I see him - when I saw the first trailers for this movie.  We agreed that there would be some great cars, gorgeous women, awesome racing sequences and people condemning the film for irresponsibly promoting street racing.  All our suspicions proved correct, but most surprising was the lateness of the negative publicity for the film - I didn't see an article until today (interesting side note, the author had been cruising the international custom car bulletin boards for weeks trying to get interviews, but no one would bite). 
Blond haired blue-eyed Brian Spindler is sent to find the people responsible for several precision big rig hijackings.  He searches for his quarry among the street racing gangs of LA, where he meets and tries to ingratiate himself with Dominic Torreto, the prince of the racing set.  Brian soon finds himself in the middle of a bubbling gang war, and is being pressured by his superiors to get a bust. Things get complicated when Brian finds himself falling for Dominic's sister and at odds with the other members of Dom's crew.  But just when he thinks things can't get any worse, Brian gets an unpleasant surprise.I'm not going to rave about an intricate plot, zippy well scripted dialogue or in-depth character studies, because they simply aren't present, indeed there are several laughingly bad lines, and the acting is generally subpar This film is about action, and the sequences are some of the best to grace the movie screen  in a long time:  the driving is phenomenal, that stunts are amazing (no digital enhancement here) and the cars are very impressive. Although the film is a little over the top in some aspects - not every car customizer uses Nitrous Oxide or races their cars (most would be terrified that they might scratch or god forbid crash, their cars)- I think they have managed to capture the spirit of this unique subculture.   The acting is definitely a mixed bag.I've enjoyed Vin Diesel's roles, even though I've not been that enamoured of the films he's been in.  In a recent interview, he explained that he's drawn to anti-heroes as he finds them more interesting than the white shirted good guys, and I tend to agree with his observations.  As Diesel recently stated, Dominic is a man of his word, who believes in honor, but happens to ""live outside the law"" and his is the only character that is adequately fleshed out in the film.   Paul Walker plays Brian as possibly the most inept undercover cop to grace the screen - the only way he could stand out more in the group he's trying to infiltrate would be to wear a Village People costume.  Donnie Brasco he ain't.   This is exacerbated by the fact that Walker's portrayal is virtually bereft of any real emotion, and his soulless delivery of several corny lines renders them even worse than they were written- quite a feat.  The biggest disappointment for me was the waste of Michelle  Rodriguez - who distinguished herself in ""Girl Fight"" - whose soul purpose is to linger on screen and scowl.  A tremendous waste of a valuable commodity.If you're looking for a punchy matinee, without a lot of dialogue or plot to get in the way, settle in for the ride.",Shiva-11,2001-06-23,2001,Positive,0.093,0.766,0.141,0.9816
7.0,"I Wanted To Hate This Movie, I Really Did","As much as I tried to hate Fast/Furious (and believe me, I did), I found it impossible to do so. Leagues better than Driven, and even more exciting than Gone In Sixty Seconds, this movie has genuine suspense, an engaging plot, good character development for at least Vin Diesel (who, by the way, does a great job), and is just all-around good entertainment. I have a confession to make...I told people this movie was going to suck. Fast/Furious probably lost some money from me, and I just want to apologize. I was going to give this movie an 8 instead of a 7 as an apology, but then I realized the finale leaves too many loose ends, and I'll die before I see a movie called The Faster and the Furiouser, or The Fast and the Furious 2: Even Faster. In any case, kudos guys, you made a believer out of me.",Phoenix-107,2001-06-23,2001,Negative,0.109,0.765,0.126,-0.486
1.0,Big and dumb.,"Sort of like Pearl Harbor, I guess, but at an acceptable running time, Fast and the Furious is very loud and hollow at it's core. There are fast cars, one dimensional characters, and loud music. All the hallmarks of a bad summer movie for guys. No one really seems to be having any fun though- they all take it VERY seriously, which (in a trashy summer movie) is always tedious. The girls are tough. The guys are bad. They race and fight, and so what?",karen-128,2001-06-23,2001,Negative,0.237,0.68,0.083,-0.958
9.0,The Fast and the Furious Rocks!,"I was really looking forward to watching this movie and I was not disappointed.  It was awesome!  ""The Fast and the Furious had some of the best car chases ever filmed.  Paul Walker did a great job as the undercover cop, he has a bright future in the movie industry.  Vin Diesel was awesome as Dominic, he just looks cool and he can kick butt.  This movie has everything women, fast cars, guns, and a kick butt soundtrack.  This is a must see for all action fans and if you want a adrenline rush this is the movie to see.  Rob Cohen did a great job with this action masterpiece.  I give ""Fast and the Furious"" ****stars and two thumbs up!",tuckernutz,2001-06-23,2001,Positive,0.072,0.704,0.224,0.973
7.932203389830510,Kept My Motor Running,"The plot and conflict of ""The Fast and The Furious"" is nothing we haven't seen before.  Halfway through I realised two of the leading characters were looking mighty similar to Steve McQueen and Ali Mac Graw in ""The Getaway"". But there was no bitch-slapping here.  The audience cheered when Michelle Rodriguez ""Girlfight"" threw her one and only punch, and she held her own even though her part was minimal.  This movie kept me entertained, gripping my seat, and saying ""wow"".  In an industry filled with CGI effects, this was an action packed stunt movie, and to me there's no comparison between the two.  A great ride.  I really have no complaints, zero.  I don't think anybody went in looking for Shakespeare, and we all left exhilarated.",medfly81,2001-06-23,2001,Positive,0.062,0.748,0.189,0.9734
9.0,The Fast and the Furious indeed!!!,"What a rush! This is the best movie of the summer, without a doubt. Fast cars and hot girls is the main theme of the movie. So the plot may be a bit weak, and some of the lines are tacky, but I'm talking about non stop action. Great stunts and car chase scenes, along with awesome camera angles. They don't ruin the film with any CGI's, it's all real. After leaving the theater the parking lot was roaring, people were gunning their engines and racing off. I wanted to speed out of the theater doing 140mph...a very excited 9/10",jono19,2001-06-23,2001,Positive,0.04,0.766,0.195,0.9668
8.0,"The Fast and the Furious was so good, I felt the need to register and share my views of the movie, thats how good it is","Don't let anyone fool you, the Fast and the Furious is a wonderfully entertaining movie. If you saw the trailer and though that it looked like a fun roller coaster ride styled action movie then you are absolutely correct. The best summation you could give of the film is that its like two hours of what you see in the trailer. It's seriously one of the most accurately advertised and needless to say one of the most fun and entertaining movies of the year.The racing scenes have been cleverly filmed and edited together in a way that gives you a false sense of motion with lots of first person views as cars race down the street. In addition, just about every scene in the movie looks really sharp thanks to nice lighting, some visual effects, and just plain good camera work. The direction of camera work for the most part is very traditional in the sense that each major scene is proceeded by a few seconds of a `set up' shot that gives you a feeling for the size and surroundings of a scene locale. The majority of the dialogue shots and racing shots are of course third person, however, many of these shots are extremely tight giving you a very strong sense of being there.
Vin Diesel's performance is convincing and very entertaining. He's extremely enigmatic and seems to have that quality that some actors like Bruce Willis have. That quality of coming off as being an extremely cool person who you just know you'd be best friends with. Paul Walker's performance while somewhat wooden, really isn't bad at all. In fact if you really stopped and thought about his character's motivation Paul's on screen apprehension and uncertainty early in the film actually fits his character. Stack that up against his wide eyed and completely commanding on screen presence toward the end of the film and you've got the complete emotional stages of his character that realistically depicts a man in his situation. The rest of the main cast really deserves a lot of credit too. Sure they might not be a lot well known actors, but I'd have to imagine that a few of them will be after a few casting agents see this movie since there really isn't a bad performance in the movie.The writing and dialogue is fairly decent. Sure it isn't the most original story ever, but it does a great job of delivering a plot through the use of a lot of action. The dialogue while a bit awkward a couple of times is for the most part well done.In the end, you won't be disappointed in The Fast and the Furious if you like action movies, cars, or Vin Diesel. The story is decent, the sound and visuals are fantastic, and you'll walk out of the theater with a big smile and the undying urge to drive really reckless while listening to loud music. The PG-13 rating is a very liberal one by the way, people shoot and are shot by guns on screen, some language, some slight skin, but since the movie moves so fast and is so loud, you really think you hear and see more than you actually do. Great movie!",ironmacd,2001-06-23,2001,Positive,0.042,0.809,0.149,0.9949
10.0,Wow! This puts all other car movies to shame,"I'll venture to say this is the best car movie ever made.  Car movies aren't for everybody, and if they aren't for you then you shouldn't see this movie. But I am a car person...so I LOVE THIS MOVIE!  It is hands down, the best car movie ever made.  Gone in 60 Seconds was a major disappointment.  And it's been a long time since we had a really good car movie.  The Wraith in 86' was the most recent example I can think of.  But anyway...we aren't here to talk about that.  This movie is great.  If I had to give it a complaint it would be the lack of exotic cars.  But if you realize the story of the movie, they aren't really appropriate to the plot.  Again, if you like cars at all, you will love this movie.  What a rush!",Jason60,2001-06-23,2001,Positive,0.06,0.745,0.195,0.9822
10.0,Wow - I am amazed,This definitely had to be one of the best movies that I have ever seen in my life.  It's very fast moving and will keep you awake and interested.  It's almost an adrenaline rush just to watch them!  Definitely go see this movie!!!!,nsyncjstnt,2001-06-23,2001,Positive,0.0,0.743,0.257,0.9256
10.0,Great Movie!?!?!?!?!? everyone should see.,"This is a movie that i would definitely call great and exciting, and I think everyone should see it. Vin Diesel is perfect for the part that he got and so is Paul Walker.Anyways I am going to make this short quick and sweet. Great movie great music,,,,great cars.......everyone should see.",lfn_nikita_31j7,2001-06-23,2001,Positive,0.0,0.639,0.361,0.9774
10.0,Furiously Phenominal!!!,"Wow this movie was great. It's everything that Gone in 60 seconds tried desperately to be but failed. The Fast and the Furious does it with style. Lets face it, this is a car movie so don't expect too much plot twist and deep story lines. This movie is pure edge of your seat adrenaline rush. This movie is excitement from beginning to end. Every race, every chase is awesome. The plot was simple straight forward to the point and it made sense. Vin Diesel and Paul Walker make a great on screen team. The cars looked awesome too. The stunts we very good particularly the part where Johnny's cousin wipes out on his bike, its very realistic looking any very convincing. The direction in this was great. It was everything you want in a car movie. Those of you who trashed this movie know nothing about cars and don't appreciate them. Either that or you're expecting a huge complicated storyline which anyone with half a brain would know thats not what a movie like this is about or should be about. This movie is the kind of movie that makes you thirst for a sequel right when the ending credits show up on the screen.10/10 everything you want nothing you don't I am getting the DVD the day it comes out.",WilsonLau,2001-06-23,2001,Positive,0.052,0.746,0.202,0.9916
10.0,Fast Fast Faster Fastest!!!!!!,"This is one of the very best racing movies that I have ever seen.  Just looking at a toyota supra racing a 900HP Charger and almost beating it is just amazing.  Awesome Awesome Awesome!!!!!  I can't wait to go and see it again!The moment this movie is released on DVD, you can bet that it will be added to my elite collection of racing movies!",xtreme76,2001-06-23,2001,Positive,0.032,0.707,0.261,0.9685
10.0,Both Sexes,"If you think that this movie is only for the male population ladies, think again. This film, The Fast and The Furious, had its female points of interest as well as the male points of interest. If you still don't believe me, go out and see it, it is worth the money the theaters are asking us to pay now.",roxy0613,2001-06-23,2001,Positive,0.074,0.781,0.145,0.5994
8.0,What do critics know?,"I thought this movie was awesome!  Gone in 60 seconds was okay, but this is no comparison.  When I first saw it advertised I knew that I was going to spend my $5.  The attention-grabbing, high-speed racing and chases were put together perfectly.  The soundtrack will be a must have as well.  I am not sure why the critics dogged it so much.  It appeals to the age group that spends the most money on movies.  It was loud, fast, adrenaline-pumping action that kept everyone's eyes glued to the screen.  I am a female who LOVES cars and this movie just made me want to be a race car driver.  So don't let Rolling Stone magazine and other newspapers determine whether you see this movie or not.  This movie fits our generation and you can't help but leave the theater with a smile on your face and feel the urge to shout, ""Yeah!!""Oh, and people did drive out of the parking lot with screeching tires after the movie.  I even saw a few old cars doing their best to show off the wild nerve this movie struck in it's fans.  Okay, so I did it too.  Hey, I have a 2000 Eclipse, I couldn't help it.",purple_dreams,2001-06-23,2001,Positive,0.068,0.792,0.14,0.9597
10.0,"Oh My God, what a good movie!","This movie is simply awesome. It is definitely one of the most entertaining movies I have ever seen. This movie has furious cars and excellent race sequences. Acting was very good on Vin Diesel's and most others parts(especially Jesse), but some of the actors were lacking (Paul Walker, dont try to lower your voice, it doesnt make you look cool). But definitely an awesome movie. It isnt just entertaining, as it has a solid plot worth following. Overall, its a furious movie deserving a 10.",nkrish1,2001-06-23,2001,Positive,0.095,0.639,0.267,0.9448
10.0,None stop horsepower,This movie was the ultimate rush for car buffs. Some of the most beautiful cars on the planet. It was the best car movie I have seen for years. If you love cars you'll love this movie. I can't wait untill it comes out on video.,bdmonkey69,2001-06-23,2001,Positive,0.0,0.714,0.286,0.9571
10.0,"Just read the review, it's not long.","Some movies are meant to be taken serious (Braveheart, The Shawshank Redemption), some movies are meant to be hilarious (Scary Movie, Airplane), and some are meant to be pure action and fun (Terminator 2, FAST AND THE FURIOUS).  Out of ALL the car movies I have seen, this is BY FAR the best.Other people who have reviewed this movie said it's ""crap"", ""not worth you're money"", ""mindless and illogical"".  But some people just need to lighten up and turn on their ""action movie"" senses when they go to see an action movie like the Fast And The Furious, apparently they have their ""serious movie"" senses on.  This movie has great car scenes, is very true to life, some say it isn't, it is, and is a VERY fun movie to watch.The is DEFINENTELY the most awesome and kick ass movie I have ever seen, it isn't the best, but it IS the most awesome.  It is WELL worth you're money. No movie is perfect though...well...almost no movie, this movie has 2 little flaws.  #1.  All the cars were riceburners, they had 1 Ferrari, they needed more BMW M3's!!!!!  And #2.  The ending kind of leaves you wondering a few questions.  Vin Diesel is as good as he was in Pitch Black, a movie I HIGHLY recommend you see, ESPECIALLY with surround sound and the volume UP.  But I would give The Fast & The Furious a 99 out of 100.  A VERY KICK ASS MOVIE, YOU'LL WANT TO GO SPEEDING HOME AS FAST AS YOU CAN WHEN YOU LEAVE THE THEATRE!!!",Terminator_M_101,2001-06-23,2001,Positive,0.14,0.687,0.174,0.9552
10.0,Clearly one of the best movies of the summer,I just walked out of this movie and I'm still trying to catch my breath. Vin Disel (the next big action star) plays Dom a drag racer/mechaninc who is caught up in a stolen goods ring. Paul Walker(the next Rob Lowe) plays Brian an undercover cop sent to inflriate Dom's gang and try to stop them. The film also a subplot where Dom's gang has beef with an Asain crew lead by Rick Yune. Things complicate when Brian falls for Dom's sister played by the very sexy Jordanna Brewster. The film has a great supporing star in Michelle Rodgurez and cameo by Ja Rule. It also has some of the best car chase scenes since Ronin. Just go and enjoy this film.,DunnDeeDaGreat,2001-06-23,2001,Positive,0.076,0.764,0.16,0.9041
10.0,Clearly some of you didn't pay attention to the ads.,"See, here's the problem.  Most people are giving this movie bad reviews and comments because they went into the theater wanting too see character development and a deep, thought-provoking plot.  Since when did the producers and writers say that would be included?  This movie, or any of its type for that matter, was never about a heavy story.  Its about speed and adrenaline.  When I went to see this movie, I wasn't thinking I would leave the theater I marveling at the emotional ending, I expected to leave wanting to peel-out of the parking lot and get home in the fastest time possible, racing down the highway not caring about anything else.  That's what this movie promised and it delivered.  so to all of you who misunderstood the purpose of ""The Fast and the Furious"", I say next time, go watch a Disney movie or something and give me speed and thrills.",blantonstogdill,2001-06-23,2001,Negative,0.103,0.835,0.062,-0.7884
7.932203389830510,didn't _want_ to like this...,"... and ""schindler's list"" it ain't. But for a low-IQ summer testosterone flick, ""The Fast and the Furious"" is surprisingly involving. The car scenes are remarkable, the soundtrack ""bangs"" (in the parlance of our times) and some of the performances are quite good. Vin Diesel, as usual, manages to rise above some pretty cheesemo dialogue and make conflicted-dude Dom into someone fascinating. This guy is one hell of an actor. Paul Walker, playing protagonist Spindler, is pretty but not terribly charismatic; he has a kind of blonde-Keanu thing going on. Diesel and Chad Lindberg, as ADD-afflicted mechanic Jesse, are more engaging. The women are more ""types"" than anything else but this is fundamentally a Guy Flick and two-dimensional chicks are to be expected.What I didn't expect was well-written supporting characters, ethnic diversity without preachiness on the topic, and lovely cinematography (it's stylish without being excessively MTV, and LA looks just like itself.) The plot is a little loopy, but there's more than enough here to justify buying a $4 discount-twilight ticket. And I dare you not to lay down some rubber leaving the theater parking lot.",dahlia-8,2001-06-23,2001,Positive,0.05,0.746,0.205,0.9889
7.932203389830510,The critics missed the boat....,"B movie?  What B movie?  Either a film entertains you or it doesn't.After seeing THE FAST AND THE FURIOUS with the target audience (that would be with the ethnically diverse kids of L.A. as depicted up on the screen), I'm convinced that what critics say about any movie no longer matters.  The audience I sat in ate it up!As long as a movie studio can market and successfully test a movie AND it connects with an audience, it's golden (the film's release date was moved back, by the way, but only because the studio execs at Universal were confident that it could compete with other big summer movies).  I will go as far as saying this will be the sleeper hit of summer 2001. There are enough elements here (good looking stars, cool soundtrack, lots of action, and for the romantics a love story) for it to appeal to a large audience.As for the rest of you who are perhaps a bit older or not into cars:  You'll probably walk out of the theater with a headache after all the bone-crunching stunts and loud hiphop and hard rock on the soundtrack.Personally, I was totally entertained.  Imagine taking the CGI technology of the special effects from STAR WARS and the energy of THE ROAD WARRIOR and combining them with road racing -- that will give you a good idea what the race/action scenes are like in this flick.I am into cars. I enjoy fast driving. And good looking women like that cutie Jordana Brewster. I left the theater with a huge grin on my face. Kudos to director Rob Cohen and his crew.",brendonm,2001-06-23,2001,Positive,0.058,0.733,0.209,0.9947
7.932203389830510,Fast and Fantastic,"Imagine, if you will, the perfect action movie - guns, girls, cars, explosions... all the essentials that make us guys ( and, yeah, some of the ladies) love a killer flick. Just the right amount of all of the essential elements combined so precisely that you leave the theatre with a kick of adrenaline just from watching the movie. And above all, none of that cheesy CG crap that ruins perfectly good movies - see: Gone in Sixty Seconds - by making them look like low-grade commercials.See this movie and you'll understand that the dream of the perfect action movie is closer than you might think - The Fast and the Furious is almost flawless. It's got all the elements of a great action movie: 1)a plot that twists and turns, makings sure to include all the obligatory sex scenes and car chases b)a decent B-grade cast giving decent B-grade performances (we can't ALL be Tom Cruise) c) great action sequences that look almost John Woo-esque in their grace and speed d) hot girls, cool guns, fast cars and (ABOVE ALL) hot girlsDon't look for this to be an Oscar winner - but it's totally worth seeing. The best action film this year.But please don't try and drive like them.That's how people get dead.",Criticus Maximus,2001-06-23,2001,Positive,0.063,0.747,0.19,0.9778
